cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
,,,,,,c,,b,,,s,,w,,,,o,e,,v,
,,,,,f,,,,t,,,,,,,,,,,,l
,,,,y,,c,,b,,,,,,,p,,,e,w,,
f,f,g,,n,,w,,n,,,,,,,,,o,e,,,
k,,e,,,f,,,,,,s,,,,p,,o,e,,,
x,f,,,f,,,,,,b,,,,,,,,,h,,
f,,g,,,,c,b,w,,,,,,,,,,,,y,
f,,e,,y,f,,n,,,,,,,w,,,,,w,,p
,,,f,,,,,,,,,,w,w,p,,o,,k,a,g
,,,t,n,,,,,,b,s,,,w,,,,,,y,
,,,,,,c,,,,,,,,p,,,o,,n,,d
k,,,f,,f,,,,,?,,,p,p,,,,,,v,p
,s,,,s,f,c,,,t,,,s,,,,,,e,w,,
,y,,,s,,,,b,t,,,,,,,w,,e,w,v,
,y,,,n,,c,,,,,,,,g,,w,,p,,y,
,,e,,f,f,,,,,,,,,,p,w,,,w,,l
,f,,,n,f,,,,,,,,,g,p,,,,,,
,,,,,,,,,,,,,,,,w,,,,s,
x,,,,,,,n,,,?,s,,,p,,,,,,,
,,,,,,,,,,,,,w,,,,,e,w,v,
,,,f,n,,,,,e,,s,,,,,w,,,,,
,y,g,,,f,,,,e,b,k,,,,p,w,o,,,v,p
,,,,,,c,b,w,e,c,,,w,,,,,p,,s,m
k,s,,f,,,c,,b,,,k,,,,,w,,,,,p
f,s,w,,n,,w,,,,,s,,,,,,,,,,g
,,,,,,,,p,e,,k,,n,,p,,,,,y,d
,y,,,,f,c,,n,,,s,s,,,,w,,,k,,
,,,,,,,,,,,s,s,,g,p,w,,p,,,d
,,,t,,f,,,g,,,,,w,,p,,o,,,s,
,,g,,f,,,,,e,,,,,,p,,o,,h,,
x,,w,,n,f,w,,n,t,,,,,,,w,,,k,a,g
f,,,t,,,w,n,,,,,,,,p,w,,,,,
x,f,,,,,,b,,,b,,,,,,w,,,h,,
,,u,f,,,c,,h,,?,,,w,,p,,o,,,,
,f,n,,n,,,,,,,,,,,,,o,p,,v,
,,,,c,,,n,,,,s,s,,,,,,,k,,d
x,s,,,,,,,,t,,,,w,w,p,,,,,,
,,,,,f,w,,,t,,,,,w,,,,p,n,v,
x,,n,,,f,c,,,t,,,,p,,,,,,w,,
,s,,,,,w,b,,,,,s,,w,,,o,,,,
,,,t,n,,,b,,t,,,s,,,,w,o,,,v,d
f,,,,,,,b,,,,,,p,n,p,,,,,,g
,y,,,l,f,,,,,,,,,,p,w,o,,,,
,y,y,,,,,,,,,,,,w,,w,,,,,
x,,,,n,,,b,w,t,b,,s,,,p,,o,,,,
,,,,f,,,,g,,,,,n,,p,,,,h,,
f,,,,,,,,w,,,s,,w,w,,,,,,y,p
,,,,,f,,,b,t,,,,,,p,,,,,,
,,,,,,,n,b,,,,,,,,,,e,,,
,,,,,,,,b,,?,,,w,p,,w,,e,w,,l
,,e,,y,,,n,b,t,,k,k,,w,p,,,,,,
,,,,f,f,c,,h,e,,,,b,,,,,,,,p
,,b,,,f,c,b,,,,,s,w,,p,,,p,,,
f,,,t,,f,,,,e,,,,,,p,,o,,n,,
,,,,,,,,,,,k,k,,,p,,,,h,,
,f,,,,,,,,,,,,,,p,,,,w,,g
f,s,,f,n,f,,b,k,,e,,s,,w,p,w,,,,,g
,,,t,,,,,,,,s,,,,,w,o,,,v,
,,e,,,,,b,u,,b,,,,,,w,o,p,,v,
,,,,,,c,n,,t,,,k,,w,p,w,o,e,,v,
,f,,,,f,c,b,,e,,,,,n,p,,,l,,y,
,,g,t,,,,,,t,,,,,g,p,,,p,,y,d
,,,,p,,c,,,,,,s,w,w,,,,,n,,
,,g,,,,c,b,p,,b,s,,,,,,,p,,v,
x,,,f,,,c,,,,,,,p,,,,,,,v,
,s,,,,,,,,,,f,,,w,,w,,e,,,g
,,,,,,c,n,b,,,,,,w,,,,e,,,
,,,,n,,,,,,,s,s,,,,,,,,,
,,,,,f,,n,,,,k,,,,,w,o,,,,d
,y,,,n,,,,,,,s,s,w,,p,w,,,k,,
,,,f,,f,c,,,,,,,,,,,o,,w,v,
f,y,y,f,,f,,b,p,,,,,,,,,,l,h,y,
,,g,,,,c,b,,,,,k,,p,,,,,,v,p
b,f,w,,,f,,b,,,,s,k,,,p,w,t,p,,n,
,,n,,n,,,b,,,e,,s,,w,p,w,,,,,
,,e,,,,c,b,,,,,s,w,,,,o,p,,,
f,,b,,f,,c,b,,,b,,s,,w,,,,,,v,
,,,,n,,w,,,,,,s,w,,,,,,,,
,,,,,,c,n,b,t,,,,,,,w,,e,,,
,,,,,,,b,,,?,,,,,,,,,,n,
,f,e,,,,c,,,,,s,s,w,,,,,,,y,
,,,,,,c,,,,,s,,,,p,w,,,,,
f,,,,,,,,w,,,s,,,,p,,,,,v,
,,,t,,f,,,,,c,,,,w,p,w,,,n,s,g
,,,t,,f,,,,,,,,w,,,w,o,,,,d
x,y,g,,,,,b,,,,s,s,,,,,o,p,,,
,y,,f,,,,,,,,,s,w,w,,w,,e,,,p
,,,,,,,,,,,,,w,,,,,,,,
,y,,t,,,,b,n,,r,,,w,,,w,,p,n,,g
,,n,t,l,,c,b,,e,,s,y,,w,p,,o,,n,,
x,,w,,,f,w,,,,,f,,w,,p,,,,,,
,,,t,,,,,n,,b,,,,p,,w,,p,,,d
x,,,,,,,,,,,s,s,,p,,,,,,,
,,,,,,,b,h,,,,k,b,,,w,,,h,,
,,n,f,,f,c,,,,?,,,,,p,,o,,w,v,
,,,,,f,c,n,b,,,,,,,p,,o,,,,
,,,,,,c,b,,,,,,,,p,,,,,,
,,,,,,,,n,t,b,,s,,p,,,,p,,,
,,,,,,,b,,e,c,,,,,p,w,,,,,
f,,,,,,c,,,e,,,k,b,,p,w,,,,,
,,,,,,,,p,e,,,,,n,p,w,o,,,,
x,,,,,,c,,,,,,s,,,,,,,,,d
x,,n,t,,,,b,n,t,b,,,,,,,,p,,v,
,s,g,,n,,w,b,,,e,,,,,,w,,,n,,g
,,,f,,,c,,,e,b,,,n,p,,,,,h,,
,,,,,f,,n,,,,,,w,w,,,,,,,d
x,,,,,,,,,,b,,,p,w,,,o,,n,,d
,,,,,f,,,,,,,s,w,,,w,,,k,,
,,,,,f,,,,,,,,,,p,,o,e,,,
,s,,,,,,n,b,,,s,,,p,,,,,,,
,f,,,,f,,,,,,,,,,,,,,,v,
f,,,f,n,a,,b,,,,,,,o,p,n,o,p,,,
,f,n,,,,,b,,,b,,s,,p,,,,p,,,
f,s,,,,,,,b,t,,k,,p,,p,,o,e,,,p
,s,,f,s,f,,,,,,,,,,,,,,w,,
x,y,,,f,f,,b,,,,k,k,,,,w,,,h,v,
,,,,,f,,,,t,,,,,,,w,,,,,
x,,,,,f,,b,p,,,k,k,n,p,p,,,,h,,
,,,t,,,c,,,,,,s,,w,p,,,,,,
x,,e,,n,,c,,n,,,,s,g,,,w,,,,y,
,,,,,f,,,,t,,,,,,,,o,,,,
,f,y,,,f,,,,e,b,,k,,n,,w,,,,,
,,,,,,,,,,,,s,,,p,w,,,,,
,y,e,,,,,n,b,,,s,,p,,,,,,,,d
x,,g,,f,f,c,,,,,k,,b,,,,,,h,,
,,,,,,,,,,,,,,,,w,o,l,,v,
x,,,,,f,,,,,,s,,,w,p,,,,k,s,
,,,,,,,b,k,,,,,,w,,,,,,a,g
x,y,,,,,,,g,,b,,k,,,,,o,,h,,
,f,,,,,c,,,t,,,,,,p,,,p,k,y,
,,,,,,,,w,,,s,,w,w,,w,t,,,,w
,,,,,,,,u,,b,,,,w,,,,p,,v,
,,,,n,,,,p,,b,,,,,,,,p,n,,d
,,g,t,n,,c,,,,,s,,w,,,,,,,y,
f,,,,s,,,,b,t,,,k,w,w,p,,o,,,v,
,,,,y,f,,n,,t,,,,,,,,,,w,v,
x,y,,,,,,,w,,c,,s,w,,,,o,p,,n,
x,f,,,,,,,n,,,s,s,,p,,w,o,,,,d
,,,,,,,,w,,,,,,w,,,o,p,n,,g
,s,,,,,,,b,t,,,,,,,,o,,,,
,y,,,,,,,,,,,s,w,w,,,,,,n,
k,,e,,,f,,,b,t,?,,,,w,,,,,,v,
,,,,n,,,,,,,,,w,,,,o,,n,,
,,,,,f,,b,,t,e,,,w,w,,,o,,,a,
,,,,,f,,b,,,,,,,,,w,,,,y,
,f,,,,,w,,,,,,,,,p,,,p,,n,
,,n,,,f,,,,,,,,,,,,o,e,n,,
,,y,,,,,,,,,,,n,,,,,,,,d
x,f,,,,,,b,p,,,,,,,,,,l,,,
x,,,,,,,b,h,e,b,,,,n,,,,,,v,d
,y,,,,,,,b,,,k,,,,,w,o,,w,,l
,,,,n,f,,b,p,,b,,,,,,,,,,y,
,,w,,,f,,b,,e,,,,,,,,,,,,
,,w,,,,,b,w,,,,,,w,,,,,,,u
,y,,,,,,,,,,,,,b,,,,,h,y,
,,,t,n,,,,,,b,,,,,,,,,,y,
f,,,,n,,,,,,,s,s,,,,,,p,n,,u
x,,,t,,,,,,e,e,,s,,,,,o,p,,,
,,e,,,f,c,,,t,,,s,g,,,w,,p,,v,
f,y,,f,,,c,,,e,,,k,p,p,p,w,,l,,y,d
x,,,,,,,n,,e,,,,,,p,w,,,n,,u
,y,y,f,,,,,,e,,,,n,,p,w,,l,,,
,y,e,,,,,,,t,,s,,,w,p,,,p,k,y,d
f,,,f,,,,,,,?,,,,,,,o,,w,v,
,,,,f,f,c,,,,,,,,,p,,,e,w,v,
,s,,f,,,c,,b,,,k,,,,,,,,w,,p
,,,t,,,,b,p,t,b,,,,,,,,,,,
,s,g,f,,,,,p,t,e,,,w,w,p,w,o,e,,,
,,,,,f,,b,,,b,,,p,,p,,,p,,,d
,,,f,f,f,c,,,,,k,k,,b,,,o,,,,
,,,,,f,,n,b,t,,k,,,,,,o,,,v,
f,y,,t,l,,,,n,,,,y,,w,,,o,p,,,
,,,,,f,c,n,b,,,,s,p,p,p,,,,,v,
,,e,,,,c,,,,,s,,,,,,o,,,,p
,,,,,,c,,w,e,c,,,,c,p,w,n,,,,
,,,,,,c,,,,b,,s,,,,,,,,,d
,,g,f,,,,,,,b,,,,,p,,,,h,v,
,,w,t,,f,c,,k,e,,,s,,,,,,,k,,
,,,t,,f,,,n,,e,,,w,,,,,,,,
,,g,,,,,,,,,s,,,w,p,w,,,n,,
x,y,,,,,,,,,,,,,,p,,,,,v,
,,,,,,c,,p,,,,s,w,,,,,,n,y,
,,n,,s,,,n,,,,,s,,,,,,,,,
f,,,,s,,,,,t,?,,,,,,w,o,,,,p
k,,,f,,f,c,,,t,,,,,,p,,o,,,,
,,n,t,,,,,,,,,s,,,p,,,,,y,
,,,,,,c,,u,,,,,,,p,,,,,,d
,,,t,,,,,,,,,f,,,,,,,h,,
x,,,,,f,c,n,,,?,s,k,,,,w,,e,,,d
,,w,,,f,w,,p,,b,s,s,w,,p,,o,,n,,d
,,,f,,,,n,,,?,,,,,p,,,,,,
,,y,,f,,,b,,,,,k,,,,w,,l,,v,d
f,,g,,,,,,,,,,,b,,,,,l,h,,p
,,,f,,,,b,,,b,,k,,p,,,o,,h,,g
f,,,t,,,,,,t,b,,f,,,p,,o,,,,g
,f,,t,,f,,,,,,s,s,,,,w,,,,,d
,,,,,,,,,,,,,,,,,o,p,,y,
,,,,l,,c,,g,e,c,,,,,,,,,,,m
x,,,,,f,,n,,,,s,,,p,p,,,e,,,
,,e,,y,,,,,,,k,,w,,p,,o,,,,d
,,e,,,f,c,,n,,,s,,,g,,,,p,,,d
,f,n,t,,f,c,,,t,b,,,,,,w,,,,,d
,,,,,,c,,p,,,,s,,,,,,,,s,g
,,,,n,,c,,,,b,,,,,,,,p,k,,
,,,t,a,f,,,,,,,,,w,,w,o,,,s,
f,f,e,,n,,,b,,,b,,,,,,w,o,,,,
,,,,a,f,,,n,,c,s,s,w,,,,o,,,s,
,,,,,,w,,,,,s,,,,,,o,,,,
,,,t,,f,,b,,,,,,,p,,,,p,k,,
,y,,,,,,,,t,,,,,p,p,w,,e,,,
x,y,e,,n,,,,,,,,,e,,p,,t,,,c,
,,b,t,,,,,,t,,,,,,,,,,,s,g
x,,,,,,,b,,,,s,,,,,w,,,,,
,,,,,,,,,e,b,,,w,,,,,,,,d
,,,,,f,,,,,e,,,,w,p,,,,,,g
,,g,,,,w,b,,t,,s,s,,,,w,,,k,a,g
,,,t,,f,c,,,,c,s,,,w,,,,,k,,
,y,,,,f,,b,w,,b,,,g,,,,o,,n,y,
,,,,l,f,c,,,,c,s,,w,,p,w,o,,n,,m
,,,f,,,,,,,?,,,,,p,,o,,,,
,f,,,,,,,,,,,,,,,,,,,v,
,,w,f,n,,,b,,,,,,w,w,,,o,,,a,g
,,,f,f,f,,,,t,?,,s,,,p,w,,e,,v,
,s,,f,,f,,,b,t,?,k,,,,p,w,,,,v,
f,,,f,,f,,,b,,,,k,,p,,,,,w,v,d
,,e,,y,f,c,,,,,,s,w,,p,,,e,w,v,
,,e,,,,,n,,t,,,,,w,p,,o,,w,v,
,,n,,,,,,,e,r,,,w,,,,,p,k,,p
,,n,t,,,,,w,,,s,y,,,,,,p,,,
,s,y,,,f,,,,e,c,,,,,p,,,p,,,g
k,,,f,,,,,,,,,,p,,p,,,,w,,
,f,,,,,w,,,,,,,w,,,,o,,n,,
,,,t,,,,,,,b,,,,,,,,,,v,d
,y,,,n,,c,,,,,s,f,w,,,w,o,,,y,d
,,n,,,,c,,,t,,,,,,,w,,,n,,d
f,y,,,,,c,,,e,,,,n,,,,,,,,
f,,,,,,,,,,b,f,,,,p,,,p,h,,
,f,g,,,,,,,e,,k,,,b,,,,,,,
k,,,t,n,f,,,,,,,,,,,,t,e,,,
x,,,,,,,n,,,,,k,p,,,,o,e,,,d
x,,e,,n,f,,,,,,s,,,,,,,p,,,
f,,,,,,,,,,,,,,,,,,,k,v,
f,y,,,,,c,,n,,,,,,,,,o,,n,,
,y,,,,f,,,b,,,,,,,,,,e,,,
,y,g,,,,c,b,h,e,,,k,,p,,w,o,,h,,
,,,,p,,,,,e,e,,,,,,w,,,,,
,,,,,,,,,,,k,,w,,,w,t,p,w,s,
x,,,t,n,,,,,,,s,,,,p,w,,,n,,
,,w,t,f,,,b,,t,b,f,,w,,,w,o,,,,
x,,,,c,f,w,,u,,,,s,w,w,p,w,,p,k,,
x,,,f,,,,,,,?,,,,,p,,t,,,,
,,,,,f,c,,g,,,,s,,w,,,,p,,n,
,,,t,p,f,c,,,,e,,s,w,w,p,,,,,v,
,,g,,,,,,p,e,,,,w,w,,,t,,w,,
,,,,,,,b,u,,,,,,,,,o,,n,y,
,,,,,f,c,,,,,,,,,,,o,p,,,
f,f,,f,,,,,,t,e,f,,w,,,,,e,,,
k,,,,,f,,,,,?,k,,,,,,,e,,v,
x,,,,,,c,,u,,b,,s,g,g,,,,,,,d
,s,,f,,,,,b,,?,k,,,,,,,,,,
,y,,,,,,,,e,,s,,,,,,,p,,n,
,,,,n,,,,w,e,,s,k,w,,p,w,t,,w,,
x,,,,n,,,,,,,s,,,,,,o,e,,,
,y,,,,,,,,e,,s,,,w,,,,,k,,
,,,f,,f,c,,,t,?,k,,,,p,w,o,e,,,l
,,,,,f,,,,,,,k,,,p,,,,h,,
,,,t,,f,,,p,t,,,,g,,p,w,,,,v,
,,g,f,,,,,,,e,f,,w,,,,o,,,,g
,s,,,,a,c,b,y,,,s,,,,,,,,n,c,l
f,,,,,f,,,,t,,,,w,,,w,o,,w,,p
k,,g,,n,,,,w,,,k,s,,,,,t,,w,,g
,f,,,n,f,,,,,,s,s,,,,w,o,e,,,g
f,y,,,,,,b,,,,s,,,,,,,,,,
,,w,t,,,c,,,,,s,s,,,p,,o,,n,s,g
x,f,,t,,,,b,,,,,s,,g,p,w,,,n,y,
,y,n,f,f,,,n,,,,k,,,,p,,,,w,v,
,f,,,,f,,,h,t,,f,f,w,,,,,,n,,
,s,n,f,,,c,b,,e,,s,s,,,,n,o,,y,,
,,n,,,f,,b,,,,s,,p,,,,,,n,,d
,,,,,,,n,,t,?,,,,,p,,,,,,
,,,f,,,c,b,,e,b,k,,,,,,,,h,y,
,y,n,,s,,,,b,,,,,,p,,,,,,,
,,,,s,,c,n,,t,?,,,,,p,,,,,v,
,,,,p,,,,,e,,s,s,,,,,o,,,,
f,y,,t,n,,,,,t,,,,,,,w,,,,,d
,,,f,,,,,,,,,,,,p,,t,,,n,
,,n,f,f,,,n,,,?,,k,w,w,,w,o,,w,,
,,,,f,,,,,,b,,,,,,,,l,,y,g
,,,,,f,,,,,,,,p,p,,,,,,,p
,,e,,s,f,c,,,,?,k,,,p,,,o,,,,
,,y,,,f,,b,,,,s,,w,w,,,,,,,
f,y,,,p,,,,,,,,,,w,p,w,,p,,,
,f,g,,f,,c,,,,b,,k,,,,,,l,h,,g
,,c,,,,,,,,,,,w,,p,,,,w,v,l
,s,,f,,,w,b,,t,e,s,,,,,w,,,k,,
,f,,,n,,,b,,t,b,,,,,,,,p,k,y,
,f,,,,f,,b,,,b,,k,,,p,,,,,,
,,,,,,,,,,,,,,p,,,o,,,v,
,,,,n,,,b,p,t,,,,,,,,o,,,,g
,,,,,f,,,,,b,,,,,,w,,,h,,
x,y,,t,p,,c,,,,,s,s,w,w,p,,,,,v,
f,,,,,f,,b,,t,,,,,,,,,p,,v,
,f,n,f,,,w,,,,,,,,,p,,o,e,n,,
,y,,,l,f,c,,w,,,,,,,p,w,,,k,,m
,f,g,,,,,,,,b,k,,p,,,,,,,,
,,,,,f,,,,,?,,,w,w,p,,,,,v,
,,w,t,,,c,,g,e,,,s,,,,w,o,,k,,
,s,,,,,w,,,,,f,f,w,w,,,,,,s,
,,,,n,f,c,,p,,b,,s,,p,,,,,,,
,,,,,f,,,h,t,,,,,,p,w,o,,,,
,,,,n,,,b,,,,s,,,p,,,o,,,,
,,n,,,,c,,b,,,,k,,,,w,,,,,
,,,f,,f,,,,,e,,,w,w,,w,,,,,u
,y,,,f,f,,,p,,,,,p,,,,o,l,,,g
x,f,,,,,,b,,,,,,,,,,,,,v,
x,,,,,,c,b,,e,,,y,,,p,,,p,,y,g
,f,g,,n,,,,,,,,s,,g,,,o,,n,,
,,,,,,,,g,,b,,,,,p,,o,,,,g
,,,,n,,w,,k,,e,,s,,,,,,,,,g
,,,,,f,,,w,,,f,,,,,,o,,w,,
,s,w,,,f,,,,e,e,s,s,,w,p,w,,p,k,,u
,,,t,,,,,,,,,,,w,p,,,,,,
,,,,,f,,b,,t,,f,,,,,,,,,,
,s,,,n,f,,b,p,,,s,,w,,,w,,,w,,g
f,,,,f,,,,g,,b,k,,,,p,,o,,,,
x,,e,,,,,,,t,,,,,,,,o,,,,
,,g,,n,,,b,u,,,s,s,,g,p,,,,,,d
x,,,,a,f,c,,,e,,,,,,,,,,n,,
x,,,f,,,,,n,,,,,w,w,p,,o,,,,g
x,,b,,f,,c,,,,,,,,,,w,,,h,,u
k,,,,,,,n,,,,,,w,p,p,,,,,,
f,,g,,f,f,c,b,,,,k,,p,,,w,,,h,,
,,,,,,c,,,t,,,,w,p,p,w,,,,,
,,,,,,,,,,,k,,,,p,w,,,,,d
,,,,,,,,,e,,,,w,,,,,p,,,
,,,t,,,,,,t,b,,,,p,p,,,,,,
,,,,,,,,,,,s,s,,,,,,,n,,m
x,,g,t,,,,,u,t,b,,s,,,p,,o,,,v,
f,,,f,,,w,b,,,,,,,,p,,o,,,,g
,,,,,,,,,,,s,f,,,,w,,,h,,
,y,e,t,,,,,,,b,s,,w,w,,w,,p,,,d
,,,,,,,b,,,,k,,,,,,,l,,,
,y,,,,,,b,,t,,s,,,,p,,,,,y,
,,,,,f,c,,,,,,,,,p,w,,,,v,l
,,,,,,c,b,n,,,,s,,,p,,o,,,,d
,f,,,,,,,h,,,,,,,,,,l,,,
,y,,,f,f,c,b,,,b,k,k,n,,p,,,,,,
x,y,,t,,,,,g,,,s,,,,,w,o,p,k,,
,,,f,f,,c,,,e,,k,,n,,p,,,,h,v,
,,,t,l,,,b,,,r,,,,,,,,,n,s,p
,,,,s,,,n,b,t,,s,,,,,,,,,,
,y,,,,,,,,,,,,w,w,,w,,,w,,d
,,,,,,,,,,,,,,p,p,,,,,,d
,y,,,,f,,,,e,,s,s,,,p,w,o,p,,s,
,s,w,,,f,,,p,,,,,,w,p,w,,p,h,,
,,,,n,,,,,,,s,,w,,,w,,p,w,,
,,,,f,f,,,w,t,,,,,,p,,,p,,,
,,g,,,,w,,,t,e,,,,,,w,,,,a,
,y,e,,f,f,c,n,b,t,,,s,,,p,w,,,w,,
,,,f,,,,n,,,,k,,,,,,o,,w,,
,,b,,,,c,,p,,,s,,,,p,,,,h,v,
f,,,,p,f,,,,,e,,s,,,,,,,,s,
x,f,,,n,,,,u,t,,s,s,,,p,,o,,,,
,f,p,,,,c,,,,,,,,,p,,,,,,
x,,,,,,,b,p,e,,k,,,b,,w,,,,y,d
x,,n,,,f,,,p,,,,,w,w,p,w,,p,,,
f,,,f,,f,c,,,,,s,s,,p,p,,,e,,,p
,,e,,,f,c,,,t,b,,s,,w,p,w,,,,,d
f,y,n,t,,,c,n,,,,s,,,,,w,o,,,,
x,,,,,f,c,,b,,,,,p,,,,,e,,,p
,s,,,,f,,,,,,,,w,,,w,,,,,
,,,,f,,c,,h,,b,k,,,,p,w,,l,,,p
f,,,,f,,,,,,b,,,,,,,,,,,
f,,y,,,f,,,,,r,,,,,p,,,p,,,p
,,,,,f,,b,,e,,,,,,,w,,,n,s,
x,s,,f,,,c,n,u,e,b,,s,,w,,w,,p,,s,
k,,n,f,f,,,,b,,?,s,,w,,p,w,,,w,v,p
,,,t,,,c,,,t,,s,,,,,w,o,,,,d
,y,,,,,,,h,,b,k,,p,,p,,,l,,,d
f,,b,,,f,,b,,t,,,,,w,,,,p,,,
,,e,t,,,,b,,t,,,s,,,,w,o,,k,,
,y,,t,,f,,b,w,t,b,,,,,,,,p,,,
,,,f,n,f,,,,,,,s,,w,,,,,,,
,y,,,,f,c,b,,,,,k,,n,,,o,,,,g
x,,,f,,,c,n,b,t,,,,,p,,,o,e,,,
,,e,,,,,,,,?,,s,,e,p,,,,w,c,
,y,,,,f,,b,,,,,,,,,,,,,v,
,,,,n,,,b,,,,,s,,,,,o,,k,,
x,,n,,,f,,,,,r,,,,,,,o,,n,,
,,,,,,,b,p,t,,,s,,,,w,,p,k,,
,,n,,,f,,b,,,b,,s,,,,w,o,,k,y,
,y,,,,,,,,,,s,,,p,,,,,w,,p
,,,f,,f,,,,,,,,,w,,,,f,h,v,
,,,,,,c,,n,,b,s,s,p,,,,,,,,d
x,,g,,f,,,b,,e,,,,,n,p,,,,,y,
,s,,,p,,,,,e,,s,,w,w,p,w,,,,,
f,y,,,,f,,,p,,b,s,,,,,w,,p,,,
,,g,,,,c,,p,,,,,g,,,,,,,,
,,,,,,,,,,,,,,,p,w,o,,,,d
,,,f,,,,,,,,,,w,,p,,,,,,
f,,,t,f,,,b,p,,,,,,w,p,,o,p,,,
x,s,e,f,,,c,,b,,,s,,,,p,,o,,,,
f,,,,,f,,,,,,,k,p,p,,w,,l,,,
f,,,,,f,c,b,p,,b,,,g,g,p,,o,,k,,
,,y,,a,,,,,,,,,w,w,p,,,,k,,g
,s,n,,,a,,,n,,,,s,,o,,,,p,b,,
,,,f,,f,c,b,,e,b,,k,,p,,,,,,v,g
,y,,t,,f,c,,g,,b,s,,w,,,,t,,r,,g
,s,,f,,,c,,,t,?,,k,,,p,w,,,,,
,,n,,y,,,n,,,?,,k,,,,w,,,w,,p
,,,,s,,,,b,,,,,,,p,,,,,v,
,,,,n,,,b,,,,s,,,w,p,,,,,a,
,s,,t,,,,,,,e,,s,,w,p,,,,,,
,f,n,,,f,,,,,,,,,w,p,,,,,s,
f,,,,,,,,,t,?,,k,,w,,,,,w,v,
f,,n,,f,f,,,,,,,k,,,p,,,,,,
f,,,,f,,,,,t,,f,,,,p,,o,,,,
f,,g,,,f,c,,,,,k,,n,n,,,o,,h,,
,,,,,f,,b,,,,,s,g,,,,,p,k,y,
f,,,f,f,,,,,,b,,,,,,w,,l,,,
,,,t,a,,c,,,e,,,,,w,,,,,,,p
,,,,,,,,,,,,,,g,,w,,,,,
,,,f,,,,b,,e,,k,k,,,p,,o,,h,y,
x,,,,s,,,,,,,k,,,,,w,o,e,,,
b,,n,f,n,,,b,,,?,,,,,p,,,p,,,
,,e,,s,f,,,,t,?,k,,,,p,,,e,,,
,,,f,,,c,n,,,,,,,p,,,,,,v,
f,y,y,,,,,,n,,,,y,,w,,w,,,,s,g
,,,t,,,,,p,,,s,,,w,,,,,,,
b,y,b,t,n,,,,r,,b,,,,,,,,,,,
f,,,,,,,,,,b,,,,,,,,,r,,g
f,y,,,,,,,,,,s,,,,,,,p,k,,d
,,g,,f,,c,,h,e,b,,,,b,,,,,,,p
f,f,y,,,,,,p,,,,k,,,,,,l,h,y,
,s,e,f,s,f,c,,b,,,,,,,p,w,,,w,v,d
,,,,,,,,,,,s,,,w,,,,e,,s,
x,y,e,,,,,,,t,b,,,,,p,w,o,,,,d
,,,t,,f,,,k,,,,,w,,,,,,n,v,
,,,,,,,,,e,,,s,,o,p,,o,p,,,
x,,g,,,,,,n,,b,,,w,w,p,,,p,,,
,y,,,,f,,,,,,,,w,w,,w,,,,,
,s,,,,,,,,,?,,,,,,,,,,,
,,,,,f,,n,,t,,,,,p,p,,o,e,w,,
f,y,,,n,,c,,,,,,,,,p,w,,,,,
,,y,,a,,,,n,,r,s,,,,p,,o,,,y,
,,,,,,c,,,,c,,,,,,w,,,w,,
,,y,,,,,,,e,,,,,,,w,,,,,
,,,,,f,,b,p,,,,,g,p,,,o,,k,,
,,n,f,,f,,,b,,?,k,,p,,p,w,o,,w,,
,y,,,f,,c,,,,,,,w,,,w,,,,,
,y,n,,,,,b,,,,,,,w,,,,,,y,
x,,g,f,f,,c,,,,b,,,n,,p,,,,h,v,p
x,y,e,,,,c,,,,,,s,,,,,,,n,,
,y,,f,f,,c,,h,,,k,k,,,,,,,h,,
b,,,,l,,,,w,e,,,s,,,p,,,p,,,
,,p,,c,,,,,,b,s,,,w,,,o,,,v,
,,,,,,,n,,,?,s,,,,p,w,,e,w,,
x,,,,,,,b,,,,s,,,,,w,,e,,,
,,,f,,a,,b,,,?,s,,o,o,,,,,n,,l
f,f,,t,,,,b,,,,,s,,,,w,,p,k,v,
,,,,,,,,,,b,k,k,,,p,w,,,h,,g
,,w,,,f,,n,,,,,,,,,w,,p,,,d
f,,,,n,f,c,,,t,,s,,,,,,o,,,,
x,,y,,,,c,,,e,c,,,w,,,,,,,n,
x,,,f,,f,,,,,,k,,,w,p,,,,,,
,,,,,f,,,,,,,,w,w,,,o,,,a,
,,,t,,,,,,,,,,,p,,,,,,,
,,,,a,,c,b,,,c,s,,w,,,w,o,,k,n,m
x,f,,,f,,,,,,,,,,,,,o,,,,
f,,,,,f,,,,,,,s,,w,p,w,o,,,,
,,w,,,,c,,,e,c,,,,,,,o,,n,,
,y,,,,f,,,b,,,,s,w,,,,,,,v,
,,,f,,f,,,,e,b,k,,n,,,,,l,,v,d
,,g,,,f,,,,,,,k,,,p,w,,,,y,
,,y,,,,,,,,,k,,,,,,,,,,
,,,,,f,c,b,,,c,s,s,w,,,,,,,,g
,,e,,,,,n,,,,s,k,w,p,,,,,,,p
,,,,s,,,,,,,,,,,,,,,w,v,
,,,,,,,b,,,b,s,,,,,,o,p,k,,d
,,,,,f,c,b,,e,b,,,,,,w,o,,,,
,,,,,f,c,,,t,?,,,,,p,,o,,,,
f,s,n,,,,c,,,e,,,,,e,,,,,,c,
