cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
,f,g,,f,,c,b,,,b,,k,n,,p,w,,,,,d
f,y,,,n,f,,,,,b,s,,,w,,w,o,p,,v,d
,f,,,n,,,,,,,,,p,,p,,o,p,,,d
,,w,t,l,,,,,,c,s,,w,,,w,o,,k,,
x,,,f,,,,,,e,b,k,,,b,p,,o,l,,,
x,f,,f,,f,w,b,,t,e,s,,,,,,o,,k,a,g
,,,,l,,w,,,,b,s,,,w,,w,,,,,
,,g,f,f,,,b,,,b,,k,,,,w,,,,,p
,,u,f,,f,c,n,h,e,?,s,f,w,,,w,o,f,,,
f,,,t,,f,c,b,,t,,,s,,p,p,w,o,,,v,
,f,g,,,,,,p,e,,,,,,,w,,p,k,,d
x,s,b,,,,,,h,t,,,f,w,w,,,,,,v,
f,f,,t,,f,,n,w,,,s,,w,,,w,o,p,n,v,d
,y,n,f,f,f,c,n,b,,?,,s,,,p,w,,e,,v,l
x,s,w,,,f,w,b,n,t,e,s,s,w,,,w,,,n,a,
f,f,n,t,n,,,,,t,b,,,,,p,w,o,p,,v,d
f,y,,f,,f,,b,p,e,,,k,p,,p,,,l,,y,g
x,,,,l,,,,,,r,s,y,,w,p,w,o,p,k,s,
,,y,t,a,,c,,g,,,,,w,,p,,o,p,k,,g
,,g,,,f,,,,t,,,s,g,,,w,o,p,,,d
,,,f,,,c,b,,,,,k,,,,w,o,l,,y,g
f,y,,t,,f,c,,,,b,s,,w,,,w,,p,w,,p
,y,,,y,,,,,t,?,k,,,w,,,,,,,
,y,,,s,,c,,b,,?,k,k,w,p,,,o,e,,,
f,,,f,y,,,,b,,?,s,,w,,p,w,o,e,,v,l
,s,,,y,,,,b,,?,k,k,w,,p,,,,,,
,f,g,,f,,,b,,e,b,,,b,n,,,,,,,p
,s,,t,,,,,p,,,s,s,w,,p,,o,,,,g
,y,,,,f,c,b,p,e,,s,y,w,w,,,,p,,,g
,,g,,,f,c,,,e,b,k,k,,p,p,,,,h,y,
b,,,f,,,,b,w,e,?,s,,,w,,,t,p,w,,
f,s,,f,,f,w,b,,t,e,,s,w,,,,,e,k,s,
f,,,t,,,c,b,u,t,b,,s,,,,,,p,,v,d
f,f,e,t,,f,,b,u,,b,,s,,w,p,,,,n,v,
,s,,f,,f,,n,,t,,,,p,w,,,o,,w,v,d
x,f,g,f,,f,c,b,,,,k,,n,n,,w,o,,h,y,
f,f,g,t,n,f,c,b,u,t,b,s,s,g,g,,,o,p,k,,
,,,t,p,,,,,,,s,,,w,p,,o,p,n,,
,,,t,n,f,,,p,t,,,,w,w,p,w,,p,,,d
,y,,f,f,,,,p,,b,,,p,,p,w,,l,,,
x,,,,,,w,,n,t,e,f,f,w,w,,,o,e,k,s,
f,s,n,,,,,,,,?,s,s,,w,p,w,o,,,v,
k,,,,,f,w,b,w,,?,s,s,,,,,t,p,,s,g
,s,,f,y,,c,,b,t,,,,p,p,p,,,,w,v,d
,,e,t,,f,,,w,,b,s,,,p,p,w,,p,k,y,
k,,,f,y,,c,n,,,?,s,k,p,,p,,,,w,,p
f,y,y,,,,,b,p,,b,,k,p,,,,o,l,h,,d
,f,g,f,,,,,,e,,,,,,p,w,o,,h,,
b,,w,,,f,,,g,,,,k,w,,p,,,p,,n,
,s,,f,,,w,b,,t,,,,,w,p,w,,,k,a,g
f,,e,t,n,f,,b,w,t,b,,,,,p,w,,p,,y,d
f,,,t,f,f,c,b,,t,,s,,,,,w,o,,h,,
b,s,,f,,,,b,p,e,?,,s,,w,p,w,,,w,s,
x,s,,,,,,,b,t,,,,,w,,,,e,,v,p
b,,g,f,n,,w,b,w,e,,,,w,,,,t,p,w,,
f,,e,,n,,,,,,,,s,w,p,,,o,p,k,,
,,,,l,f,,,,,,s,y,,,,w,o,p,k,s,g
,f,,,,f,c,,,t,,,s,w,,p,w,o,,,,d
,y,w,,,f,c,b,n,e,,,,w,w,p,,o,p,n,s,
,y,e,t,n,,c,,n,t,,s,,,,p,,o,,k,,
x,,g,t,n,,c,,,t,,s,,w,,p,w,,p,,v,d
f,y,,f,s,f,c,n,,t,,k,s,,,p,w,,e,,v,
,y,,,,,,,n,e,c,,,,,p,w,,,k,n,
f,y,,t,,,,,,e,r,,,w,,p,w,,p,,,g
x,,n,t,,f,,b,,e,r,,y,w,,p,w,o,p,n,,
,s,w,,,,w,b,n,t,e,,f,w,w,,,,,n,,
f,y,n,t,,f,,,,,,s,s,,p,p,,o,,,y,d
x,f,e,,n,f,c,b,,t,b,,,g,,p,w,o,,k,,
,f,g,f,,,c,b,,,b,,,b,,,w,o,,,y,
,,n,,,f,,n,b,t,,,,,w,p,,o,,w,v,
x,s,n,f,f,,,,,,,,s,p,,,,,,w,,
x,,,,f,,c,b,h,,b,,,b,b,p,w,,,h,v,
,f,,,,,,,n,,b,s,s,g,p,,,o,p,n,,d
,s,y,,l,,,,n,,,,,w,,,,,,k,,
,,g,,,f,,b,h,e,b,,k,,b,p,,,,h,,
x,f,,f,f,f,,b,,,b,k,k,n,n,p,,,,,,g
,,,,,,c,,,,b,s,s,,,,,o,,,,d
,,n,t,,f,c,,,t,b,s,s,,,,w,o,,,,
f,s,,f,n,,,,n,t,e,,,,w,p,,,e,n,,
f,y,g,f,f,,c,,,e,,k,,n,,p,,o,l,,v,
,y,r,,n,f,,n,,,?,,f,w,w,,,o,,h,,d
,,e,t,n,,c,,n,t,,,s,,,p,w,,,n,v,d
x,,,,n,,c,b,w,,,,s,,g,p,w,,p,,y,d
,y,,,f,f,,,,t,,k,k,,,p,w,o,,w,,l
x,s,,f,,f,,n,b,t,?,,s,p,,p,,o,,,v,
,f,y,f,,,c,,p,e,,,,p,b,,,,,,v,g
,s,n,,,,,,y,e,,,s,o,o,p,n,,,,v,l
f,f,,t,,f,c,,p,,,,,w,,p,,,,n,y,
f,s,e,,,,c,,,,,k,s,,w,p,,o,,w,v,
x,s,e,f,,,,n,,,,s,,,,p,w,,e,,,p
x,y,y,f,,,,b,g,,b,k,k,,n,p,,,,,v,
x,,,,n,f,,b,u,t,,,s,,p,,,,p,k,,
x,y,y,,,,,,p,,b,,,,,p,,o,l,,,
,,,t,,f,c,b,w,e,,s,s,w,w,,w,,,,s,
,y,,t,n,f,c,b,,t,,s,,g,w,p,,o,,,,d
x,f,,,,f,,b,,,b,,s,p,p,,w,o,,n,,d
x,f,y,,f,f,c,,p,e,,k,,,,,,,l,h,v,d
b,s,,,,,,b,,,,k,,w,w,p,,,,w,s,
,y,,,,f,c,,b,t,?,s,s,p,w,,,,,,,
,,,f,f,,c,,g,e,,k,,b,,p,w,o,l,,,p
f,,,,f,,,b,h,,,,,,n,,w,o,,h,,
,,,f,,,c,,,e,,,,w,w,,w,o,p,k,,
,,w,,n,,w,,k,t,,s,s,w,,p,,o,e,,,g
x,y,g,,f,,,,g,,b,,,,,p,,o,l,,,
f,,,t,,,c,,n,t,b,,s,g,,,w,o,p,k,y,d
f,,p,t,,f,c,,w,e,,,s,w,,,w,t,e,,c,
,,,t,,,c,b,u,,,s,s,,,,w,o,p,,,d
,,n,t,n,,,b,,t,,,s,w,,,w,o,,,,
,y,,t,n,,,,,t,,,,,p,p,w,,p,n,,d
,s,,,s,,c,,b,t,?,k,k,w,,,,o,,w,,p
x,y,,f,,f,,n,b,,?,,k,w,,p,,,e,,v,
,y,,,,f,,,,e,,s,,w,,,w,o,,,n,g
x,f,,,,,,b,n,t,b,,s,p,,p,,,p,k,v,d
,s,w,t,,f,c,b,,e,c,,s,w,,p,,o,,,n,g
,s,e,f,f,f,c,n,,,,,,p,,p,,,,w,v,p
,,y,,,,c,,,e,c,,,w,w,,,o,p,n,n,
k,,,f,,,c,,b,t,,k,,p,,,,,,w,,p
,f,w,,n,,,b,,t,,f,f,,w,,,,e,,,g
,,,f,n,,,,h,,,s,s,,,,,,e,,a,
,f,g,f,,f,c,b,,e,,k,,n,n,p,w,o,l,h,y,g
,,,,,f,w,,g,,,,s,w,w,,,t,,,,
,s,n,,,,w,,,,e,,s,,,,,o,,,,
,,y,,f,,c,b,g,,,,,n,p,,w,o,l,h,,d
x,f,,f,,f,c,b,p,,,k,k,,n,p,,o,l,h,,p
x,,,,f,f,c,b,,,,,,n,n,p,w,o,l,h,,
x,,,,,f,,,,t,,k,s,,p,,w,,e,w,v,l
,y,n,t,n,f,c,b,,t,b,,,g,,,,,p,n,,d
x,,,,l,,c,b,,e,,s,,,w,,w,o,p,,,
x,,w,t,,,,b,,,b,s,,,,,,o,,,v,
f,y,y,f,f,,,b,p,,b,k,,,b,p,w,,,,y,p
x,f,e,t,,f,c,,,,b,,s,,,p,w,o,,,y,d
f,,,f,n,,c,,,e,,,,,w,,,,p,n,y,
,y,w,,,,c,,k,e,,s,,w,w,p,,,p,n,,g
,,,,n,f,,b,n,,,s,s,g,w,,w,o,,,v,d
f,y,y,f,,,c,,p,e,,k,,,,,,,,,y,d
,s,n,,p,,c,n,n,e,,s,,,,p,w,,,n,v,
,y,y,f,f,f,c,,,e,,,,,p,,w,o,,,,d
,,e,,,f,c,,,t,b,,s,w,,p,w,,p,,,d
,y,n,,f,,,n,b,t,?,,,p,w,p,w,,,,,
,y,,,f,,,,,t,?,s,,,,p,w,,,,v,
f,s,e,f,,f,,n,,t,,,k,w,p,,w,o,e,w,v,p
,,,,,f,c,b,,t,b,,f,,w,p,,,p,,s,
f,,g,f,,f,,b,p,t,,s,s,w,,p,w,,e,n,,g
x,f,,,,,,b,p,,b,,,p,p,p,w,o,,,,
,,,f,f,,c,b,,,,,k,,b,p,,,l,,,
x,,,f,,,,,b,t,,k,,,w,p,w,o,,w,,
,y,y,t,,,c,,n,,,,y,w,,,,,,,s,
,,,f,,f,,,,,,,,,p,p,,o,e,,,p
,y,e,f,,,,,b,,,s,,w,,p,,o,e,,,
,y,,,m,,c,,,e,c,,y,c,c,,,,n,,c,d
f,y,g,,,,c,,,t,b,,,p,g,,,o,,,v,d
,,g,,f,,,,g,,,k,k,,p,,w,,,,,d
x,s,,t,p,f,,n,,e,,,,w,w,p,,,,k,v,g
f,s,n,t,p,,,,n,e,,s,s,,w,p,,o,p,,s,u
x,,g,t,,,,b,p,t,,,s,,,,,o,,,,d
x,y,,,,,,,h,e,b,k,k,,,,,o,,,,
,y,n,t,n,f,,b,,,b,s,s,w,g,,,,,n,y,d
f,,,f,s,f,c,,b,t,,k,,,w,,,o,,,v,
,,n,,s,f,c,n,b,,?,,k,,,,w,,,w,,p
k,s,,f,,,,n,b,,?,s,,,p,,w,,e,,,l
,y,,,n,f,,,w,t,b,s,s,,p,,,o,,,,d
x,,g,t,,,c,,u,t,,s,s,p,,,,,p,,,
x,s,,t,f,,c,b,,t,,,,,w,p,,,,,s,g
,s,n,,y,f,c,n,b,,,s,k,,,p,w,,,,,
,s,,,,f,,,,,b,s,,,w,p,,o,,n,v,
,s,n,,f,,,n,,,?,,k,p,w,p,,o,,,,l
f,,,f,f,f,,,,e,,k,k,,b,,,o,,h,v,d
f,y,,f,,f,c,b,g,e,,,,b,b,p,w,o,l,h,v,
f,y,y,,,f,,b,h,,,,k,p,,,,o,l,,v,g
f,s,,,,,,b,h,t,b,f,,,,p,w,,,,s,g
,,,,n,f,,b,,t,,,,,,,w,o,,,,d
,y,n,t,n,f,,,,,,s,,p,g,,w,o,p,,,d
b,s,,t,,f,,b,g,e,c,s,s,w,w,p,,o,,n,,m
x,y,,,,f,c,,,t,?,s,,w,p,,w,,e,w,v,p
,,,f,y,,,,b,,,,k,,p,p,,o,e,w,,
f,,,t,n,f,c,b,n,t,b,s,,,,p,w,,,,,d
,f,n,,n,f,,,,,b,,s,g,,p,,,p,,,d
x,s,,,,,c,,p,t,b,,s,,w,,,o,,,s,g
,y,,,n,,,,,t,b,s,,,w,p,,,p,k,,d
,,,t,,f,c,,g,,,s,s,w,,,,o,,k,,
,f,,t,,,c,b,w,t,b,,s,,,,,o,,,v,
b,,,t,,,,b,,,,s,s,w,w,,,,,,,
,,,f,,,,,p,t,e,s,s,,,,w,o,e,,a,
,,g,t,n,,c,,,t,,,,,,,,o,p,k,v,d
x,y,e,f,,f,,n,b,,,,s,,p,p,,,,,v,l
x,y,,,n,,,,,e,?,,s,e,w,p,w,,,w,,
f,s,,t,f,,c,,,t,,f,s,w,,p,,,p,,s,
x,y,,t,,,c,,w,,b,,,,,,,,p,n,,d
,,,,,,c,n,,,b,,s,w,w,,,,,,,d
f,,g,,,,,,k,t,e,,f,w,,,,o,e,k,s,g
,f,g,,,,w,,,t,e,s,s,w,,,w,o,,k,a,g
x,,,t,,,,,n,,c,s,s,w,,p,,,p,,s,g
,,n,,,,,,,,,s,,,,p,,o,,n,y,d
x,,w,t,,,,,k,,c,,s,,w,p,,,,,n,
,s,n,f,,,,,,t,,,,p,,,w,,e,w,v,
x,f,e,t,n,,,b,,t,,s,,,p,,w,o,p,,,
,,,f,,,w,,,t,,,f,w,,p,,,,,,
,,,f,f,,c,n,,t,?,s,s,p,,,,o,e,w,,p
f,,n,,,f,,,b,t,,,,w,p,p,,,e,w,,p
f,,,,y,f,,,,,,s,k,p,,,w,o,,,v,d
x,,e,f,,,,n,,,?,,s,,,,,,,,v,d
x,y,e,f,,,c,,,,,k,,,,,,o,e,w,,
,y,,,,f,,,n,e,r,s,y,,w,p,,,,k,,
,,,,l,f,c,,w,,,,y,,,,,,,,s,
,s,,,,,,b,,e,,s,s,,,p,w,,,,,
k,s,,,s,f,,n,b,,?,,k,,w,,w,o,e,w,,l
f,f,,,n,,,b,k,,,,f,,w,p,,,e,n,a,g
x,y,,t,,f,,,,t,b,s,,g,g,p,w,,p,,v,d
,y,,f,n,f,,n,,,?,s,,w,,p,w,o,f,,,d
,y,n,t,n,f,c,b,,,,,s,,,p,w,o,,n,y,d
,,y,f,f,,c,,,,b,,k,n,,p,,o,l,h,v,
f,,,t,,f,,,p,,b,f,,,w,,,,p,h,s,u
f,f,g,f,f,f,c,b,g,e,b,,k,p,b,,w,,,h,y,d
,y,,,n,f,c,b,e,e,?,,s,e,,,,t,,w,c,
x,y,,f,,f,,n,b,t,,,k,,p,,,,,,v,d
x,,e,t,,,c,b,n,t,b,,s,w,,,,o,,k,,d
f,s,n,t,p,,,n,,e,e,s,s,,w,,,,,k,,u
,y,,t,,f,c,b,,,,,,,w,p,w,,p,n,s,
,,,f,s,f,,,,t,?,,,p,p,,,o,e,w,,
x,,,,,f,c,b,h,e,,,k,,p,,,o,,,v,p
f,y,n,,p,f,c,,w,,e,,s,,w,p,,o,p,,,u
k,f,w,,n,f,w,,p,,,k,,w,,,w,,,,s,g
x,,,t,n,f,,,w,t,b,,,,,,w,o,,,,d
x,,w,t,f,,,,w,,,f,,,w,,,o,,h,v,g
,s,w,f,c,f,w,,,e,,s,,w,,p,,,p,,s,
x,,,f,,,,,w,,,,s,w,,,w,t,,w,s,
,,,,l,f,c,b,,e,c,,s,w,w,,w,,p,,n,
x,y,n,,p,,c,n,,,e,s,s,w,,,,o,,,,u
b,s,,f,,f,,b,p,e,?,,s,w,,,w,,,w,s,
x,,e,t,n,,,b,,t,,,,w,,p,w,,,,y,
,,,,,,c,,n,t,,s,,,,p,,o,,k,v,d
,f,,f,,,,,h,t,,f,,,w,,w,,e,n,,g
k,,n,f,y,,c,n,,t,,k,s,,,p,,,,w,,p
,,g,,n,,c,,u,t,,s,s,g,g,,,o,,,y,d
,,n,f,,,c,n,b,t,,k,k,w,,p,,,,w,v,p
,y,,,,,,,,e,,,s,,w,,,o,,,n,g
b,,g,,,f,w,,,,?,,,w,,,w,t,p,,,g
x,,,f,n,,w,b,h,,,,,w,,p,w,,,n,,
x,y,y,,a,f,c,,,,c,s,,w,,p,w,o,,k,,
x,,e,f,,,,n,b,t,,,k,,,p,w,,,,,l
f,,y,,f,f,,b,g,e,,,k,p,p,,w,,,,y,
,f,g,,,f,c,,p,t,b,s,,g,g,,w,o,,k,,d
,s,,,n,,,,p,t,,f,s,w,w,,w,o,e,,,
,s,,f,,a,,b,y,e,?,s,s,,,p,,o,p,n,c,
,y,,,,,,n,,,?,,,,w,p,,,e,w,v,
,,g,f,n,,w,,,e,?,,,,w,,w,,p,,n,g
,f,g,,,,w,b,,,e,,s,w,,p,w,,,k,a,
f,,e,,,,,b,,t,b,,s,p,w,,,,p,,,d
,,w,t,a,,c,,,e,,,s,,w,,w,o,,,,g
x,f,,t,,f,,b,w,,,s,s,p,,,,o,p,,y,
,y,n,,,f,c,n,,,,,k,p,w,p,,o,e,,v,d
,,,,,,,b,h,t,e,f,f,,w,p,,o,e,n,,g
b,,,,,a,c,b,,e,,s,,,o,,n,,,,v,
,,,,n,,c,b,n,t,b,,s,p,p,,,o,p,,v,
,,e,f,,f,,,,t,,s,,w,w,,,,e,w,v,
f,,,,,,c,b,,,,k,k,,b,p,,,l,,y,
f,,n,f,,f,c,n,,t,?,,s,,,p,w,o,,,,p
,,n,f,s,f,c,n,b,,?,s,,,,,,o,e,,,d
x,s,n,,p,,,,,,,,,w,,p,w,o,,k,v,g
f,y,,t,,,,b,,t,b,,,g,g,p,,,p,n,v,
,,,f,,,,b,g,e,?,k,s,,,,,t,,w,n,g
f,s,,f,f,,c,,,t,,k,,w,w,p,,o,e,,v,d
,y,,f,,f,c,b,h,e,,,k,,p,,,,l,,,
,,,f,f,,c,b,,,b,,,,,,,o,l,,v,p
x,,,f,,f,,n,,,,k,s,p,p,,,,,w,,
x,y,y,t,a,,,b,w,,r,,y,,,,w,,p,,,
,,w,,p,,,,w,,e,,,w,,,,o,p,k,s,g
f,,,f,f,,c,,p,e,,,k,,,p,,o,l,h,y,g
,,,f,,,w,n,,e,b,f,s,w,n,,,,,w,v,l
,s,n,f,,,,b,,t,e,,s,,w,,,o,e,k,,
f,,n,,n,,c,,p,,b,s,,w,p,p,,,p,k,,
,f,g,,f,f,c,b,g,,b,,k,,p,,,,,,v,g
,y,e,f,f,,,n,,t,,k,s,,p,p,w,,e,w,v,l
f,s,w,,,f,w,,p,,,,f,,,,w,o,e,,s,g
f,y,,f,f,f,,,g,e,b,k,k,,n,p,,,,,v,g
,y,,t,p,,c,n,w,e,e,,s,w,,,,o,p,n,v,g
,,n,,n,f,,,u,t,,,,g,,p,,o,p,,,
x,f,n,f,n,f,,,p,t,e,,,w,w,,,o,,n,,
b,y,w,,l,f,c,b,w,,,,s,w,w,p,,,,k,,
f,,,,,,,,p,,,k,k,,,,w,o,,h,,p
k,,e,f,f,f,,,,,,s,,,,p,w,o,,,,
b,,w,t,,f,c,b,,e,c,,,w,,,w,,p,k,s,g
,,w,f,n,f,w,b,h,,e,f,,w,w,,,o,,,,g
x,,,t,,,,b,,,,s,s,p,,p,w,o,p,k,,
x,,w,t,f,,,b,h,t,b,s,f,,,p,,,p,,s,
f,,e,,,f,,b,w,t,b,s,s,,p,p,w,o,,,,
,,,f,,f,c,n,b,t,,s,,w,,p,,,,w,v,d
,,,f,n,,c,,,e,,s,,,,p,,o,p,,,
,y,,f,f,,c,,p,e,,k,,,b,,,,l,h,,
,f,g,f,,f,c,b,h,e,b,,k,,n,p,,o,,,v,
,,,t,a,,,b,p,,r,s,,w,,p,w,o,,k,y,
x,f,,,n,,,b,,t,b,,,g,,,w,o,,n,y,d
x,,,,,f,,,,e,b,,,n,b,,,,l,h,y,g
,,,f,,,,,,,e,f,s,w,,p,w,,e,k,,
,,c,f,n,,,n,w,e,b,f,f,w,n,,,o,,w,v,
f,s,,,,,c,n,,e,,s,s,,,p,w,o,,k,v,
x,s,y,t,,,c,,k,e,,s,,,,p,,o,p,k,,m
x,,,,n,f,,,,t,,f,,,w,,w,o,e,,,g
,s,,f,,,w,b,,,?,,s,,w,p,w,t,p,w,n,g
,,,,f,f,,b,,,,,,b,,,,,l,,v,
x,,,,s,f,c,n,b,,?,s,,,,,,,e,w,,
x,y,g,t,,,,b,u,,,s,s,g,,p,,,,,v,
,s,,,,f,,,,,c,s,,,,p,w,o,p,n,,g
,s,,,n,,w,b,n,t,e,f,,,,p,,,,,,g
,,b,,f,f,c,,h,t,b,,,w,,p,,,p,h,,
,,,,f,f,c,,b,t,,,s,w,,p,,o,,w,,l
,y,g,f,f,f,c,b,g,e,b,,,p,,,,,,,,p
f,,e,,,,c,n,b,,,,,,,,w,o,e,,,
,,,,n,,,n,,,,,,w,,p,w,o,e,w,,
k,f,w,,n,f,w,,,,?,s,,,w,,,,p,,s,
,f,e,t,n,f,,,u,t,,s,,w,p,p,,,,k,y,
,s,,t,,,c,b,,e,c,s,,w,w,p,,,p,,n,
x,,g,,,f,,b,,t,,,s,,p,,w,o,,n,v,
f,f,n,f,n,,w,b,,t,,f,,,,,w,,,,,
,y,u,f,n,,c,,w,e,,s,,,,,,o,f,h,v,d
,y,,,n,,c,,w,,,,,w,w,p,,o,,,,
x,,y,,,f,,b,,e,b,,k,b,,,,o,,h,,d
f,y,g,,,f,,,,t,b,s,,,g,,w,o,p,n,,d
,,,f,,f,,n,b,,,,k,,,p,w,o,e,w,,l
,y,,t,n,,,,,t,b,,,p,p,p,,,p,,y,d
,f,,f,,,c,,,e,,k,k,,p,p,,o,l,h,v,
,,,,f,,,b,g,e,,k,,,b,p,w,,l,,,d
x,y,,,,,,,,,c,s,s,,w,,,o,p,,s,
,,g,,,,c,b,,,,k,k,n,b,,w,o,,h,v,p
f,,,,l,f,,,,e,,s,,w,,p,,,p,,s,p
,s,,f,,,,,,t,?,,,p,w,,w,o,e,,,
k,,n,f,,,,,,t,?,,s,,,,w,,,w,v,d
x,y,y,f,f,,,,p,,b,,k,,,p,w,o,,,,
b,y,,,,f,c,,,e,,,s,,,p,,,,k,s,
,,,,,f,c,b,,,,,,,,,,,p,,,u
,f,w,,,f,,,,e,?,,,,w,p,w,,p,w,s,g
x,,b,,f,,,,w,t,b,f,f,,,,w,,,h,,
f,f,g,,n,f,w,,h,t,e,,f,,w,,,,,k,,g
,,,f,,,,,b,,,s,,w,,p,w,,,,,
,,e,f,f,f,c,n,b,,?,,k,p,w,p,w,o,,,v,
,s,b,t,,f,,,,t,,,f,,w,,,o,,,,u
,,w,t,,,c,n,k,,,s,,w,,p,w,o,,,s,g
,f,,,n,f,c,b,,,,,,,,p,w,,,,,d
x,,p,,c,,,n,,,,s,s,,w,p,w,o,,k,v,
,y,y,,f,,,b,,e,,k,,b,b,,w,,,h,,d
,y,,t,,,c,,p,,,,s,w,w,p,w,,p,n,v,u
f,,e,,,,c,n,b,,,s,,,p,p,w,,,,v,
x,,,t,n,f,,,,t,b,s,,,w,,,,p,n,v,
,y,n,t,,,,n,w,e,,s,s,w,w,p,w,,,n,v,u
,y,,f,,f,c,n,b,t,?,s,s,p,,,,o,,w,,p
,,n,,p,f,c,n,n,e,e,s,s,w,,p,w,o,,k,,
,,g,f,,,c,b,h,,b,k,k,,n,p,w,,,,,p
,,y,,f,f,,b,,,b,k,k,p,p,p,w,o,l,h,,g
f,y,,t,,,,b,n,e,,s,,w,,p,w,,,n,y,p
x,,w,,l,f,c,b,,e,,s,s,w,,p,,,,,,
x,s,,f,,,c,,,,b,,,w,w,p,,o,p,k,s,d
k,,n,,,,c,,,,,,,,p,,,o,e,w,,
,,e,,n,f,c,,,t,,,s,g,g,,w,o,,,v,
x,y,g,f,,,c,b,h,e,b,k,k,p,,,,o,l,,,
f,s,b,,f,,c,,,,b,s,,w,,,w,o,p,h,s,
x,y,,,n,f,c,,,t,,s,s,,p,p,,o,,,y,
,,,,,,c,b,,,,s,,,g,p,w,,,,v,d
x,f,w,,,f,,b,n,t,,,s,w,,,w,o,,,,g
x,,g,,,f,,b,h,,b,k,k,,,p,w,o,,h,,
x,,n,f,,,,n,b,t,,k,,w,,p,,,,w,v,p
,s,,t,,f,c,b,w,e,,,s,w,,,,t,e,w,c,
b,y,w,,,f,c,,r,,,,,,,,,,,r,v,
f,,n,,,f,,,,,b,s,s,,w,,,o,p,,v,d
x,,,,a,,c,,p,,r,,,,w,p,w,,p,n,,
,f,,t,,f,,,p,,,s,,,w,p,w,,,,v,
f,,,,n,,c,,,t,,,,p,w,,w,o,,k,y,
f,y,,f,,f,c,n,b,,,s,s,p,p,p,,o,,,v,
,,,,n,,c,,w,,,,f,,w,p,w,o,,h,,
,,,t,n,f,c,b,n,t,,,s,,,p,w,,,,,d
x,y,g,f,f,,c,,g,e,,,,,n,p,w,,l,h,,d
,s,w,,,,c,,,,e,s,,w,,,w,o,,n,s,u
f,y,e,t,,,c,,p,,b,s,s,p,,p,,o,p,,,
,,g,,,,c,b,,t,b,s,s,g,,p,w,,p,n,v,d
f,f,,,,f,,,,,,s,,w,g,p,w,o,p,,,d
,,p,f,c,,,n,,e,b,,s,w,,,w,,,n,v,
f,,,t,f,,,b,p,t,,,,w,,,,o,,,s,g
,s,e,f,,f,,,b,,,,s,,,p,w,o,,w,,
f,,,,,f,c,b,,e,,k,k,p,p,,,o,l,h,,
f,,g,t,,f,c,b,p,t,b,s,s,g,g,p,,o,p,k,y,
b,s,y,t,,,,,,,,,s,,w,p,w,o,,,n,g
x,,,,,a,c,b,n,,?,,,o,o,p,o,o,p,b,,
,,,f,,,,b,,e,b,,k,b,p,,,,,h,v,
b,,,t,n,f,,,g,e,,,s,w,w,p,w,,,r,,g
f,,e,f,,f,c,,,t,,,,w,,p,w,,e,w,v,
,s,n,,y,f,,n,b,,,,,,,p,w,o,e,w,,
f,,e,f,,,,,,t,,,s,,p,p,w,o,,,v,d
f,f,n,,,,w,,,,e,,f,w,,,,o,,k,a,g
,s,n,t,,f,,,n,e,,s,s,w,,p,w,o,p,,,g
,,,f,n,f,w,b,,t,e,,,,,,w,o,e,,s,g
f,,e,f,s,,,n,b,,,s,k,p,,,w,o,e,,,l
f,s,,,f,,c,,b,t,?,k,k,,,,w,,e,w,,
,s,,t,,,,b,p,,b,f,,,w,p,w,o,,h,s,
f,y,g,f,f,,,b,,,,k,k,,n,,w,o,l,,,
f,,,,n,,,,,t,,s,s,,,,w,o,,,y,d
f,,,f,,,c,b,h,e,b,,k,p,,,w,o,,h,v,p
x,y,n,t,a,f,c,b,,e,,,y,w,w,,,o,,k,y,
f,f,,,,,c,,,t,b,,,w,g,p,w,o,,,,
x,,,f,,,c,,,,b,k,k,b,p,,w,o,,h,y,p
,s,,f,s,,c,,b,,?,k,k,p,w,,w,o,,w,,d
,s,,,,a,,b,n,e,?,,s,o,,,n,,p,,v,l
f,,,,,f,c,,,t,,,k,w,w,p,,o,e,w,v,
,,n,,,f,c,,,,,,k,,p,p,w,,,w,v,
f,,,,a,,,b,n,,r,,,w,w,,,,p,,s,g
,y,n,,,,c,,p,,b,,,w,w,p,w,o,,,,d
b,,,,n,f,c,,r,,b,s,,w,w,p,w,t,p,r,v,g
f,s,w,,n,,c,,g,,b,s,s,,w,p,w,t,p,r,v,
f,,e,,n,f,,,n,,b,s,s,,g,p,,,,k,,d
,y,,f,,f,c,b,h,e,b,,,b,,p,,,,,y,p
f,f,y,,f,f,,b,p,e,,k,,b,b,,w,o,,h,y,g
f,,e,,s,f,c,,b,t,,s,s,w,,p,w,o,,w,v,
,,w,,n,,w,,p,t,e,s,f,w,w,,w,,e,,s,g
,,e,,n,f,,b,,,b,s,s,,,,w,,,,v,
x,,n,t,,,,,,,,,,,w,p,,,p,n,,g
,,,,n,,c,b,,e,,s,s,o,o,,,o,p,o,v,l
x,,g,f,,,w,,,,b,s,,w,w,,,,p,,s,d
f,y,y,,l,,,,,e,,,,,w,,w,,p,,,
,s,,,f,,c,n,,t,,,,,p,p,w,,,w,,l
