age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contact,day_of_week,default,education,housing,job,loan,marital,month,poutcome
,,,,0.0,-1.8,,,,,,,no,university.degree,,,yes,married,apr,nonexistent
,50.0,1.0,,,,,,4191.0,,,,unknown,university.degree,,,no,,,
,,,,,,,-31.4,0.884,5076.2,cellular,,,,,,,married,,failure
46.0,,2.0,,0.0,,,,4963.0,,,,,,no,,no,,aug,nonexistent
,53.0,,,,,,,,5191.0,,,,,,,,,,
,,4.0,,0.0,1.4,,,4.96,5228.1,telephone,mon,no,,no,,no,,,nonexistent
,316.0,,,,,,-33.6,,,,mon,no,,,,no,single,jul,
,,5.0,,,,,,,,,,,,,,,,may,nonexistent
,,1.0,999.0,,,,,,5228.1,,,,unknown,,technician,,married,,
,486.0,,,0.0,,,,4.86,5191.0,,,,high.school,,,no,single,,
32.0,239.0,,,0.0,1.4,,-42.7,,,,,,,no,,,,jul,nonexistent
45.0,561.0,1.0,,,1.1,,,4.86,5191.0,,thu,,,,,,divorced,may,
,,13.0,,,,,,,,cellular,,,,no,,no,,,
,,,,,-1.8,,-46.2,,,,,,,yes,,,,may,
,,,,,-1.8,,-46.2,,,,,,,,,,,,
,,,,,,,,,,,,,basic.4y,,,,married,jul,
,,,999.0,,,,-42.7,,,cellular,wed,unknown,,,blue-collar,,divorced,,
,143.0,1.0,,,,,,,,,,,,,,no,single,jul,nonexistent
,259.0,1.0,,,,92893.0,,,,,,,,yes,,,,may,
,,3.0,,,,,,,,,,,,,,,,aug,
,,,,0.0,,,,,,,,,high.school,no,,,,,
,130.0,,,,,93.2,,4.12,,cellular,wed,,,,blue-collar,,,,nonexistent
,,,,,,93918.0,,4.96,,,,unknown,basic.9y,no,,,,,
,,,999.0,0.0,1.4,,,,,telephone,,no,basic.4y,,housemaid,yes,,,nonexistent
,,,,,,,,,5191.0,,,,university.degree,,,,divorced,,nonexistent
,26.0,,999.0,,,,,,,telephone,,,,,,no,,may,
,,2.0,,,,,-40.8,1268.0,5076.2,,fri,,,,technician,,,,
,,,,,,,-36.1,4963.0,,,,,,,,,,aug,
43.0,,,,,-1.8,,,,5099.1,,,,,,,,,,
,,,,,,,,,,cellular,,,,no,services,,,may,nonexistent
,832.0,1.0,,,-1.8,,-46.2,,,,,,,,,,,,
,529.0,,,,,94199.0,,,,,,no,university.degree,no,,,,sep,
49.0,192.0,,,,-0.1,,,,,telephone,,no,,,blue-collar,,divorced,,
,262.0,2.0,999.0,1.0,,92893.0,,,,,fri,,,,,,,may,
,44.0,,,,1.1,93994.0,,4857.0,,,wed,,,,,,married,,
,,,999.0,,,,,,,,,,,,unemployed,,,mar,failure
58.0,,2.0,999.0,0.0,,,,,,,mon,unknown,,,retired,no,divorced,,
,,,,,,,-34.8,0.652,5008.7,,,unknown,basic.9y,,,no,,,failure
,194.0,,,1.0,,92893.0,-46.2,1299.0,,,mon,,,,,,,,
,,,,,,,,,,,,unknown,,,self-employed,,,jul,nonexistent
,,1.0,,,,,,4.86,,,,no,,,,,,may,
,312.0,,,,1.1,,-36.4,,,,,,basic.9y,,blue-collar,,single,,
59.0,,,,,,92893.0,,,,cellular,,,,,,,,may,
52.0,204.0,,,1.0,-1.8,93075.0,,1.41,5099.1,cellular,,unknown,,,retired,,,,failure
,,,,,1.4,93918.0,-42.7,,,cellular,,no,university.degree,yes,admin.,,single,jul,
53.0,86.0,,,,,,-36.4,,,,,,,,,,,may,
,,,,,,,-41.8,,,,,,,no,unknown,no,,jun,
,423.0,2.0,999.0,,,93994.0,,4859.0,,,wed,no,,,services,,,,
,,3.0,999.0,,,,,,,,,,,no,,,single,may,
,407.0,,999.0,,-0.1,,,,5195.8,,,,,,technician,,married,,
,,,999.0,,,,,,4963.6,cellular,,,high.school,,,,,oct,
38.0,72.0,,,,,,,1405.0,5099.1,,,,university.degree,no,management,,divorced,apr,failure
,,,,,-1.1,,,,,,wed,,university.degree,,,,,,
,,,,,-1.8,,,1479.0,,,,,,yes,,,married,,
40.0,,,,,1.4,,-42.7,,,,,,,,admin.,,,,nonexistent
,133.0,1.0,,0.0,,,,,,,tue,unknown,,,,no,single,may,
,,,,,,,,,,telephone,,no,,,blue-collar,no,,,
34.0,,,,0.0,,,-42.0,4021.0,,,,,,no,,no,,nov,
,49.0,,,,1.4,93918.0,-42.7,4958.0,,,,no,university.degree,,,,single,,
,,1.0,,,1.1,,,,5191.0,,wed,,,,admin.,,,,nonexistent
,,,999.0,,,,,,5099.1,,,no,,,,,,,
,237.0,,,,,,-42.7,,5228.1,,,,high.school,,,,,,
,,,999.0,0.0,1.1,,-36.4,4857.0,,,,unknown,,,student,,,,
,413.0,,,1.0,,,,,,,,,,,,no,,may,failure
,123.0,3.0,,,,92379.0,-29.8,,5017.5,cellular,,,university.degree,,admin.,,,,nonexistent
33.0,,2.0,,0.0,1.1,,,4855.0,,telephone,thu,no,university.degree,,admin.,,,,
,,1.0,,,,,,4961.0,,,tue,,,yes,,,,,
28.0,149.0,,999.0,0.0,1.1,93994.0,-36.4,,5191.0,,,,,no,,,,,nonexistent
27.0,,,,,-2.9,92963.0,,1266.0,,cellular,,,,yes,,yes,,jun,
36.0,126.0,,,,,,,,,,,,,yes,,,,,
42.0,,,,,1.4,,,,5228.1,,,,,,,,,,
,,,999.0,0.0,1.4,93444.0,,,,,,,,no,,,,,nonexistent
37.0,,,,,,,,,5228.1,,,,university.degree,,admin.,,,,
45.0,,1.0,,,,,,1266.0,,,,,,yes,unemployed,,married,jun,
,,,,,,,-40.8,,,,,,high.school,yes,,,married,,nonexistent
30.0,,,,0.0,,,,,4991.6,,mon,no,,,self-employed,unknown,single,,
35.0,225.0,,12.0,,,,,1266.0,5099.1,,,,basic.6y,,blue-collar,,,,
,439.0,,,,,,,,,,,,,,,no,,,
,,,,,,,-36.4,,5191.0,,,no,,,services,,,,nonexistent
,,,,,,,-47.1,,5099.1,,,,university.degree,,,no,,,
31.0,45.0,,999.0,,,,,4957.0,5228.1,cellular,,,high.school,,,yes,single,,nonexistent
,,,,0.0,,,-36.1,,,telephone,,,,,technician,,,,
,,,999.0,,,,,,,,,,,,,yes,,,
29.0,,1.0,999.0,,,93.2,,4021.0,,,,no,university.degree,,,,,nov,failure
,314.0,,999.0,,,,,1291.0,,,,,,yes,,,,,
,,,,,,,,4959.0,,,,,,,blue-collar,,single,,nonexistent
29.0,247.0,,,1.0,,,,0.84,,,,,,yes,technician,,single,jul,success
,,1.0,,0.0,1.4,,-42.7,4961.0,,,,unknown,,,,,,jul,
40.0,,,,0.0,,,,4963.0,,,thu,,,,,,,,nonexistent
35.0,179.0,,,,,,,,,,,,,,,no,,apr,nonexistent
52.0,,,,,,,-40.8,,5076.2,,,,,,,yes,,jun,
27.0,142.0,,,,,92893.0,-46.2,,,,tue,,basic.6y,,services,no,,,
64.0,301.0,1.0,999.0,,,92201.0,,,,,,,high.school,no,,no,,aug,failure
31.0,,,999.0,,-1.8,92893.0,-46.2,,,cellular,,unknown,,,,no,,,
58.0,184.0,,,1.0,,,-46.2,,,,,,,,management,,,may,failure
,,,999.0,,-0.1,93.2,-42.0,,5195.8,,mon,,,,,no,,nov,
,,,,,,,-42.7,,5228.1,cellular,,unknown,,,,,married,jul,nonexistent
,,,,,,92893.0,,,,,,unknown,basic.9y,no,,,,may,
28.0,,,999.0,0.0,,,,4857.0,,telephone,tue,,high.school,,,no,,,
,,,,0.0,,,-42.0,,,,mon,,,no,admin.,no,,nov,
,,1.0,,,,,,,,,wed,,basic.9y,,,no,,jul,
,,,,,,,,,5195.8,,thu,no,,,,,,,
49.0,,,,0.0,,93994.0,,4857.0,,,,unknown,,,,no,married,,nonexistent
,181.0,1.0,999.0,,,,-42.0,,,cellular,,,,yes,,,married,,nonexistent
,,,,,,,-41.8,,,,,,high.school,,,,divorced,,
,,1.0,,0.0,,,-36.4,4856.0,,telephone,,,university.degree,,,,,may,
,80.0,,999.0,,,,,,,,fri,,,,,,married,,nonexistent
,,1.0,,0.0,,,,1354.0,,telephone,,,,yes,,,married,,
31.0,301.0,,,,,,,,,,,,,,,,,,nonexistent
,,2.0,999.0,,,93994.0,,4864.0,5191.0,telephone,,,,,,yes,single,,nonexistent
,,,999.0,,,,,4858.0,,,,no,,yes,,no,,may,
,,3.0,,,,92843.0,,,,cellular,,no,,,admin.,,,,nonexistent
,,,999.0,,,93075.0,,,,cellular,,,,,,yes,single,,
,,3.0,,0.0,,,,,5195.8,,,,,yes,technician,no,,,
,116.0,,999.0,,1.4,,-42.7,4962.0,5228.1,,,,,,,,,,
,,,,0.0,,92431.0,,0.741,,,,unknown,,,,,,,
32.0,,1.0,999.0,,,,,1244.0,,,,,,,,,,,
49.0,125.0,,,0.0,,,,,5228.1,,,,professional.course,,technician,,married,,
,,1.0,,,,,,,,,thu,,university.degree,,management,no,,,
29.0,708.0,,,0.0,-0.1,,,,5195.8,,,,,no,management,,single,,nonexistent
,,,,,,,,,5228.1,,,,professional.course,,technician,,,jun,
,,,,,,,,4153.0,,,tue,,,no,,no,married,,nonexistent
,,,,,,,-26.9,,,,,,high.school,,,,,,
,,,,,,,-42.7,,,,,,university.degree,,,,,,nonexistent
32.0,,3.0,,0.0,,93994.0,,4.86,,,,no,,yes,,,,,
,397.0,,,,,,-46.2,,,,,,,,,,married,,
,88.0,,999.0,,,,,,,,tue,,,,,,,,
,788.0,,999.0,,,93994.0,-36.4,,,telephone,,,basic.9y,,,,,,
44.0,,,999.0,0.0,-1.8,92893.0,,,,,,,,yes,,,,,nonexistent
,,2.0,,,-1.8,93075.0,,,,,,,,,,no,single,,
,360.0,,999.0,,,,,1291.0,5099.1,,tue,no,,,,no,,,
,,1.0,,,1.4,,-36.1,,,,,,,no,,,,,
30.0,,1.0,999.0,0.0,1.4,,-41.8,,,telephone,,no,university.degree,,,,,,
,,,999.0,,,93075.0,,1405.0,,cellular,,,basic.4y,,,,married,,
,272.0,,999.0,,1.4,93918.0,,4957.0,5228.1,,,,,,management,,,,
,,,999.0,,,,-47.1,1445.0,,cellular,,,,,,no,single,,
,,,,,,,,1.25,,cellular,,,,,,,,,
,89.0,,,0.0,1.4,,,,,,,,,,,,,,
,93.0,6.0,,,1.4,,,,5228.1,,tue,,,,,,,,nonexistent
,,,,,1.4,93444.0,,,5228.1,,,no,professional.course,,technician,,married,aug,
31.0,,,999.0,,,,,1327.0,,,,,,,,,,,nonexistent
58.0,,,999.0,,,,,,,,,,,yes,blue-collar,no,married,,nonexistent
,,,,,-1.7,,,0.899,4991.6,,tue,,,no,,no,,aug,
51.0,107.0,,999.0,0.0,-0.1,93.2,,4021.0,,,fri,unknown,,no,,,single,,
,186.0,,999.0,,-1.8,,,1264.0,5099.1,,,,,yes,admin.,,married,,
,96.0,,,0.0,,93444.0,,,,,,,professional.course,,,,,aug,
,118.0,,,0.0,,,,4.12,,,,,,,,,,nov,
,,,999.0,,,,-42.7,,5228.1,,,,high.school,,services,,married,,
,220.0,1.0,,,1.4,,-42.7,,,,tue,,high.school,no,admin.,no,single,,
,,,,,-0.1,93.2,,,,cellular,,no,,no,,,,nov,
,,2.0,,0.0,-0.1,,,,,,,,,,,,single,nov,
,,1.0,,,,,,4855.0,,,,,,yes,,,,may,
,857.0,,999.0,,,93918.0,-42.7,,,,,,,,services,,,jul,
,25.0,1.0,,,-1.8,,-46.2,,,,tue,no,high.school,,blue-collar,,married,,
,,,,,,,,,,,,no,,,blue-collar,,,,
35.0,,,,0.0,1.4,,,4967.0,,telephone,,,basic.6y,,retired,,,jun,
40.0,,1.0,,,,,-42.0,,,,,,,no,blue-collar,yes,,,
,251.0,3.0,,,,,,4.96,5228.1,,,,,,blue-collar,,married,jul,
,,,,0.0,,,,,5195.8,cellular,tue,,,,,,single,,
,,,,0.0,,93444.0,,,5228.1,,mon,,,,admin.,,married,aug,nonexistent
42.0,84.0,,,,1.4,94465.0,,,,,thu,,,,services,no,,,
,356.0,1.0,2.0,,-1.8,,,,5008.7,,,no,basic.9y,yes,admin.,no,single,may,success
30.0,,1.0,,,,,-46.2,,5099.1,,,unknown,,,,,married,,nonexistent
,,5.0,,0.0,,93075.0,,1405.0,,,,,,,blue-collar,,married,,
,,,,0.0,,,-42.0,,,,,no,university.degree,,,no,,,
35.0,,,999.0,,,93918.0,,,5228.1,cellular,,,university.degree,yes,,no,,jul,nonexistent
,,,,1.0,,,-46.2,,,,fri,no,,,,,,,failure
,74.0,,,,1.4,94465.0,,,,,,no,university.degree,no,self-employed,,,jun,
35.0,,,,,1.1,,,,,,,,,,,,,,
,,3.0,,,,,,,,telephone,wed,unknown,basic.9y,,,,married,,
,97.0,,999.0,,1.1,,,4.86,,telephone,,unknown,,,,,,,
29.0,,,999.0,,1.4,,-42.7,4957.0,,cellular,,no,,no,,,,jul,
,784.0,,,,,93918.0,,,,cellular,fri,,,,technician,,,,nonexistent
46.0,,,999.0,,,,-36.4,,5191.0,,,,high.school,,,,,,
,,5.0,,,-1.8,,,,5099.1,,,,,no,admin.,,,,
48.0,,,,0.0,,93444.0,,4963.0,,,,,,,,,married,aug,
,,8.0,999.0,,1.4,,,4864.0,5228.1,,tue,,,yes,housemaid,,divorced,,
37.0,,2.0,999.0,,,94465.0,-41.8,,5228.1,,thu,,,,blue-collar,no,,,
36.0,,,,,,93444.0,,,,,,,,yes,admin.,,,,
,,,999.0,0.0,,,-36.1,4963.0,5228.1,,,no,,,,no,married,aug,
,,2.0,,,-2.9,,,,,,,no,,,,,married,jun,
,,,,,-1.8,93369.0,,,5008.7,,wed,no,university.degree,,,no,,,nonexistent
,,,999.0,,,,-41.8,4865.0,,telephone,mon,,,,,,,,
61.0,,,,,-1.8,,-40.0,0.699,5008.7,,,no,unknown,,,,,,success
,,,,,,92893.0,,,5099.1,,,,basic.9y,unknown,,unknown,,may,
,70.0,,,,,94465.0,,,,,mon,,,,blue-collar,,,,
,,,,,,,-42.0,4021.0,,cellular,fri,no,high.school,,admin.,,married,nov,
34.0,,1.0,999.0,,,92963.0,-40.8,,5076.2,,,,,,services,yes,single,,nonexistent
,,,,,,,,,,,tue,,,yes,entrepreneur,,married,,
,,1.0,,0.0,,,,4961.0,,,,,,,,no,,jul,
47.0,107.0,3.0,,0.0,1.1,93994.0,,,,telephone,,no,university.degree,yes,management,,,may,
39.0,,,,,,,-41.8,,,,mon,,,,,,,,
,1476.0,,,0.0,1.4,93444.0,,,,,,no,professional.course,,technician,,,,
,,,,,,93369.0,,,,cellular,fri,no,,,,,,,nonexistent
,169.0,,999.0,0.0,,93444.0,-36.1,,,,,,university.degree,,,,,aug,nonexistent
,,,,1.0,,,,,,cellular,,,,,admin.,,,,
31.0,,3.0,999.0,,,,,,5228.1,cellular,mon,,,yes,blue-collar,yes,,,
,,,,3.0,-1.7,,,0.9,,cellular,,,,,technician,,,,
,,7.0,,,,,,,,cellular,,,,yes,admin.,,single,,
,,2.0,,,,93994.0,-36.4,4859.0,,,,no,professional.course,,blue-collar,,,may,nonexistent
28.0,,,999.0,,,,,,5228.1,,thu,,,,,,single,,nonexistent
,46.0,,,,,93.2,-42.0,,5195.8,cellular,,,,no,management,no,,,
,177.0,5.0,999.0,,,93918.0,-42.7,4957.0,,cellular,,no,,yes,,,,,nonexistent
,1143.0,4.0,,,,,,,,,,no,,,,no,single,,
,,1.0,,1.0,-1.8,,,,,,,no,unknown,,,,,,
,,5.0,,0.0,,,-46.2,,5099.1,,fri,,,,,,,may,
,447.0,,,2.0,,92431.0,,,,,,,,,,unknown,,,
,,,,,,93444.0,,,,,fri,,,yes,,no,married,,
,,2.0,,,,,,,,,,no,,,,no,,jun,
,201.0,,,,,93918.0,,4962.0,5228.1,,,no,,yes,,no,,,nonexistent
,,,999.0,,,,,,5099.1,,,,professional.course,,,,,,
,,,,,,,,,,,thu,unknown,basic.4y,,,no,,,nonexistent
,,,999.0,,,,-42.7,,,cellular,,,high.school,no,,,married,jul,nonexistent
31.0,,,999.0,,1.4,,,,5228.1,,,,,,technician,,,aug,
,129.0,,,,,92893.0,,,5099.1,,,,,no,blue-collar,,married,may,
,,,,,,93876.0,,0.672,,cellular,,no,,,,,,may,success
,,,,,,92893.0,-46.2,,,,,,professional.course,no,admin.,,married,,failure
,179.0,,999.0,,,,-46.2,,,cellular,,,,,,,,may,
,,1.0,999.0,,,93918.0,-42.7,,,,,no,university.degree,,blue-collar,no,,,nonexistent
36.0,,,999.0,,,,-46.2,,,,,,professional.course,yes,technician,,,may,
77.0,,,,,,92649.0,-30.1,0.718,,,,no,,,,,,,nonexistent
,226.0,,,,,,-41.8,4961.0,5228.1,telephone,,no,,,,,,,
,,,,,,,-36.4,,,telephone,,,basic.9y,,,no,,,
,,,,,1.4,93918.0,-42.7,,5228.1,,,,,,,,,,
,,,,,-0.1,,,,5195.8,,,,university.degree,,,,,nov,
,,,,,-1.8,92893.0,,,,,,,,,,no,,may,
31.0,,,,,,93.2,,,,cellular,,no,,,unemployed,,,nov,
,196.0,1.0,999.0,,,,-42.7,,,,,,,no,housemaid,,,,
,82.0,,,,-3.4,,,,,,,,basic.4y,,,,married,,
,,,,,,,-36.4,,5191.0,,,,,,,,married,may,
,,,999.0,0.0,,,-46.2,,5099.1,,,,,,,,married,may,
33.0,318.0,,999.0,,,,-42.0,,,cellular,,,,,,,,,
,,,999.0,,,,,,5099.1,,,,,no,,no,,,nonexistent
31.0,91.0,,,,1.4,93444.0,,,,,wed,no,,,admin.,,,,nonexistent
,101.0,,999.0,,,,,4965.0,,,,,,,,,married,aug,
,,,999.0,,,,-42.7,4962.0,5228.1,,fri,,,,blue-collar,,,,
,,,,1.0,,,,1405.0,5099.1,,,no,,,,,married,,
,,,,,,,,,,telephone,,no,high.school,,admin.,,,,
,271.0,2.0,,,-1.8,,,1531.0,,cellular,fri,,,,,,single,mar,nonexistent
,240.0,1.0,,,,,,,,cellular,,no,,,,,,,
49.0,,,999.0,0.0,,93994.0,,4858.0,5191.0,,mon,,,,,,divorced,may,nonexistent
,,,,,,93994.0,,4859.0,,,,,,,,,,,
,91.0,,999.0,,,,,4857.0,,,,,,yes,retired,no,married,,
,111.0,,,,,94465.0,,,,,,,,,,no,,jun,
47.0,,,999.0,,,,-42.0,,,cellular,,,,,technician,,,,
54.0,,,,0.0,,,-46.2,,,,,,university.degree,,admin.,,single,,nonexistent
30.0,,,,,1.4,,,,,cellular,,,university.degree,,technician,no,,,nonexistent
32.0,,,,,,,,1244.0,,,,,,,,,,may,
36.0,,,,,,,,,5195.8,,,,,,blue-collar,no,,,
,,,,0.0,,,,4.12,,cellular,wed,,basic.4y,,management,,married,,
60.0,,,,1.0,,,,,,cellular,thu,,high.school,,,,,,
34.0,,4.0,999.0,0.0,-1.8,92893.0,-46.2,,5099.1,cellular,,,basic.9y,yes,,,,,nonexistent
33.0,89.0,7.0,999.0,,,,,,,,,unknown,,no,services,,,may,
,33.0,3.0,,,,,-42.0,,,,fri,,,,admin.,,,,
,27.0,,999.0,,1.4,93444.0,-36.1,,,,,,,no,blue-collar,,,,
,427.0,,999.0,,,92843.0,,,5099.1,,tue,,,,management,no,,mar,nonexistent
,,,999.0,,1.1,,-36.4,,,telephone,,,,,,,married,may,
,125.0,,,,,,-36.4,,,telephone,fri,no,high.school,,,,,,
,,,,,,,,1327.0,,,thu,,university.degree,,,,,,nonexistent
50.0,331.0,,,,,,,,,telephone,,,,,entrepreneur,no,,,nonexistent
,,4.0,,0.0,1.4,,,,,telephone,,,,,,,,jun,
,202.0,,,0.0,1.4,,,,,,,,,,,,,,nonexistent
,,,,,,,,4958.0,5228.1,,thu,unknown,basic.4y,,,,married,jul,
,,,,,,,-42.7,,,,,,,no,blue-collar,,married,,nonexistent
,,,,,,,-42.7,,5228.1,,,no,professional.course,,,no,,,
,,1.0,,,1.4,,,,5228.1,cellular,wed,no,,yes,,,unknown,aug,
,186.0,,,,1.4,,,4968.0,5228.1,,,,,,,no,,aug,nonexistent
,570.0,,999.0,,,,,,5195.8,cellular,,,,yes,admin.,,,,
,,1.0,,,,,,,,,,,high.school,yes,,,,,
53.0,,,,,,,-36.1,,5228.1,,,no,,yes,,no,married,aug,
,238.0,,,,,,-46.2,,,,,,university.degree,no,,,married,may,
,106.0,,999.0,0.0,,,,,,,thu,unknown,basic.4y,yes,services,,single,,
,,,999.0,,,94465.0,,,5228.1,,,,,no,admin.,,divorced,jun,nonexistent
,298.0,1.0,999.0,,,93994.0,,,,telephone,,,basic.9y,,,no,married,may,nonexistent
,,,,,,93444.0,,,,cellular,tue,,,,management,no,married,,
44.0,,1.0,,0.0,,,,,5099.1,cellular,,,,,,,,,
,,3.0,,,,,,,,,,no,,yes,,,,,
,,1.0,,,,,,,5228.1,,mon,no,university.degree,,,,,,
,154.0,3.0,,,,,,,,,,,,,admin.,,,,
,,,,0.0,,,,,,,thu,unknown,,,,,,,
33.0,53.0,,,,,,,4864.0,,,,no,,,,,,may,
,,,,0.0,,,-36.1,4963.0,,,,,,,,,,aug,
,269.0,,,0.0,1.4,93918.0,,,5228.1,,,no,professional.course,no,,,divorced,,nonexistent
,248.0,,,0.0,,,,,,telephone,,no,professional.course,,,,single,jun,
,,,999.0,,,,,1344.0,5099.1,,,,high.school,,,,,,
,,1.0,,,-1.8,,,,,cellular,,no,,yes,,,,,
,1166.0,,,,,,-46.2,,5099.1,,,no,,,,,,may,
26.0,139.0,,,0.0,1.1,93994.0,,4857.0,,,tue,no,professional.course,no,technician,,married,,
33.0,,,,0.0,1.1,,,,5191.0,,,,,no,,,,may,nonexistent
,,,,,,93798.0,,,5195.8,,fri,,,,,,,,nonexistent
,,4.0,,0.0,1.4,94465.0,,,5228.1,,,,,,,,,,
,,,999.0,,,,,,,,,,,no,admin.,,married,,
,,,999.0,,,93918.0,,,,cellular,,no,,yes,,,,,nonexistent
,18.0,,999.0,0.0,1.4,93444.0,,4965.0,5228.1,cellular,,unknown,,no,,,,,nonexistent
48.0,57.0,,,,,,,4964.0,,,,,,no,entrepreneur,,married,aug,nonexistent
,,,999.0,0.0,,,,4857.0,5191.0,telephone,,no,,,,no,,may,nonexistent
,,4.0,999.0,0.0,1.4,,-36.1,4964.0,,,,unknown,professional.course,yes,,,,,
60.0,558.0,1.0,,,-1.8,92843.0,,,,,,,,,admin.,,married,,
,,1.0,999.0,0.0,1.4,,,4957.0,5228.1,cellular,,,,,,no,single,,
,359.0,,,0.0,,93075.0,,,,cellular,,unknown,basic.4y,yes,,,married,apr,
31.0,,,,,,,,,5228.1,cellular,,,,,admin.,,,jul,nonexistent
,,,999.0,,,94199.0,,0.879,,,,,,yes,,,,sep,failure
,,,,0.0,1.4,,,4962.0,,,,,high.school,,entrepreneur,,,,nonexistent
28.0,,,,,,,,,5099.1,,,,basic.6y,,blue-collar,,married,,nonexistent
,357.0,7.0,999.0,,1.4,,-42.7,,,,,,,,,yes,single,,nonexistent
,,,,0.0,,94465.0,,,5228.1,telephone,,,,,blue-collar,,,,
,101.0,2.0,,,,,,,5228.1,,,,,,,,married,jul,
,,,,0.0,,,,4191.0,,,mon,,high.school,,admin.,no,,nov,
,,,999.0,,1.4,,-42.7,4963.0,5228.1,cellular,wed,no,,,blue-collar,,,,
,454.0,,999.0,,,93444.0,,,,,,,,,,yes,,,
,,,,,-1.8,,-46.2,,5099.1,,,,,,,no,,,nonexistent
38.0,,,999.0,,,93994.0,,4856.0,,,,no,,,,no,,,
,,,999.0,0.0,1.4,,-42.7,,,,,,,,,no,,,nonexistent
,263.0,,,,,93994.0,-36.4,,,,wed,,,,,,,,
41.0,,,,,,93444.0,,,,,,,,,,,married,aug,
59.0,,2.0,,0.0,,93444.0,,,5228.1,,,,,,,,married,,
,,1.0,,0.0,,,,,,,mon,unknown,,,self-employed,no,,,
,,,,,,93075.0,,,5099.1,,,no,basic.6y,yes,,,single,,
,,1.0,,,,93994.0,-36.4,,5191.0,,,,,no,,,married,,
,,,,,,,,,5191.0,telephone,tue,,,,,,,,
,,2.0,999.0,,,,,,,telephone,,,,,,,,,
,172.0,,999.0,,-2.9,,,,,cellular,,,,unknown,,,married,,
,,1.0,,,,,,,,,thu,,basic.4y,,,yes,married,,
,,2.0,,0.0,,,-42.7,,5228.1,,,no,,yes,,,,,
,899.0,,999.0,,,,,4962.0,,,wed,no,university.degree,,,,married,,nonexistent
,,,,,,,,,5099.1,cellular,,no,,,,yes,,,
,,,999.0,0.0,,,,4958.0,5228.1,,,,,yes,,,divorced,jul,
,,,,,,,,,4991.6,,,no,high.school,,,,,,
27.0,,,,0.0,,,-36.4,,,telephone,,,,,technician,,,may,nonexistent
,,1.0,,,1.1,,,,5191.0,,,,,,technician,no,,,
46.0,,,,,1.1,,,,5191.0,telephone,,,,yes,,,married,may,
,,,,0.0,1.1,,,4857.0,,telephone,,,,no,,,,,
,,,,,,,,,,,,unknown,,,,,,,
,,1.0,999.0,,,,,,,,mon,,,,,,married,jun,
,128.0,3.0,,,,,,,,,,no,,,management,,,,
,,2.0,,,,,,,,,,,,,self-employed,,,,
,,,999.0,,,,,,,telephone,,no,basic.9y,,,no,,may,nonexistent
,74.0,,999.0,,-1.1,,-50.8,1048.0,,,,,,,admin.,,single,,
,,,999.0,0.0,,,-42.0,,5195.8,cellular,,,,no,blue-collar,,married,nov,nonexistent
41.0,,6.0,,,,93918.0,-42.7,,,cellular,,no,,,,yes,,,
,491.0,,,0.0,-2.9,92963.0,,,,cellular,,,,,,no,single,,
,68.0,,,,1.4,,,4962.0,,cellular,,,basic.9y,,,,,,
,,,,,,,-31.4,0.851,,,thu,,professional.course,,,no,,,nonexistent
,,3.0,,0.0,-2.9,,-33.6,1072.0,,telephone,,no,,yes,,,,jul,nonexistent
,274.0,2.0,,,-0.1,93.2,-42.0,,,,,no,university.degree,yes,,no,,nov,nonexistent
,69.0,,,,,93918.0,,,,,,,,yes,admin.,no,,,
,,,,1.0,,92893.0,,,,,wed,,,,,,single,,
42.0,472.0,1.0,,,,93918.0,,,,,thu,,,,,yes,,jul,nonexistent
,15.0,1.0,,0.0,,,,,,,,,basic.9y,no,services,,,,
,,,,,1.4,,,,5228.1,,,,,,technician,,,,nonexistent
,,6.0,999.0,,,,-36.1,,,,thu,,,,admin.,no,,aug,nonexistent
,124.0,,,0.0,1.1,,,4856.0,,,wed,no,,yes,services,,,,
,271.0,,,,-1.8,,,1299.0,5099.1,cellular,,,,,technician,no,single,,
,,,999.0,,-1.7,,,0.898,,,,,,,,no,single,aug,nonexistent
,,,,,,93994.0,-36.4,,,telephone,,,basic.9y,,,,,,nonexistent
,118.0,2.0,999.0,,,93444.0,,,,cellular,thu,,basic.4y,no,,no,,,nonexistent
,,,,0.0,,,,,,cellular,tue,,,,,,,,
,496.0,3.0,999.0,,,,-36.4,,5191.0,telephone,,,university.degree,no,,,,,
,,2.0,,,,,,4965.0,5228.1,,mon,,basic.4y,,,yes,,,
41.0,,,,0.0,,,,4857.0,,,,,unknown,,admin.,yes,single,may,
30.0,,2.0,999.0,0.0,,,-36.4,,,,,no,,yes,,,,,
,341.0,,,,,92893.0,,1291.0,,,tue,,,,blue-collar,,,,nonexistent
,1149.0,,,,,93444.0,,,,,,,university.degree,,,no,,,nonexistent
,73.0,1.0,,,,,-36.1,,5228.1,,,,,yes,self-employed,no,,,nonexistent
,,2.0,999.0,0.0,1.1,,,,,,wed,unknown,high.school,,,,,,
,,,,,,93918.0,,4962.0,,,,,basic.9y,yes,blue-collar,,single,,
,,,999.0,,-1.7,,-39.8,0.737,,cellular,,,,no,,,,,
,,,,0.0,,,,,,cellular,,,,,,,,,
,112.0,2.0,,,,93918.0,,4961.0,,cellular,tue,,,,admin.,no,,,nonexistent
,56.0,10.0,,,,,,,,cellular,thu,,,,,,married,aug,
