age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contact,day_of_week,default,education,housing,job,loan,marital,month,poutcome
27.0,,2.0,999.0,0.0,1.1,93994.0,,,,telephone,,,high.school,no,services,no,single,may,nonexistent
88.0,101.0,7.0,,0.0,,92843.0,-50.0,1663.0,5099.1,cellular,,no,basic.4y,yes,retired,no,divorced,mar,
,465.0,6.0,999.0,0.0,,,,0.937,5076.2,telephone,tue,no,,,management,yes,married,,
,148.0,1.0,999.0,,,92893.0,-46.2,1.25,5099.1,cellular,,no,basic.9y,unknown,,unknown,divorced,may,nonexistent
41.0,76.0,4.0,999.0,0.0,1.1,93994.0,-36.4,4857.0,5191.0,,tue,no,high.school,no,admin.,no,divorced,,nonexistent
33.0,,2.0,999.0,1.0,-1.8,93075.0,-47.1,1415.0,,cellular,wed,no,basic.9y,,blue-collar,no,married,,failure
34.0,,3.0,999.0,0.0,1.1,93994.0,-36.4,,5191.0,,,no,,no,unemployed,,single,may,nonexistent
33.0,759.0,1.0,,3.0,-1.1,94601.0,-49.5,,4963.6,,,no,university.degree,yes,admin.,,,oct,success
34.0,,1.0,999.0,1.0,-1.8,92893.0,,1334.0,5099.1,cellular,wed,no,university.degree,,admin.,no,,may,
60.0,188.0,,999.0,0.0,,93994.0,,,,,tue,,basic.4y,no,retired,no,,may,
51.0,205.0,1.0,999.0,0.0,1.4,,,,,,fri,unknown,basic.4y,yes,,no,married,,
,,1.0,999.0,1.0,-1.7,94027.0,,,4991.6,,tue,no,basic.9y,no,blue-collar,yes,,aug,
53.0,,1.0,999.0,0.0,,,-47.1,1405.0,,cellular,mon,unknown,,,blue-collar,,,apr,nonexistent
61.0,,2.0,999.0,1.0,,,-40.0,,5008.7,cellular,wed,no,,no,,,,may,
,286.0,9.0,,0.0,1.1,93994.0,-36.4,4859.0,5191.0,telephone,wed,no,basic.9y,yes,blue-collar,no,divorced,may,nonexistent
23.0,,1.0,,,1.4,93918.0,-42.7,4963.0,,,,no,professional.course,no,technician,no,,jul,nonexistent
51.0,,6.0,6.0,2.0,,92893.0,-46.2,,5099.1,cellular,,,,yes,admin.,no,married,,success
49.0,,,999.0,0.0,1.1,93994.0,-36.4,,,,thu,,,,,no,single,may,nonexistent
54.0,553.0,2.0,999.0,0.0,-1.8,92893.0,-46.2,1266.0,,cellular,,no,professional.course,,self-employed,no,divorced,may,nonexistent
,235.0,2.0,,0.0,-0.1,93.2,-42.0,4021.0,,cellular,fri,,university.degree,yes,admin.,no,married,,
,,3.0,,0.0,-0.1,93.2,,4076.0,5195.8,,thu,no,,yes,,yes,single,nov,
,120.0,,999.0,0.0,1.4,,-42.7,4963.0,,,thu,,,no,unemployed,no,married,jul,
39.0,119.0,2.0,999.0,,1.4,94465.0,-41.8,,,telephone,wed,no,,yes,blue-collar,,divorced,jun,nonexistent
34.0,,2.0,999.0,0.0,-1.8,92893.0,-46.2,1299.0,5099.1,,,unknown,university.degree,,blue-collar,,,,
47.0,71.0,5.0,,0.0,-1.8,,,,5099.1,cellular,thu,,high.school,,entrepreneur,no,,apr,
37.0,74.0,1.0,,0.0,1.1,93994.0,,4857.0,,telephone,mon,,high.school,no,,,married,may,nonexistent
36.0,,1.0,999.0,0.0,,,-31.4,0.873,5076.2,cellular,,no,university.degree,,unemployed,,,,
31.0,81.0,2.0,,1.0,-2.9,92963.0,-40.8,1.26,5076.2,,,no,university.degree,no,,no,married,jun,
54.0,98.0,1.0,999.0,0.0,-1.8,,-46.2,1327.0,5099.1,cellular,thu,unknown,basic.9y,,blue-collar,,married,may,
41.0,583.0,11.0,999.0,0.0,1.4,,-36.1,4962.0,,cellular,thu,unknown,,yes,,,married,,nonexistent
31.0,106.0,1.0,,,-1.8,92893.0,,1299.0,5099.1,cellular,mon,no,basic.9y,yes,blue-collar,no,,may,nonexistent
45.0,695.0,1.0,999.0,0.0,,93994.0,-36.4,4.86,5191.0,telephone,thu,no,,yes,,no,married,,
35.0,141.0,1.0,,,,92893.0,-46.2,,5099.1,cellular,thu,no,,yes,,,single,,nonexistent
,156.0,1.0,,0.0,1.4,,-36.1,,,cellular,thu,,university.degree,,admin.,yes,married,aug,nonexistent
34.0,531.0,,2.0,1.0,-2.9,92201.0,-31.4,,5076.2,cellular,,no,,,unemployed,no,single,aug,success
44.0,175.0,11.0,999.0,,,93918.0,-42.7,4957.0,5228.1,cellular,fri,,,,self-employed,,married,jul,nonexistent
,34.0,2.0,999.0,,-1.8,92893.0,-46.2,1291.0,,cellular,tue,no,professional.course,no,self-employed,no,,may,failure
31.0,196.0,2.0,999.0,,,92893.0,,1281.0,,cellular,,no,university.degree,,admin.,no,single,,failure
39.0,239.0,2.0,999.0,0.0,,93994.0,,4857.0,5191.0,telephone,wed,,high.school,no,services,no,married,,
,160.0,,999.0,1.0,-0.1,,-42.0,,,cellular,fri,unknown,basic.9y,yes,services,no,,,failure
52.0,967.0,6.0,999.0,0.0,,,-36.4,,,,,unknown,,,services,,married,,nonexistent
33.0,54.0,,999.0,,-1.8,,-46.2,,5099.1,,tue,unknown,basic.9y,,blue-collar,,married,may,failure
,315.0,1.0,,1.0,,93749.0,-34.6,,,cellular,fri,no,,no,,no,,,
,,3.0,999.0,0.0,,94465.0,-41.8,4961.0,,,tue,no,high.school,no,admin.,no,,jun,nonexistent
47.0,1014.0,,999.0,0.0,,93.2,,4153.0,,cellular,,no,university.degree,no,admin.,no,,nov,
49.0,140.0,2.0,,0.0,-1.8,92893.0,-46.2,,5099.1,cellular,wed,,university.degree,,entrepreneur,no,married,may,nonexistent
,,3.0,999.0,0.0,1.1,93994.0,-36.4,4858.0,5191.0,telephone,mon,unknown,high.school,yes,,no,single,may,nonexistent
45.0,172.0,2.0,999.0,0.0,1.4,,-42.7,4962.0,5228.1,,fri,no,,yes,,no,married,jul,nonexistent
35.0,,,,0.0,1.4,,-36.1,,,cellular,fri,unknown,university.degree,no,,yes,married,aug,
57.0,100.0,1.0,999.0,0.0,-1.8,92893.0,-46.2,1259.0,5099.1,cellular,fri,no,basic.6y,yes,admin.,,,,nonexistent
,,1.0,999.0,0.0,1.1,93994.0,-36.4,,,telephone,,,high.school,no,admin.,no,married,,nonexistent
69.0,153.0,4.0,,,-1.8,93075.0,,,5099.1,,,no,high.school,yes,,no,married,apr,failure
28.0,445.0,,,0.0,1.4,94465.0,-41.8,4962.0,5228.1,telephone,,,unknown,no,blue-collar,no,married,jun,nonexistent
46.0,,2.0,999.0,0.0,1.4,,-41.8,4866.0,5228.1,telephone,,unknown,basic.9y,no,,no,married,,
51.0,34.0,1.0,999.0,0.0,,,-41.8,4864.0,5228.1,telephone,tue,unknown,university.degree,yes,self-employed,no,married,,nonexistent
,,1.0,999.0,0.0,-3.4,92431.0,-26.9,,5017.5,cellular,fri,no,,no,self-employed,no,single,oct,
51.0,133.0,2.0,999.0,0.0,1.4,94465.0,-41.8,4.96,,telephone,mon,no,basic.4y,no,blue-collar,no,divorced,jun,
60.0,,1.0,999.0,1.0,-1.8,92893.0,-46.2,1354.0,,,,no,basic.9y,,blue-collar,no,married,may,failure
33.0,234.0,1.0,999.0,,1.4,93918.0,-42.7,,5228.1,cellular,,no,basic.9y,yes,management,,single,jul,nonexistent
71.0,214.0,1.0,,,-1.8,,,1365.0,5099.1,,thu,,basic.4y,no,retired,,,,failure
37.0,,5.0,,0.0,-0.1,93.2,,,,cellular,fri,no,university.degree,yes,,,married,,nonexistent
,52.0,4.0,999.0,,-3.0,92713.0,-33.0,0.71,,telephone,,no,university.degree,,,,married,dec,nonexistent
37.0,37.0,1.0,999.0,0.0,-1.8,92893.0,-46.2,1344.0,,cellular,tue,no,basic.9y,no,services,no,single,,nonexistent
36.0,107.0,,,0.0,,,,,5191.0,telephone,,no,,no,admin.,no,married,may,nonexistent
,81.0,2.0,999.0,0.0,,,-41.8,4866.0,5228.1,telephone,thu,,basic.9y,no,blue-collar,yes,married,jun,
25.0,241.0,,999.0,0.0,-1.8,93075.0,,,5099.1,,mon,,university.degree,no,,no,divorced,,
,843.0,,,,,92893.0,-46.2,,5099.1,cellular,mon,no,professional.course,,,,single,may,failure
70.0,72.0,3.0,,,-3.4,92431.0,-26.9,,,cellular,,no,,,retired,no,married,oct,
40.0,,2.0,999.0,,-0.1,93.2,-42.0,4021.0,5195.8,cellular,fri,no,university.degree,yes,management,no,married,nov,nonexistent
50.0,245.0,,999.0,,,93994.0,-36.4,4857.0,5191.0,telephone,fri,no,,yes,technician,,married,,nonexistent
,,1.0,999.0,0.0,,92713.0,,,5023.5,cellular,,unknown,unknown,yes,admin.,,married,dec,nonexistent
51.0,118.0,3.0,999.0,0.0,1.4,,-42.7,4962.0,5228.1,cellular,mon,no,basic.4y,,housemaid,no,married,jul,
,222.0,1.0,999.0,0.0,1.4,94465.0,-41.8,4866.0,5228.1,telephone,thu,no,,no,admin.,yes,married,jun,nonexistent
25.0,65.0,1.0,999.0,,1.1,93994.0,-36.4,,5191.0,telephone,fri,no,professional.course,yes,technician,,single,may,nonexistent
66.0,568.0,7.0,999.0,0.0,-1.7,,-40.3,0.87,,,mon,no,basic.4y,yes,retired,no,,,nonexistent
39.0,209.0,3.0,,,1.4,93444.0,-36.1,4965.0,5228.1,cellular,mon,no,professional.course,yes,technician,no,married,aug,nonexistent
26.0,30.0,,999.0,0.0,1.4,93918.0,,,5228.1,telephone,wed,no,university.degree,yes,admin.,no,single,,nonexistent
58.0,178.0,2.0,999.0,,-0.1,,-42.0,,,cellular,thu,,university.degree,no,admin.,,divorced,,
,113.0,,999.0,0.0,-1.8,93075.0,,,,cellular,thu,,university.degree,,self-employed,,,apr,nonexistent
,12.0,5.0,999.0,0.0,,93075.0,-47.1,,5099.1,,mon,no,,,,no,,apr,nonexistent
44.0,269.0,,999.0,,,93994.0,,4858.0,5191.0,telephone,wed,,high.school,,unemployed,,,,
49.0,106.0,2.0,999.0,1.0,-0.1,,-42.0,4076.0,5195.8,cellular,thu,no,,,services,no,,nov,failure
31.0,463.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4076.0,5195.8,,thu,,,,admin.,no,,nov,nonexistent
,,2.0,,0.0,1.1,93994.0,-36.4,,5191.0,telephone,,no,,yes,services,no,single,may,nonexistent
,415.0,,8.0,2.0,,,-33.0,0.717,5023.5,cellular,mon,,high.school,,admin.,yes,married,,failure
33.0,22.0,8.0,999.0,,,,-46.2,1291.0,,cellular,tue,,basic.6y,yes,blue-collar,,single,may,
46.0,193.0,1.0,999.0,,,94465.0,,4864.0,5228.1,,,unknown,university.degree,no,admin.,,single,jun,nonexistent
60.0,130.0,3.0,999.0,0.0,1.4,93444.0,,,,,tue,unknown,unknown,yes,,no,married,aug,nonexistent
37.0,,13.0,,0.0,1.4,93918.0,-42.7,4961.0,5228.1,telephone,,no,,no,admin.,no,single,,nonexistent
34.0,1416.0,,12.0,1.0,,,-31.4,0.883,,cellular,tue,,professional.course,yes,technician,,single,aug,success
34.0,,,999.0,,1.1,93994.0,-36.4,,5191.0,telephone,fri,,high.school,,admin.,,married,,nonexistent
42.0,130.0,1.0,999.0,1.0,-1.8,93075.0,-47.1,,5099.1,cellular,,no,unknown,,blue-collar,,single,apr,
44.0,,,999.0,0.0,,94465.0,,4961.0,5228.1,,tue,unknown,,no,admin.,no,divorced,jun,
52.0,,,999.0,2.0,-1.8,,-47.1,,5099.1,,wed,no,university.degree,yes,,no,,apr,failure
,297.0,2.0,999.0,0.0,1.1,93994.0,-36.4,4855.0,5191.0,,thu,no,basic.9y,yes,,,,,nonexistent
,,2.0,999.0,,1.4,94465.0,-41.8,,5228.1,telephone,mon,no,high.school,yes,,no,,,nonexistent
40.0,117.0,1.0,,0.0,-2.9,92963.0,,,5076.2,cellular,wed,no,university.degree,yes,management,no,divorced,,nonexistent
,194.0,2.0,999.0,0.0,1.1,93994.0,-36.4,4.86,5191.0,,thu,unknown,,,,no,married,may,nonexistent
51.0,201.0,,999.0,0.0,1.4,93444.0,-36.1,4965.0,5228.1,cellular,,no,,yes,,no,,,nonexistent
45.0,239.0,,,0.0,1.4,93444.0,-36.1,,,cellular,,unknown,,no,,,married,,
,1120.0,,999.0,0.0,,93994.0,-36.4,4855.0,5191.0,,thu,no,high.school,yes,entrepreneur,,divorced,may,
30.0,296.0,4.0,999.0,,1.4,93444.0,,4964.0,5228.1,telephone,,no,university.degree,no,admin.,,,aug,nonexistent
,195.0,,,0.0,-1.8,,-40.0,,5008.7,cellular,thu,no,university.degree,no,admin.,no,married,,nonexistent
,421.0,2.0,,0.0,,,,4856.0,5191.0,,wed,unknown,basic.4y,,retired,no,married,may,
,,1.0,,0.0,1.4,93444.0,-36.1,,5228.1,telephone,fri,no,university.degree,no,,no,single,aug,nonexistent
33.0,,2.0,999.0,0.0,,92893.0,-46.2,1291.0,,cellular,tue,,,,,no,,may,
34.0,123.0,,,0.0,1.4,93918.0,,,5228.1,,,,professional.course,no,,yes,single,jul,
54.0,,1.0,999.0,,-0.1,93.2,-42.0,4153.0,,cellular,tue,no,high.school,yes,retired,no,,nov,nonexistent
,,2.0,999.0,0.0,,94027.0,,0.898,4991.6,cellular,,,unknown,no,technician,no,,,nonexistent
36.0,31.0,14.0,999.0,0.0,1.4,94465.0,,4959.0,,,,no,,,blue-collar,yes,married,jun,nonexistent
39.0,494.0,,999.0,0.0,,,-46.2,,5099.1,,tue,no,,,,,married,may,nonexistent
38.0,170.0,2.0,,0.0,,94465.0,-41.8,4959.0,,telephone,,no,university.degree,yes,admin.,no,single,jun,nonexistent
,112.0,1.0,,1.0,,93075.0,,1405.0,5099.1,cellular,fri,no,basic.9y,,self-employed,,,,
,40.0,,999.0,0.0,,93444.0,,4963.0,,,,no,university.degree,yes,admin.,no,single,aug,nonexistent
48.0,218.0,,,,-0.1,,-42.0,4021.0,5195.8,cellular,fri,no,university.degree,no,admin.,,married,nov,nonexistent
33.0,1132.0,,,0.0,,,-36.4,4855.0,5191.0,telephone,fri,unknown,basic.6y,,blue-collar,yes,married,,
42.0,45.0,1.0,999.0,,1.4,94465.0,-41.8,,,,mon,unknown,,yes,,no,,jun,nonexistent
,422.0,1.0,,0.0,,,,4961.0,5228.1,telephone,mon,,high.school,,admin.,,married,jun,nonexistent
,127.0,3.0,999.0,0.0,1.4,93918.0,,4968.0,5228.1,cellular,,unknown,professional.course,no,admin.,no,married,,
,473.0,2.0,999.0,,-3.0,,,0.706,5023.5,cellular,mon,no,university.degree,no,management,no,divorced,dec,failure
,107.0,3.0,,0.0,1.4,,-41.8,,,telephone,tue,no,,no,admin.,no,married,jun,nonexistent
,165.0,2.0,999.0,0.0,,93444.0,-36.1,4967.0,,cellular,,no,basic.4y,no,blue-collar,no,married,aug,
32.0,163.0,1.0,999.0,0.0,,93994.0,,4856.0,5191.0,telephone,,no,basic.6y,yes,entrepreneur,no,,may,nonexistent
,,17.0,999.0,0.0,1.4,,-42.7,4958.0,5228.1,cellular,thu,no,university.degree,,,no,married,jul,nonexistent
58.0,,,999.0,,1.4,93444.0,-36.1,,5228.1,,,no,high.school,yes,,yes,married,aug,nonexistent
35.0,,1.0,999.0,0.0,-0.1,93.2,,4.12,,cellular,,no,high.school,,blue-collar,,married,,nonexistent
34.0,97.0,,999.0,0.0,,93994.0,-36.4,4858.0,5191.0,telephone,mon,,university.degree,yes,,yes,married,may,
25.0,,1.0,,0.0,,92201.0,-31.4,0.883,5076.2,telephone,thu,no,university.degree,yes,technician,no,,aug,
,182.0,2.0,999.0,,-1.8,92893.0,,1299.0,5099.1,,mon,no,,,blue-collar,no,,may,nonexistent
73.0,659.0,1.0,999.0,0.0,,93369.0,-34.8,0.652,5008.7,telephone,mon,,unknown,yes,retired,no,married,mar,nonexistent
38.0,95.0,2.0,999.0,,,93918.0,-42.7,,,cellular,,no,basic.9y,,blue-collar,no,married,jul,
24.0,,2.0,,0.0,1.4,94465.0,-41.8,,5228.1,telephone,wed,no,professional.course,yes,,,,jun,nonexistent
42.0,275.0,2.0,999.0,,1.1,,-36.4,4864.0,5191.0,telephone,fri,no,,no,unemployed,no,divorced,may,nonexistent
29.0,67.0,11.0,,0.0,1.4,93918.0,-42.7,4957.0,5228.1,cellular,,no,high.school,yes,,yes,single,jul,nonexistent
42.0,436.0,,13.0,1.0,-2.9,92201.0,-31.4,0.869,5076.2,,,no,,yes,management,no,married,,
56.0,,2.0,,,,,-41.8,4961.0,5228.1,,mon,unknown,professional.course,,technician,no,,jun,
39.0,,,999.0,1.0,,93.2,,4.12,5195.8,cellular,,,basic.9y,yes,unemployed,no,,nov,failure
43.0,87.0,2.0,999.0,1.0,,,-47.1,,,cellular,,no,university.degree,yes,management,no,married,apr,failure
44.0,229.0,,999.0,0.0,1.4,93918.0,-42.7,,5228.1,,,unknown,basic.6y,yes,blue-collar,no,,,nonexistent
34.0,,1.0,999.0,0.0,-1.8,93075.0,,1498.0,,cellular,,no,basic.9y,,blue-collar,no,single,,nonexistent
48.0,276.0,,999.0,0.0,1.4,93918.0,-42.7,4962.0,5228.1,cellular,fri,unknown,basic.4y,no,blue-collar,no,married,jul,nonexistent
41.0,,1.0,999.0,,,93075.0,,,5099.1,cellular,,,basic.9y,no,,yes,,apr,failure
53.0,149.0,1.0,999.0,0.0,1.1,93994.0,-36.4,4856.0,5191.0,telephone,wed,no,high.school,yes,,no,,may,nonexistent
34.0,452.0,1.0,,0.0,-1.7,,,0.754,4991.6,cellular,,no,university.degree,yes,admin.,no,single,jun,nonexistent
54.0,1171.0,1.0,999.0,0.0,,93994.0,-36.4,4857.0,,telephone,fri,unknown,basic.4y,yes,blue-collar,,,may,nonexistent
,509.0,,999.0,0.0,,93918.0,,4958.0,5228.1,cellular,thu,no,university.degree,,,no,married,,
39.0,77.0,,999.0,0.0,1.4,94465.0,,4961.0,5228.1,telephone,tue,no,high.school,no,services,no,,jun,nonexistent
39.0,168.0,1.0,999.0,,1.1,,-36.4,4857.0,5191.0,,mon,unknown,unknown,no,blue-collar,no,,may,
41.0,66.0,1.0,999.0,1.0,,92893.0,-46.2,1281.0,5099.1,,,,,,technician,,married,may,failure
,70.0,4.0,999.0,0.0,-1.8,93075.0,-47.1,,5099.1,telephone,,,,yes,entrepreneur,no,divorced,apr,nonexistent
37.0,520.0,2.0,999.0,0.0,1.4,93444.0,-36.1,,5228.1,,tue,no,professional.course,,technician,no,divorced,aug,nonexistent
39.0,110.0,2.0,999.0,1.0,,92893.0,-46.2,,5099.1,,,,,no,,no,married,,failure
,552.0,3.0,,,1.1,93994.0,,4858.0,5191.0,telephone,,no,high.school,yes,services,,,,nonexistent
32.0,21.0,,999.0,0.0,1.1,93994.0,-36.4,4855.0,5191.0,telephone,thu,,,yes,admin.,,married,,
53.0,71.0,1.0,,0.0,,,,4959.0,5228.1,,,,,,,no,married,,nonexistent
19.0,205.0,1.0,999.0,,-1.8,93075.0,-47.1,1405.0,5099.1,cellular,mon,no,unknown,yes,student,no,single,apr,failure
45.0,83.0,,999.0,,1.4,93444.0,-36.1,,,cellular,,,,,blue-collar,no,married,aug,nonexistent
,176.0,1.0,999.0,0.0,1.4,93444.0,-36.1,4965.0,5228.1,cellular,,no,high.school,no,technician,no,,aug,nonexistent
,213.0,1.0,999.0,0.0,1.4,93918.0,-42.7,4.96,5228.1,,mon,unknown,basic.4y,yes,blue-collar,,single,jul,
49.0,155.0,2.0,999.0,,1.4,,-42.7,4962.0,5228.1,cellular,,no,high.school,yes,,,divorced,jul,nonexistent
42.0,184.0,,999.0,0.0,-0.1,93.2,,,5195.8,cellular,,no,,yes,,no,married,,
49.0,157.0,5.0,999.0,,1.1,,-36.4,,5191.0,telephone,thu,unknown,high.school,no,,no,,may,
43.0,610.0,1.0,999.0,0.0,-1.8,92893.0,-46.2,1281.0,,cellular,wed,,high.school,yes,technician,,single,,nonexistent
39.0,,,,0.0,1.1,93994.0,-36.4,,5191.0,telephone,,no,basic.6y,no,,,,,nonexistent
,,1.0,999.0,0.0,,,-42.7,,5228.1,,thu,no,high.school,,technician,no,married,jul,
,161.0,4.0,999.0,0.0,,93444.0,,4963.0,,cellular,,no,basic.9y,yes,,no,married,aug,nonexistent
29.0,145.0,1.0,999.0,1.0,-1.8,92893.0,-46.2,1291.0,5099.1,cellular,tue,no,high.school,,,yes,married,may,
35.0,584.0,,999.0,0.0,1.4,93918.0,-42.7,4962.0,5228.1,,tue,no,professional.course,no,blue-collar,no,married,jul,nonexistent
26.0,346.0,1.0,999.0,0.0,,93994.0,-36.4,,5191.0,telephone,mon,no,,no,admin.,yes,married,may,
30.0,191.0,1.0,,2.0,-1.7,94027.0,,0.9,4991.6,,wed,no,,yes,admin.,no,,aug,
57.0,,2.0,999.0,,,93994.0,-36.4,,5191.0,telephone,tue,no,,no,blue-collar,no,divorced,may,
,,,,,,92713.0,-33.0,,,telephone,,no,university.degree,no,,,single,dec,nonexistent
31.0,,,999.0,,1.1,93994.0,-36.4,4.86,5191.0,,thu,,,yes,admin.,,married,may,
,,3.0,999.0,0.0,-1.8,92893.0,-46.2,1344.0,5099.1,cellular,tue,,basic.9y,yes,entrepreneur,no,divorced,may,
,245.0,4.0,,,-0.1,93.2,-42.0,4.12,5195.8,cellular,wed,,basic.9y,unknown,blue-collar,unknown,,nov,nonexistent
31.0,1030.0,3.0,999.0,0.0,-1.8,93075.0,-47.1,1405.0,5099.1,cellular,mon,no,basic.9y,yes,services,no,married,apr,nonexistent
42.0,125.0,2.0,999.0,,1.1,,-36.4,4857.0,,,,no,university.degree,yes,management,no,,may,nonexistent
44.0,442.0,1.0,999.0,0.0,-1.1,94767.0,-50.8,1028.0,4963.6,cellular,fri,,professional.course,no,technician,,married,nov,nonexistent
52.0,,3.0,,0.0,,93444.0,-36.1,,5228.1,,,no,,yes,technician,,married,aug,
33.0,126.0,1.0,999.0,0.0,1.4,,-36.1,4965.0,,cellular,tue,no,university.degree,yes,management,,,,
35.0,66.0,,,0.0,1.1,93994.0,,4858.0,5191.0,telephone,mon,,university.degree,yes,,yes,,may,nonexistent
,157.0,3.0,999.0,,-1.8,,,1354.0,5099.1,telephone,mon,,,yes,admin.,yes,married,may,nonexistent
,275.0,,999.0,0.0,-1.8,92893.0,-46.2,1327.0,5099.1,cellular,,unknown,high.school,yes,admin.,yes,,may,nonexistent
,,1.0,999.0,,1.1,,-36.4,4855.0,5191.0,,thu,no,high.school,no,admin.,no,married,,
27.0,131.0,,,0.0,1.4,93918.0,-42.7,4961.0,5228.1,,tue,,,yes,,no,,jul,nonexistent
30.0,399.0,2.0,999.0,1.0,-0.1,93.2,,4076.0,5195.8,,thu,no,,,technician,yes,single,nov,failure
29.0,,1.0,,0.0,1.4,93444.0,-36.1,4963.0,,cellular,thu,no,university.degree,,,yes,single,,
41.0,528.0,3.0,,1.0,,,-47.1,1405.0,5099.1,,,no,professional.course,yes,,,married,apr,failure
34.0,,,999.0,0.0,1.4,94465.0,-41.8,4961.0,,telephone,mon,no,high.school,yes,admin.,yes,,,nonexistent
,230.0,7.0,,,1.4,,-41.8,4958.0,5228.1,telephone,thu,unknown,university.degree,yes,,no,married,,nonexistent
35.0,618.0,1.0,999.0,0.0,,94465.0,-41.8,4961.0,5228.1,telephone,thu,unknown,university.degree,no,,,single,,nonexistent
,,1.0,,,,93075.0,,1365.0,5099.1,telephone,thu,,,no,unemployed,no,,,
,227.0,9.0,999.0,0.0,1.1,93994.0,,4856.0,5191.0,telephone,tue,no,high.school,,services,,single,may,nonexistent
,953.0,1.0,,0.0,1.4,94465.0,,4864.0,,telephone,tue,no,high.school,yes,services,no,single,jun,nonexistent
47.0,256.0,1.0,999.0,0.0,,,-36.1,4966.0,,cellular,,,professional.course,yes,technician,,married,aug,nonexistent
56.0,871.0,3.0,,,,,-42.0,4076.0,5195.8,telephone,thu,,,no,services,no,,nov,nonexistent
,,1.0,999.0,0.0,,93.2,-42.0,,5195.8,,tue,,high.school,no,,no,married,,nonexistent
35.0,98.0,1.0,999.0,0.0,1.4,93918.0,,4957.0,,telephone,wed,no,,no,admin.,yes,,jul,nonexistent
39.0,,,,0.0,,94465.0,-41.8,,5228.1,telephone,fri,no,,,services,no,single,,
48.0,88.0,,999.0,,1.4,93444.0,,4968.0,,,thu,unknown,,no,,,,aug,nonexistent
59.0,56.0,5.0,999.0,0.0,1.4,93444.0,-36.1,4965.0,,cellular,mon,unknown,basic.4y,yes,housemaid,yes,,aug,nonexistent
37.0,39.0,9.0,999.0,0.0,-0.1,93.2,-42.0,4021.0,5195.8,telephone,,no,university.degree,,self-employed,no,married,nov,nonexistent
48.0,122.0,,,0.0,1.4,93444.0,-36.1,,,cellular,thu,unknown,basic.9y,yes,blue-collar,no,,aug,nonexistent
,42.0,1.0,999.0,0.0,-1.7,94215.0,-40.3,0.797,4991.6,telephone,tue,no,university.degree,no,admin.,no,,jul,nonexistent
54.0,,2.0,999.0,0.0,-2.9,92201.0,-31.4,0.838,5076.2,cellular,tue,no,,yes,technician,no,,,
52.0,,1.0,,0.0,1.4,,-36.1,,5228.1,cellular,wed,,high.school,yes,admin.,,,aug,nonexistent
,343.0,1.0,999.0,0.0,,93918.0,-42.7,,,cellular,thu,no,unknown,yes,,no,single,jul,
,,1.0,999.0,1.0,-3.4,92431.0,-26.9,,5017.5,cellular,,no,,yes,,yes,married,oct,
,35.0,,999.0,1.0,-0.1,93.2,,,5195.8,cellular,fri,,,,blue-collar,no,,nov,failure
,58.0,3.0,,0.0,,93444.0,-36.1,4964.0,5228.1,,fri,no,university.degree,no,management,no,married,aug,nonexistent
55.0,,1.0,999.0,,,92431.0,-26.9,0.739,5017.5,cellular,mon,no,,,,no,married,oct,nonexistent
91.0,223.0,2.0,999.0,0.0,-3.4,92379.0,-29.8,0.781,5017.5,cellular,wed,no,,,retired,yes,married,sep,
,221.0,4.0,999.0,,,93075.0,-47.1,1415.0,5099.1,telephone,,,university.degree,no,management,no,married,,nonexistent
,,2.0,999.0,1.0,-1.8,93075.0,,1405.0,,cellular,mon,unknown,high.school,,services,no,married,apr,failure
27.0,876.0,1.0,999.0,,,92469.0,,1044.0,5076.2,telephone,,no,unknown,yes,admin.,no,single,jul,
42.0,,,,0.0,-1.8,,,1405.0,5099.1,cellular,mon,no,high.school,yes,services,yes,,,nonexistent
35.0,,,999.0,0.0,,94465.0,,4866.0,5228.1,,thu,no,,no,blue-collar,yes,married,jun,nonexistent
35.0,56.0,4.0,999.0,,-0.1,93.2,-42.0,4.12,,,wed,no,university.degree,no,,no,divorced,,nonexistent
40.0,84.0,1.0,999.0,0.0,-1.8,93075.0,-47.1,,5099.1,cellular,wed,,university.degree,,,no,divorced,apr,nonexistent
,,,,,-1.7,94027.0,,,,telephone,fri,,,yes,unknown,no,,,nonexistent
,134.0,,999.0,0.0,1.4,94465.0,-41.8,,,,,no,university.degree,,,no,married,jun,nonexistent
27.0,540.0,1.0,999.0,0.0,-0.1,93798.0,-40.4,,,,,no,university.degree,,admin.,no,,oct,
33.0,136.0,,999.0,0.0,,94465.0,,4967.0,5228.1,telephone,fri,no,university.degree,,admin.,no,single,jun,
41.0,,1.0,12.0,,-1.8,92893.0,,1281.0,5099.1,cellular,wed,no,university.degree,yes,entrepreneur,no,,may,success
30.0,,1.0,,0.0,1.1,93994.0,,,5191.0,telephone,tue,no,high.school,yes,services,no,,,nonexistent
,20.0,5.0,,,1.4,93444.0,,4965.0,,,tue,,high.school,no,services,yes,,aug,nonexistent
20.0,342.0,,999.0,0.0,-1.8,,-34.6,,,cellular,fri,no,unknown,,student,,single,apr,nonexistent
,,3.0,999.0,,-1.8,,-46.2,1.27,5099.1,,thu,,university.degree,no,entrepreneur,yes,divorced,may,nonexistent
