age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contact,day_of_week,default,education,housing,job,loan,marital,month,poutcome,y
28.0,276.0,2.0,999.0,0.0,-2.9,92201.0,-31.4,0.869,5076.2,cellular,fri,no,professional.course,no,unemployed,no,married,aug,,yes
30.0,69.0,2.0,999.0,0.0,-0.1,93.2,,4153.0,5195.8,cellular,tue,no,professional.course,yes,technician,yes,single,nov,nonexistent,no
48.0,413.0,1.0,999.0,,1.4,93918.0,-42.7,4968.0,5228.1,cellular,,no,university.degree,yes,entrepreneur,,married,,nonexistent,no
52.0,,4.0,999.0,,1.4,93918.0,-42.7,4962.0,5228.1,cellular,thu,unknown,basic.4y,unknown,retired,unknown,married,jul,nonexistent,no
,77.0,2.0,999.0,0.0,-1.8,92893.0,-46.2,1354.0,5099.1,cellular,mon,no,,yes,,no,married,may,nonexistent,no
42.0,264.0,1.0,999.0,0.0,1.1,93994.0,-36.4,4856.0,5191.0,telephone,tue,unknown,unknown,yes,blue-collar,yes,married,may,nonexistent,no
39.0,445.0,2.0,999.0,1.0,-1.8,92893.0,-46.2,1334.0,5099.1,,wed,no,professional.course,no,technician,yes,divorced,may,,no
44.0,188.0,,999.0,1.0,-1.8,92893.0,,,5099.1,telephone,,no,high.school,no,,no,married,may,failure,no
53.0,51.0,7.0,999.0,0.0,1.4,93444.0,-36.1,4962.0,5228.1,telephone,,,,yes,housemaid,,married,aug,nonexistent,no
28.0,109.0,2.0,999.0,0.0,1.4,94465.0,-41.8,4866.0,5228.1,telephone,thu,no,basic.9y,yes,blue-collar,yes,married,,nonexistent,no
38.0,,3.0,999.0,0.0,1.4,93444.0,-36.1,4966.0,5228.1,cellular,fri,unknown,university.degree,no,admin.,no,single,aug,nonexistent,no
45.0,79.0,3.0,999.0,0.0,1.4,94465.0,-41.8,4865.0,5228.1,telephone,mon,no,university.degree,no,technician,no,married,jun,nonexistent,no
,,1.0,999.0,1.0,-1.8,92893.0,-46.2,1327.0,5099.1,cellular,thu,no,basic.6y,no,,yes,divorced,may,failure,no
44.0,175.0,5.0,999.0,0.0,1.1,93994.0,-36.4,,5191.0,,mon,no,high.school,yes,,no,married,may,nonexistent,no
39.0,146.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,cellular,wed,,,no,admin.,no,married,nov,,no
47.0,125.0,2.0,999.0,0.0,-1.8,93075.0,-47.1,1445.0,5099.1,cellular,wed,no,basic.9y,no,unemployed,no,,apr,nonexistent,no
41.0,,1.0,999.0,0.0,-1.8,93075.0,-47.1,1405.0,,cellular,fri,no,,no,technician,no,married,apr,nonexistent,no
41.0,513.0,3.0,999.0,0.0,1.1,93994.0,-36.4,4.86,5191.0,telephone,thu,,basic.4y,no,,no,married,may,nonexistent,no
39.0,,22.0,999.0,0.0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,mon,no,university.degree,no,management,no,married,,nonexistent,no
28.0,102.0,2.0,999.0,0.0,-3.0,92713.0,,0.706,5023.5,cellular,,no,unknown,yes,student,no,single,dec,nonexistent,no
57.0,290.0,2.0,4.0,,-2.9,92201.0,-31.4,0.884,5076.2,,wed,no,,yes,technician,yes,married,aug,success,yes
32.0,292.0,2.0,,1.0,-0.1,93.2,-42.0,,5195.8,cellular,thu,unknown,basic.4y,yes,blue-collar,no,married,nov,,no
54.0,105.0,1.0,,0.0,1.4,,-42.7,4962.0,5228.1,telephone,thu,unknown,high.school,,services,no,married,jul,nonexistent,no
32.0,194.0,3.0,999.0,0.0,1.1,93994.0,-36.4,4858.0,5191.0,telephone,mon,no,,yes,technician,no,single,may,nonexistent,no
,556.0,1.0,999.0,0.0,1.4,93918.0,-42.7,4.96,5228.1,cellular,mon,no,high.school,yes,services,no,married,jul,nonexistent,yes
51.0,147.0,1.0,999.0,0.0,1.4,94465.0,-41.8,,5228.1,telephone,mon,no,,no,technician,yes,,jun,nonexistent,no
29.0,31.0,1.0,999.0,0.0,1.4,93444.0,-36.1,4966.0,5228.1,cellular,fri,no,high.school,no,technician,no,single,,nonexistent,no
48.0,544.0,4.0,999.0,0.0,1.1,93994.0,,4.86,5191.0,,thu,no,basic.6y,yes,blue-collar,no,married,may,nonexistent,no
50.0,213.0,4.0,999.0,0.0,-1.8,92893.0,,1313.0,5099.1,telephone,fri,no,basic.4y,,blue-collar,no,married,may,nonexistent,no
34.0,281.0,1.0,999.0,0.0,-1.8,92893.0,-46.2,1281.0,5099.1,cellular,wed,no,basic.6y,no,blue-collar,yes,married,may,nonexistent,no
46.0,243.0,1.0,999.0,,-1.8,93075.0,-47.1,1365.0,5099.1,cellular,thu,no,high.school,no,admin.,no,married,apr,nonexistent,no
,351.0,1.0,999.0,0.0,,93994.0,-36.4,4859.0,5191.0,telephone,wed,no,basic.9y,no,technician,no,married,may,nonexistent,no
47.0,,1.0,999.0,1.0,-0.1,93.2,-42.0,4191.0,5195.8,cellular,mon,no,university.degree,yes,admin.,no,married,nov,failure,no
30.0,182.0,1.0,999.0,0.0,1.1,93994.0,-36.4,,5191.0,telephone,fri,no,university.degree,yes,admin.,yes,,may,nonexistent,no
53.0,183.0,2.0,999.0,0.0,1.4,93918.0,-42.7,4966.0,5228.1,telephone,thu,no,basic.9y,no,blue-collar,no,married,jul,nonexistent,no
36.0,744.0,6.0,999.0,0.0,1.1,93994.0,-36.4,4.86,5191.0,telephone,thu,unknown,basic.9y,yes,blue-collar,no,married,may,nonexistent,no
38.0,111.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,cellular,wed,no,professional.course,yes,technician,no,married,nov,nonexistent,no
47.0,373.0,1.0,999.0,0.0,1.4,93444.0,-36.1,4963.0,5228.1,cellular,tue,no,basic.6y,yes,blue-collar,no,married,aug,nonexistent,no
,339.0,1.0,999.0,0.0,1.4,93918.0,-42.7,4959.0,5228.1,cellular,fri,no,high.school,no,unemployed,no,married,jul,,no
,254.0,2.0,999.0,0.0,-1.1,94767.0,-50.8,1028.0,4963.6,cellular,fri,no,university.degree,no,admin.,no,,nov,nonexistent,no
45.0,99.0,6.0,999.0,0.0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,tue,unknown,,yes,admin.,no,married,may,nonexistent,no
41.0,342.0,2.0,999.0,0.0,1.4,93444.0,-36.1,4964.0,5228.1,cellular,wed,no,university.degree,yes,admin.,,,aug,nonexistent,no
22.0,34.0,2.0,999.0,0.0,-1.1,94601.0,-49.5,0.977,4963.6,telephone,mon,no,university.degree,no,unemployed,,single,oct,nonexistent,no
35.0,161.0,,999.0,0.0,,93444.0,-36.1,,5228.1,cellular,fri,unknown,professional.course,yes,technician,yes,divorced,aug,nonexistent,no
46.0,193.0,1.0,999.0,0.0,-1.8,93075.0,-47.1,1405.0,5099.1,cellular,fri,no,unknown,no,blue-collar,no,married,apr,nonexistent,no
,,2.0,999.0,0.0,1.1,93994.0,-36.4,4855.0,5191.0,telephone,thu,no,unknown,yes,retired,no,married,may,,no
49.0,192.0,1.0,999.0,0.0,,93994.0,-36.4,4856.0,5191.0,telephone,tue,no,unknown,no,unknown,no,married,may,nonexistent,no
25.0,20.0,7.0,999.0,0.0,1.4,94465.0,-41.8,4959.0,5228.1,telephone,fri,no,high.school,no,admin.,no,single,jun,nonexistent,no
36.0,141.0,1.0,,2.0,-3.4,,-26.9,,5017.5,cellular,fri,no,,no,services,no,,oct,failure,no
32.0,110.0,1.0,999.0,0.0,-1.8,93075.0,-47.1,1415.0,5099.1,cellular,wed,no,university.degree,no,unemployed,no,single,,,yes
73.0,179.0,1.0,999.0,1.0,-1.8,92843.0,-50.0,1687.0,5099.1,cellular,tue,no,university.degree,yes,,no,married,mar,failure,no
30.0,34.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4076.0,5195.8,,thu,no,,yes,admin.,no,single,nov,,no
,140.0,,999.0,0.0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,mon,unknown,professional.course,yes,blue-collar,,married,,nonexistent,no
41.0,,1.0,999.0,0.0,1.4,93918.0,-42.7,4963.0,5228.1,cellular,thu,no,professional.course,yes,entrepreneur,no,divorced,jul,nonexistent,no
40.0,32.0,1.0,999.0,0.0,1.1,,-36.4,4858.0,5191.0,telephone,,unknown,basic.9y,no,blue-collar,,married,,nonexistent,no
,142.0,1.0,999.0,0.0,1.1,93994.0,-36.4,4856.0,5191.0,telephone,tue,unknown,high.school,no,,no,married,may,nonexistent,no
,35.0,3.0,999.0,1.0,-1.8,92893.0,-46.2,1.25,5099.1,cellular,fri,no,high.school,,admin.,no,married,may,failure,no
50.0,160.0,1.0,999.0,0.0,-0.1,93.2,-42.0,,5195.8,cellular,thu,no,,no,admin.,no,divorced,nov,nonexistent,no
52.0,105.0,7.0,999.0,0.0,1.4,,-42.7,4961.0,5228.1,cellular,tue,no,basic.4y,yes,housemaid,yes,married,jul,nonexistent,no
40.0,168.0,2.0,999.0,0.0,1.4,94465.0,-41.8,4961.0,5228.1,telephone,tue,unknown,basic.9y,yes,technician,no,married,jun,nonexistent,no
31.0,373.0,1.0,999.0,0.0,-3.4,92431.0,-26.9,0.737,5017.5,telephone,tue,no,professional.course,yes,services,no,single,oct,nonexistent,yes
32.0,,3.0,999.0,0.0,1.4,93444.0,-36.1,4965.0,5228.1,,mon,,,yes,admin.,no,single,aug,nonexistent,no
31.0,79.0,3.0,999.0,0.0,-1.8,92893.0,-46.2,1354.0,5099.1,cellular,mon,no,university.degree,yes,admin.,yes,divorced,may,nonexistent,no
28.0,200.0,3.0,999.0,0.0,1.4,93918.0,-42.7,4962.0,5228.1,cellular,fri,no,high.school,,services,yes,married,jul,nonexistent,no
32.0,96.0,3.0,999.0,1.0,-3.4,92649.0,-30.1,0.716,5017.5,cellular,thu,no,basic.4y,no,blue-collar,no,married,nov,failure,no
49.0,281.0,,999.0,0.0,-1.8,93075.0,-47.1,1405.0,5099.1,cellular,mon,no,university.degree,no,,yes,married,apr,nonexistent,no
25.0,479.0,9.0,999.0,0.0,1.4,93918.0,-42.7,4955.0,5228.1,telephone,tue,no,high.school,,services,no,married,jul,,yes
55.0,82.0,3.0,999.0,0.0,1.4,93918.0,-42.7,4961.0,5228.1,cellular,tue,no,basic.4y,yes,blue-collar,no,,jul,nonexistent,no
41.0,592.0,1.0,999.0,0.0,1.1,93994.0,-36.4,4856.0,5191.0,telephone,tue,no,basic.6y,no,blue-collar,no,married,may,nonexistent,no
,71.0,1.0,999.0,0.0,1.4,94465.0,,,5228.1,telephone,tue,unknown,basic.9y,no,blue-collar,no,married,jun,nonexistent,no
51.0,227.0,,999.0,0.0,1.4,93918.0,-42.7,,5228.1,cellular,fri,no,basic.6y,yes,blue-collar,no,married,jul,nonexistent,no
50.0,475.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4076.0,5195.8,,thu,no,professional.course,yes,blue-collar,no,married,,,no
35.0,44.0,15.0,999.0,0.0,,93994.0,-36.4,4.86,5191.0,telephone,thu,unknown,university.degree,yes,technician,no,single,may,,no
33.0,792.0,1.0,999.0,0.0,,93994.0,-36.4,4857.0,5191.0,telephone,tue,no,university.degree,no,self-employed,no,married,may,,no
40.0,603.0,5.0,999.0,0.0,1.1,93994.0,-36.4,4858.0,5191.0,telephone,wed,unknown,university.degree,yes,admin.,yes,married,may,nonexistent,no
29.0,174.0,1.0,999.0,0.0,1.1,,-36.4,4855.0,5191.0,telephone,fri,no,university.degree,,,no,single,may,nonexistent,no
28.0,252.0,5.0,999.0,0.0,,93994.0,-36.4,4857.0,,telephone,fri,unknown,basic.9y,yes,unknown,no,single,may,nonexistent,no
33.0,124.0,2.0,999.0,0.0,1.4,94465.0,-41.8,4866.0,5228.1,telephone,thu,no,high.school,yes,services,,married,jun,nonexistent,no
38.0,456.0,1.0,999.0,0.0,1.4,93918.0,-42.7,4963.0,5228.1,cellular,thu,unknown,basic.6y,,blue-collar,no,married,jul,nonexistent,no
48.0,80.0,1.0,999.0,0.0,1.1,93994.0,-36.4,4857.0,,telephone,mon,no,university.degree,no,admin.,no,single,may,nonexistent,no
38.0,96.0,6.0,999.0,1.0,,92893.0,,1291.0,5099.1,cellular,tue,,,no,admin.,no,single,,failure,no
31.0,843.0,3.0,,,-0.1,93.2,-42.0,4076.0,5195.8,cellular,thu,no,,no,services,no,married,nov,,no
32.0,1129.0,1.0,999.0,0.0,-1.8,92893.0,-46.2,,5099.1,cellular,thu,,high.school,yes,,no,married,may,nonexistent,yes
45.0,202.0,2.0,,0.0,1.1,93994.0,-36.4,4855.0,5191.0,,fri,no,basic.9y,yes,blue-collar,,married,may,nonexistent,no
34.0,409.0,,999.0,1.0,-1.1,94199.0,-37.5,0.877,4963.6,cellular,tue,no,professional.course,yes,admin.,yes,married,sep,failure,yes
32.0,245.0,1.0,999.0,0.0,1.4,93444.0,-36.1,4962.0,5228.1,cellular,thu,no,university.degree,yes,management,no,single,aug,nonexistent,no
57.0,360.0,,999.0,0.0,1.4,93918.0,,4962.0,5228.1,cellular,fri,no,,unknown,entrepreneur,unknown,divorced,jul,nonexistent,no
34.0,155.0,1.0,999.0,0.0,-0.1,93.2,,4191.0,5195.8,,mon,no,university.degree,,unemployed,no,married,nov,nonexistent,no
50.0,61.0,,,0.0,1.4,94465.0,-41.8,4961.0,5228.1,telephone,tue,,professional.course,yes,,yes,married,jun,,no
49.0,90.0,1.0,999.0,,-2.9,92201.0,-31.4,0.859,5076.2,,tue,no,university.degree,no,technician,no,married,aug,nonexistent,no
48.0,254.0,5.0,999.0,0.0,1.4,93444.0,-36.1,,5228.1,cellular,wed,no,university.degree,yes,admin.,yes,married,aug,nonexistent,no
47.0,431.0,3.0,999.0,0.0,1.4,,-42.7,4962.0,5228.1,cellular,mon,unknown,basic.6y,yes,retired,yes,single,jul,nonexistent,no
28.0,168.0,2.0,999.0,0.0,1.4,94465.0,-41.8,4959.0,5228.1,telephone,fri,no,professional.course,no,student,no,single,jun,nonexistent,no
49.0,144.0,1.0,999.0,0.0,1.4,93918.0,-42.7,4956.0,5228.1,telephone,wed,no,high.school,yes,technician,no,single,jul,nonexistent,no
45.0,311.0,3.0,999.0,0.0,-1.8,92893.0,-46.2,1313.0,5099.1,cellular,fri,no,university.degree,no,technician,,single,may,nonexistent,no
36.0,239.0,2.0,,0.0,-1.8,93075.0,-47.1,,5099.1,cellular,fri,no,professional.course,no,technician,yes,married,apr,nonexistent,no
31.0,27.0,2.0,999.0,0.0,1.1,93994.0,-36.4,,5191.0,telephone,tue,,high.school,yes,blue-collar,no,married,may,nonexistent,no
58.0,79.0,8.0,999.0,0.0,1.4,93444.0,-36.1,,5228.1,cellular,thu,,basic.6y,yes,,,,aug,nonexistent,no
25.0,,1.0,999.0,0.0,,93994.0,-36.4,4858.0,5191.0,telephone,wed,no,high.school,yes,services,yes,divorced,,nonexistent,no
35.0,,1.0,,2.0,-1.7,94215.0,-40.3,0.889,4991.6,cellular,,no,basic.9y,yes,,no,,jul,success,yes
49.0,252.0,1.0,999.0,0.0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,mon,unknown,basic.4y,no,blue-collar,no,married,may,nonexistent,no
,250.0,1.0,999.0,0.0,-2.9,92963.0,-40.8,1252.0,5076.2,cellular,tue,no,basic.9y,yes,blue-collar,,married,jun,nonexistent,no
45.0,86.0,,999.0,0.0,,92893.0,-46.2,1344.0,5099.1,cellular,tue,no,basic.6y,no,blue-collar,no,married,may,nonexistent,no
25.0,295.0,1.0,7.0,2.0,-3.4,92649.0,-30.1,0.714,5017.5,cellular,mon,no,,no,admin.,yes,single,nov,success,yes
41.0,75.0,1.0,999.0,0.0,1.4,93444.0,-36.1,4963.0,,cellular,mon,no,professional.course,yes,technician,no,married,aug,,no
25.0,436.0,2.0,6.0,1.0,,93369.0,-34.8,0.651,5008.7,cellular,wed,no,high.school,yes,unemployed,no,married,mar,,yes
55.0,255.0,2.0,999.0,0.0,1.4,93918.0,-42.7,4968.0,5228.1,cellular,thu,unknown,university.degree,no,self-employed,no,married,jul,nonexistent,no
57.0,381.0,3.0,999.0,0.0,1.4,93918.0,-42.7,4966.0,5228.1,telephone,thu,no,basic.4y,yes,housemaid,no,married,jul,nonexistent,no
52.0,164.0,1.0,999.0,0.0,-0.1,93798.0,-40.4,5.0,5195.8,telephone,,no,professional.course,yes,technician,yes,married,oct,nonexistent,no
32.0,77.0,2.0,999.0,0.0,-1.8,92893.0,-46.2,1354.0,5099.1,cellular,mon,no,unknown,no,student,yes,,may,nonexistent,no
46.0,311.0,,999.0,0.0,1.4,93444.0,-36.1,4967.0,5228.1,,wed,no,university.degree,unknown,admin.,unknown,single,aug,nonexistent,no
35.0,156.0,2.0,999.0,0.0,1.4,93444.0,-36.1,4965.0,,cellular,wed,no,professional.course,yes,technician,no,single,aug,nonexistent,no
37.0,178.0,,999.0,0.0,1.4,93444.0,-36.1,,5228.1,cellular,tue,no,university.degree,yes,technician,no,single,aug,nonexistent,no
47.0,388.0,3.0,999.0,0.0,1.4,93918.0,-42.7,4968.0,5228.1,cellular,thu,no,high.school,yes,technician,no,married,jul,nonexistent,no
39.0,452.0,,999.0,0.0,1.4,93918.0,-42.7,4966.0,5228.1,telephone,,no,professional.course,yes,technician,,single,jul,nonexistent,no
32.0,155.0,2.0,999.0,0.0,1.4,93444.0,,,5228.1,cellular,mon,,university.degree,yes,admin.,no,single,aug,nonexistent,no
39.0,,2.0,999.0,0.0,1.4,94465.0,-41.8,4959.0,5228.1,,wed,no,,no,technician,no,divorced,,nonexistent,no
27.0,283.0,,999.0,0.0,-1.8,92893.0,,1266.0,5099.1,cellular,thu,,basic.9y,no,blue-collar,,married,,nonexistent,no
36.0,11.0,1.0,999.0,0.0,,93994.0,-36.4,,5191.0,telephone,thu,,basic.6y,yes,blue-collar,no,married,may,nonexistent,no
31.0,,6.0,999.0,0.0,1.4,93444.0,-36.1,4966.0,5228.1,cellular,tue,no,university.degree,no,admin.,no,married,aug,nonexistent,no
45.0,141.0,3.0,999.0,0.0,,93444.0,-36.1,4965.0,5228.1,cellular,mon,no,university.degree,yes,admin.,no,divorced,aug,nonexistent,no
60.0,201.0,1.0,999.0,0.0,1.4,93918.0,,4962.0,5228.1,cellular,tue,,high.school,no,admin.,,married,jul,nonexistent,no
,,1.0,999.0,0.0,1.4,93444.0,,4964.0,5228.1,cellular,wed,,university.degree,no,management,no,married,aug,nonexistent,no
47.0,364.0,,999.0,0.0,1.4,94465.0,-41.8,,5228.1,telephone,mon,unknown,professional.course,yes,self-employed,no,divorced,jun,nonexistent,no
32.0,366.0,4.0,999.0,0.0,-0.1,93.2,-42.0,4076.0,5195.8,cellular,thu,,unknown,no,blue-collar,no,married,nov,nonexistent,no
52.0,,6.0,999.0,0.0,1.4,93918.0,-42.7,4958.0,5228.1,cellular,thu,unknown,,no,blue-collar,no,divorced,jul,nonexistent,no
50.0,,1.0,999.0,0.0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,mon,,,yes,services,no,divorced,may,nonexistent,no
60.0,160.0,3.0,999.0,0.0,1.1,93994.0,-36.4,4856.0,,telephone,tue,unknown,professional.course,yes,technician,no,divorced,may,nonexistent,no
29.0,143.0,1.0,,0.0,-0.1,93.2,-42.0,,5195.8,cellular,thu,no,basic.9y,no,,no,married,nov,nonexistent,no
24.0,153.0,3.0,999.0,0.0,,93994.0,-36.4,4857.0,5191.0,,mon,no,professional.course,yes,services,no,married,may,nonexistent,no
45.0,216.0,5.0,999.0,0.0,1.4,94465.0,-41.8,4961.0,5228.1,telephone,,no,university.degree,yes,admin.,,married,jun,nonexistent,no
41.0,151.0,1.0,999.0,0.0,-2.9,92201.0,-31.4,0.884,5076.2,cellular,tue,,high.school,no,admin.,no,,aug,nonexistent,no
,,,999.0,0.0,1.4,93444.0,-36.1,4962.0,5228.1,,thu,no,university.degree,,management,no,married,,nonexistent,no
52.0,144.0,1.0,999.0,0.0,1.4,93444.0,-36.1,4966.0,5228.1,,tue,no,basic.6y,no,housemaid,no,married,aug,nonexistent,no
37.0,204.0,,999.0,0.0,,93918.0,-42.7,4962.0,5228.1,cellular,mon,unknown,high.school,yes,,no,,jul,nonexistent,no
32.0,206.0,2.0,999.0,0.0,-1.8,92893.0,-46.2,1299.0,5099.1,cellular,mon,no,basic.9y,,blue-collar,no,married,may,nonexistent,no
,535.0,1.0,999.0,0.0,,93918.0,-42.7,4.96,,cellular,mon,,basic.9y,no,blue-collar,no,married,,nonexistent,no
23.0,103.0,5.0,999.0,0.0,-1.8,92893.0,,1.25,5099.1,cellular,fri,no,high.school,yes,services,no,single,may,nonexistent,no
55.0,599.0,4.0,999.0,0.0,1.4,93918.0,-42.7,,5228.1,cellular,tue,unknown,basic.4y,no,retired,yes,married,jul,nonexistent,no
28.0,143.0,5.0,999.0,0.0,,93918.0,-42.7,4961.0,,cellular,tue,no,basic.9y,no,blue-collar,,,jul,nonexistent,no
34.0,1148.0,2.0,999.0,0.0,1.4,93444.0,-36.1,4965.0,5228.1,cellular,wed,no,professional.course,no,technician,no,married,,nonexistent,yes
48.0,69.0,1.0,999.0,0.0,1.4,93444.0,-36.1,4968.0,,cellular,tue,no,professional.course,,,no,divorced,aug,nonexistent,no
41.0,370.0,1.0,999.0,0.0,,93075.0,-47.1,1405.0,5099.1,cellular,fri,unknown,professional.course,no,blue-collar,no,married,apr,nonexistent,no
35.0,227.0,3.0,,0.0,,93444.0,-36.1,4967.0,5228.1,cellular,wed,unknown,basic.4y,unknown,self-employed,unknown,married,aug,,no
43.0,265.0,4.0,,0.0,1.4,93918.0,-42.7,4962.0,5228.1,cellular,mon,,basic.9y,yes,unemployed,no,divorced,jul,nonexistent,no
,57.0,2.0,999.0,,1.1,93994.0,-36.4,4.86,5191.0,,thu,unknown,basic.9y,,blue-collar,,single,may,nonexistent,no
37.0,70.0,1.0,999.0,0.0,1.4,93444.0,-36.1,,5228.1,cellular,,,professional.course,no,student,no,married,aug,nonexistent,no
35.0,585.0,1.0,999.0,0.0,-1.8,92893.0,-46.2,1.25,5099.1,cellular,fri,unknown,high.school,,admin.,no,married,may,nonexistent,yes
32.0,101.0,,,0.0,-0.1,93798.0,-40.4,4968.0,5195.8,telephone,tue,no,high.school,no,admin.,no,married,oct,nonexistent,yes
32.0,,4.0,999.0,0.0,1.4,93918.0,-42.7,4968.0,5228.1,telephone,,no,university.degree,no,technician,no,married,jul,nonexistent,no
33.0,16.0,,999.0,0.0,1.4,94465.0,-41.8,4865.0,5228.1,telephone,,,university.degree,no,unemployed,yes,single,jun,nonexistent,no
41.0,9.0,2.0,999.0,,-1.8,93075.0,-47.1,1405.0,,cellular,mon,no,professional.course,no,,no,married,apr,nonexistent,no
45.0,124.0,3.0,999.0,0.0,1.4,93444.0,-36.1,4968.0,5228.1,cellular,thu,unknown,high.school,no,blue-collar,no,,,nonexistent,no
41.0,204.0,4.0,999.0,0.0,1.4,,,4866.0,5228.1,,thu,no,high.school,yes,admin.,yes,married,jun,nonexistent,no
,135.0,1.0,999.0,0.0,1.1,,-36.4,,5191.0,telephone,mon,no,high.school,no,student,,single,may,nonexistent,no
31.0,238.0,8.0,999.0,0.0,1.4,93918.0,-42.7,4962.0,5228.1,telephone,,no,,no,admin.,,married,jul,,no
42.0,286.0,3.0,999.0,0.0,1.4,93444.0,-36.1,4967.0,5228.1,cellular,wed,no,university.degree,no,admin.,no,single,aug,nonexistent,no
22.0,228.0,3.0,999.0,0.0,1.4,93918.0,-42.7,4.96,,,mon,unknown,unknown,no,blue-collar,no,single,jul,nonexistent,no
27.0,281.0,1.0,,0.0,-1.8,93369.0,-34.8,0.636,5008.7,cellular,fri,,university.degree,no,self-employed,no,single,mar,nonexistent,yes
,242.0,4.0,999.0,0.0,1.4,,-36.1,4968.0,5228.1,cellular,thu,no,university.degree,no,self-employed,no,,aug,nonexistent,no
47.0,,1.0,999.0,,,92893.0,-46.2,,,cellular,fri,no,high.school,yes,blue-collar,no,,,nonexistent,no
48.0,203.0,1.0,999.0,,1.4,93918.0,,4962.0,5228.1,cellular,thu,unknown,basic.4y,yes,blue-collar,no,married,jul,nonexistent,no
43.0,174.0,,999.0,0.0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,tue,no,high.school,no,,,married,may,nonexistent,no
,,6.0,999.0,0.0,1.1,93994.0,-36.4,4859.0,,telephone,fri,unknown,university.degree,no,admin.,no,married,may,,no
43.0,303.0,1.0,999.0,1.0,-1.8,93075.0,-47.1,1483.0,5099.1,cellular,thu,unknown,high.school,yes,services,no,divorced,apr,failure,no
39.0,245.0,2.0,999.0,0.0,1.4,93918.0,-42.7,4968.0,,cellular,thu,no,high.school,no,management,yes,married,jul,nonexistent,no
43.0,108.0,1.0,,1.0,-2.9,92963.0,-40.8,1.26,5076.2,cellular,mon,no,university.degree,no,admin.,no,married,jun,failure,no
34.0,893.0,8.0,999.0,0.0,1.4,94465.0,-41.8,4959.0,5228.1,telephone,wed,no,university.degree,no,management,no,married,,nonexistent,yes
34.0,193.0,2.0,999.0,0.0,,93994.0,,4857.0,5191.0,telephone,wed,no,basic.4y,no,blue-collar,no,married,,nonexistent,no
50.0,111.0,1.0,999.0,0.0,1.4,94465.0,-41.8,4959.0,5228.1,telephone,fri,,high.school,yes,technician,yes,married,jun,nonexistent,no
29.0,332.0,1.0,999.0,0.0,1.1,,-36.4,4857.0,,telephone,fri,no,university.degree,no,services,no,single,may,nonexistent,no
23.0,332.0,2.0,,0.0,1.4,93918.0,-42.7,4963.0,5228.1,cellular,wed,,professional.course,yes,admin.,no,single,jul,nonexistent,no
47.0,129.0,4.0,,0.0,1.4,93918.0,,,5228.1,cellular,mon,unknown,,no,admin.,no,divorced,jul,nonexistent,no
32.0,463.0,3.0,999.0,0.0,-1.8,92893.0,-46.2,1291.0,5099.1,cellular,,no,basic.4y,no,blue-collar,no,,may,nonexistent,no
29.0,198.0,1.0,999.0,0.0,1.4,93444.0,-36.1,4964.0,5228.1,cellular,fri,no,professional.course,no,technician,no,single,aug,nonexistent,no
39.0,308.0,6.0,999.0,0.0,-1.7,94027.0,,0.898,4991.6,cellular,fri,no,high.school,yes,services,no,,aug,nonexistent,yes
42.0,748.0,1.0,999.0,0.0,1.1,93994.0,-36.4,4858.0,5191.0,telephone,wed,no,,yes,blue-collar,no,divorced,may,nonexistent,no
54.0,9.0,3.0,,1.0,-0.1,93.2,-42.0,4021.0,5195.8,,fri,,university.degree,no,self-employed,no,married,nov,failure,no
30.0,189.0,,999.0,0.0,,92893.0,-46.2,1299.0,5099.1,cellular,mon,no,basic.9y,no,technician,yes,single,may,nonexistent,no
36.0,197.0,1.0,999.0,0.0,-1.8,93075.0,-47.1,1453.0,5099.1,cellular,tue,no,high.school,no,admin.,no,divorced,apr,nonexistent,no
,319.0,3.0,999.0,0.0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,,unknown,high.school,no,retired,no,married,may,nonexistent,no
57.0,78.0,3.0,999.0,0.0,1.1,93994.0,-36.4,4857.0,5191.0,telephone,mon,,high.school,no,,no,,,nonexistent,no
55.0,1077.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4191.0,5195.8,,mon,no,basic.9y,no,blue-collar,no,,nov,nonexistent,yes
38.0,154.0,2.0,999.0,0.0,1.1,93994.0,-36.4,4857.0,5191.0,,wed,no,university.degree,yes,admin.,yes,married,may,nonexistent,no
46.0,396.0,,13.0,2.0,-1.7,94215.0,-40.3,0.797,4991.6,cellular,tue,no,high.school,yes,admin.,yes,married,jul,success,yes
32.0,97.0,2.0,,0.0,1.4,94465.0,-41.8,4866.0,5228.1,telephone,,unknown,high.school,no,services,no,married,jun,nonexistent,no
30.0,60.0,1.0,999.0,0.0,,93444.0,-36.1,4964.0,5228.1,cellular,wed,unknown,university.degree,yes,technician,no,single,aug,nonexistent,no
