age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
,self-employed,,university.degree,,,,,,thu,171.0,1.0,,,,,93444.0,,,5228.1,no
74.0,,,,no,no,yes,cellular,,,184.0,2.0,14.0,,,,93749.0,-34.6,0.643,,no
41.0,blue-collar,,,,yes,,telephone,may,fri,160.0,2.0,999.0,0.0,nonexistent,,,,,,no
,,divorced,professional.course,,yes,,,,,,,,,nonexistent,1.4,,,,,no
27.0,student,single,university.degree,,no,no,telephone,,fri,,,999.0,0.0,,1.1,93994.0,,4864.0,5191.0,no
,unemployed,,,unknown,,,,,,,,999.0,,nonexistent,1.4,,-41.8,,5228.1,no
,,,basic.9y,no,,,,nov,,,,999.0,,,-0.1,93.2,,,,no
23.0,student,single,university.degree,no,yes,,cellular,,thu,200.0,1.0,999.0,,nonexistent,-1.8,92893.0,,,5099.1,no
,technician,,,no,no,,cellular,,mon,,2.0,,,nonexistent,,93918.0,,,,no
,,,high.school,no,,unknown,telephone,,,184.0,1.0,999.0,0.0,nonexistent,1.4,,-41.8,4961.0,,no
38.0,admin.,,basic.6y,no,yes,no,,jul,thu,135.0,,999.0,0.0,nonexistent,1.4,93918.0,,,5228.1,no
40.0,,single,university.degree,no,yes,,cellular,,thu,123.0,3.0,,0.0,,,,,4968.0,5228.1,no
,technician,single,university.degree,no,,no,,may,,58.0,,999.0,,,1.1,,-36.4,4864.0,,no
57.0,admin.,married,university.degree,no,no,yes,cellular,,,,1.0,,0.0,,,,,,5195.8,no
,,,unknown,,,no,,,thu,65.0,2.0,999.0,,nonexistent,,,-42.0,4076.0,,no
38.0,blue-collar,single,,no,,unknown,,may,tue,100.0,2.0,999.0,0.0,nonexistent,1.1,,,4857.0,,no
30.0,admin.,married,,,,,,nov,thu,26.0,1.0,,,nonexistent,-0.1,,-42.0,,,no
27.0,,,university.degree,no,,no,telephone,jun,tue,139.0,3.0,999.0,,,1.4,94465.0,,,,no
,,,,,,,cellular,,wed,302.0,2.0,,0.0,nonexistent,,93444.0,-36.1,,,no
41.0,,,basic.9y,,no,,,,,,2.0,999.0,0.0,,,94465.0,,,5228.1,no
,unknown,,,,no,,telephone,jun,,2203.0,2.0,999.0,0.0,nonexistent,,,,4864.0,5228.1,yes
37.0,technician,,,,no,,,,fri,71.0,3.0,999.0,0.0,nonexistent,,93994.0,,,5191.0,no
,technician,,,no,no,,telephone,jun,,,1.0,,0.0,,1.4,94465.0,,,,no
57.0,blue-collar,,,,no,,,,wed,203.0,,999.0,0.0,nonexistent,1.4,,-36.1,,5228.1,no
55.0,admin.,,,,yes,,cellular,,thu,,3.0,,,,,,-42.0,4076.0,5195.8,no
41.0,blue-collar,,basic.9y,unknown,,no,telephone,,mon,245.0,,,,,1.4,94465.0,,,,no
30.0,,,high.school,no,no,no,,,,,2.0,999.0,0.0,,1.1,93994.0,,,5191.0,no
53.0,technician,married,,,yes,,,jul,,,2.0,,,,,,,4955.0,,no
42.0,technician,single,high.school,no,,,telephone,,,359.0,6.0,,,,1.1,93994.0,,4857.0,5191.0,no
,self-employed,,professional.course,unknown,,,,,,161.0,,,0.0,nonexistent,,92893.0,,,5099.1,no
40.0,admin.,married,university.degree,,yes,,cellular,aug,wed,,1.0,999.0,,,,,-36.1,,5228.1,no
46.0,,,,,,no,telephone,may,tue,34.0,,,,,,92893.0,-46.2,1291.0,,no
,,,,no,yes,,,,fri,,1.0,,0.0,nonexistent,1.4,93918.0,,4963.0,,no
,,married,basic.9y,no,yes,no,telephone,may,mon,118.0,2.0,,,,,93994.0,,,5191.0,no
,,married,high.school,,,,,,fri,,3.0,999.0,0.0,nonexistent,1.1,93994.0,-36.4,,5191.0,no
,blue-collar,married,,,yes,yes,cellular,,,,1.0,999.0,0.0,nonexistent,,93918.0,,,,no
,,,,no,,,cellular,jul,thu,,2.0,999.0,,nonexistent,,93918.0,-42.7,,,no
,,single,,,,unknown,,apr,thu,,,999.0,,nonexistent,,93075.0,-47.1,,5099.1,yes
57.0,,single,university.degree,,yes,no,cellular,jul,,,,999.0,0.0,,,93918.0,,4961.0,,no
30.0,,,high.school,no,yes,,,aug,,,,999.0,,,,93444.0,-36.1,,,no
,,,professional.course,,,,cellular,,,,1.0,999.0,1.0,failure,,92893.0,-46.2,,5099.1,no
26.0,services,single,,,,no,,,,172.0,1.0,,,,,,,,5228.1,no
,,married,,no,,no,,,,,,999.0,,nonexistent,,94465.0,-41.8,4959.0,,no
,technician,divorced,professional.course,,no,,telephone,,wed,,1.0,,,nonexistent,1.1,93994.0,,,,no
,,married,basic.4y,unknown,,no,,,,,,,0.0,,1.1,93994.0,,4858.0,,no
,technician,married,basic.9y,no,,no,,,,339.0,,999.0,,,,,,,,no
30.0,admin.,single,,,yes,,,aug,,,10.0,999.0,0.0,nonexistent,,93444.0,-36.1,4964.0,,no
,,,university.degree,,yes,no,,nov,,,,3.0,,,-3.4,92649.0,,,5017.5,yes
43.0,blue-collar,,high.school,,no,,telephone,,mon,181.0,,999.0,0.0,nonexistent,,93994.0,-36.4,4857.0,5191.0,no
,,married,,no,no,,cellular,,tue,353.0,,999.0,0.0,,-3.4,92431.0,-26.9,0.728,,yes
25.0,,married,basic.9y,,no,no,,,,,,,0.0,,,94465.0,-41.8,4967.0,,no
36.0,,,,,,no,cellular,nov,,,,999.0,,nonexistent,-0.1,,-42.0,4.12,,no
,,,university.degree,,,no,cellular,,fri,,2.0,3.0,1.0,success,-3.4,92649.0,-30.1,0.716,5017.5,yes
36.0,,,,,yes,,cellular,may,,140.0,,,,nonexistent,-1.8,92893.0,,1327.0,,no
44.0,services,married,,,,no,cellular,nov,fri,46.0,,999.0,0.0,nonexistent,-0.1,93.2,-42.0,,5195.8,no
,housemaid,married,,no,yes,,,,thu,,,999.0,,,,,-36.1,4963.0,5228.1,no
38.0,technician,married,,no,yes,no,cellular,sep,fri,166.0,,999.0,,,,92379.0,,0.803,,no
59.0,retired,,professional.course,no,,,,may,,422.0,3.0,999.0,0.0,,1.1,93994.0,,4.86,,no
,,,,unknown,yes,,,,fri,207.0,1.0,999.0,,nonexistent,1.4,,,,5228.1,no
,admin.,,,,,yes,,aug,wed,,1.0,,0.0,nonexistent,,,,,5228.1,no
36.0,,,,,yes,no,telephone,may,,,1.0,999.0,0.0,nonexistent,1.1,93994.0,,,5191.0,no
,blue-collar,married,,,,,cellular,,tue,84.0,5.0,,,,,92893.0,,1344.0,5099.1,no
62.0,,married,unknown,no,no,,,,mon,,2.0,,,success,,,,,,no
,blue-collar,,,,yes,,telephone,,,209.0,,,,,,,,4864.0,5228.1,no
,admin.,,,no,,no,,nov,,,,,,,-0.1,93.2,-42.0,4153.0,5195.8,no
48.0,,,basic.4y,,,,,,,240.0,,,,,,93444.0,,4965.0,,no
36.0,self-employed,married,professional.course,no,no,no,telephone,jun,fri,,,999.0,,,1.4,,-41.8,,,no
40.0,technician,,,,,no,telephone,,,61.0,,999.0,0.0,nonexistent,,94465.0,-41.8,4864.0,,no
,technician,married,,,yes,,telephone,,wed,,1.0,999.0,0.0,nonexistent,,,,4857.0,5191.0,no
,technician,single,professional.course,,,no,telephone,may,,,4.0,999.0,,,-1.8,,-46.2,1266.0,5099.1,no
48.0,,married,,unknown,yes,no,,nov,,,,,,,-0.1,93.2,,4191.0,,no
,,,,no,yes,no,cellular,apr,thu,179.0,,,0.0,nonexistent,,93075.0,-47.1,1435.0,5099.1,yes
,technician,,professional.course,,yes,,cellular,aug,mon,,,,,,,93444.0,,4963.0,,no
,,,,no,,no,,,thu,571.0,,999.0,0.0,nonexistent,-1.8,,,,,yes
,,single,university.degree,no,,,telephone,,,,,999.0,,nonexistent,1.1,,,4857.0,,yes
30.0,,,high.school,no,yes,,telephone,may,fri,114.0,,,0.0,nonexistent,1.1,,-36.4,4864.0,,no
40.0,admin.,married,,,no,no,telephone,,,,,,0.0,,1.1,93994.0,-36.4,4857.0,,no
56.0,,divorced,high.school,no,yes,no,cellular,,,11.0,10.0,999.0,0.0,,1.4,93918.0,,,,no
37.0,,single,,,yes,,,,,305.0,,999.0,0.0,nonexistent,,93918.0,-42.7,4963.0,5228.1,no
52.0,,married,,,,no,,,,,,,,nonexistent,,,-42.0,,5195.8,no
34.0,,,high.school,no,,no,,,,64.0,,999.0,0.0,nonexistent,1.4,,-36.1,,5228.1,no
43.0,,married,basic.4y,no,,,cellular,jul,thu,,,999.0,,,1.4,93918.0,-42.7,4958.0,,no
51.0,services,single,,unknown,no,,,jun,mon,329.0,3.0,,,nonexistent,,,,4961.0,5228.1,no
58.0,management,,university.degree,unknown,no,,,,thu,,2.0,,0.0,,,93994.0,,4.86,,no
,,married,,no,yes,,,,thu,,,,,nonexistent,1.4,93444.0,,,5228.1,no
,,,high.school,,,no,,,,,2.0,999.0,,,-1.8,92893.0,-46.2,,5099.1,no
39.0,,married,,,no,no,,may,,27.0,1.0,,0.0,,1.1,,,,,no
48.0,,,,,yes,yes,,,tue,126.0,,999.0,,,,,,,,no
,admin.,married,,no,,,,aug,tue,91.0,1.0,,0.0,nonexistent,1.4,93444.0,-36.1,4968.0,,no
36.0,,,university.degree,,,,cellular,apr,mon,450.0,1.0,999.0,,,,93075.0,-47.1,1405.0,5099.1,no
30.0,,,,,,,cellular,,,143.0,1.0,,0.0,,,93444.0,,,,no
,services,,,,no,,cellular,,thu,,3.0,999.0,,,,,-42.7,,5228.1,no
32.0,admin.,single,,no,no,no,cellular,jul,thu,,,,,nonexistent,1.4,93918.0,-42.7,,5228.1,no
,,married,high.school,no,,,telephone,,fri,,6.0,,,,1.1,93994.0,,4857.0,,no
31.0,,,high.school,no,,no,,,,,,,,,-0.1,,-42.0,,,no
55.0,blue-collar,single,basic.4y,,,,cellular,apr,wed,,2.0,999.0,,,-1.8,93075.0,,1415.0,5099.1,no
45.0,blue-collar,married,,unknown,,no,telephone,may,,,,,,,,93994.0,,,5191.0,no
29.0,,single,professional.course,,no,no,cellular,,fri,95.0,2.0,999.0,,nonexistent,-2.9,,,1268.0,5076.2,no
,retired,,high.school,no,,no,,,fri,74.0,3.0,,0.0,,1.4,94465.0,-41.8,,5228.1,no
50.0,management,,,,yes,,,,,174.0,3.0,999.0,0.0,,-0.1,93.2,,4153.0,,no
,,married,,,,no,,may,,,,999.0,,,-1.8,92893.0,-46.2,,,no
,,,,no,yes,no,telephone,may,thu,685.0,,999.0,,nonexistent,,,,4.86,,no
,,married,professional.course,no,,no,cellular,aug,,,,,,,1.4,,-36.1,4968.0,,no
43.0,,,,unknown,,no,telephone,jun,tue,363.0,4.0,,0.0,,1.4,,-41.8,,5228.1,no
31.0,blue-collar,single,basic.9y,no,no,no,telephone,may,,143.0,,999.0,0.0,nonexistent,1.1,93994.0,-36.4,4856.0,,no
,,married,university.degree,unknown,no,,,jun,tue,143.0,,999.0,,nonexistent,,94465.0,,,,no
,,married,basic.9y,,,,cellular,may,mon,,1.0,999.0,0.0,nonexistent,-1.8,,-46.2,1299.0,5099.1,no
,retired,single,,unknown,no,,cellular,,,,,999.0,0.0,nonexistent,,,,4963.0,,no
,student,single,,,,no,cellular,,,,,,0.0,nonexistent,-1.8,,-50.0,1799.0,5099.1,yes
36.0,,single,high.school,,,,telephone,,fri,777.0,2.0,,0.0,nonexistent,,93075.0,,,,no
,services,married,,,,,cellular,,wed,,3.0,,,,-1.8,92893.0,,1334.0,5099.1,no
50.0,,married,high.school,,yes,yes,,may,mon,146.0,2.0,999.0,0.0,nonexistent,-1.8,92893.0,-46.2,,,no
,retired,,university.degree,,yes,no,cellular,nov,,,1.0,,,,,,,1031.0,,yes
,,,,,yes,,,,fri,,5.0,,0.0,nonexistent,,,-42.0,,,no
,unemployed,single,university.degree,,yes,no,cellular,may,mon,,1.0,,0.0,nonexistent,,92893.0,-46.2,,,no
42.0,,married,basic.6y,unknown,,,,,,8.0,2.0,999.0,,nonexistent,,94465.0,-41.8,,,no
,,married,university.degree,,,no,cellular,nov,fri,,2.0,999.0,,,,93.2,,,5195.8,no
55.0,,,,,,no,,may,mon,180.0,,,,,-1.8,,-46.2,,,no
31.0,,single,,no,yes,no,,jul,wed,125.0,,999.0,0.0,nonexistent,,93918.0,,4963.0,5228.1,no
56.0,,,,no,yes,,,,,,1.0,999.0,,nonexistent,,93918.0,-42.7,,,no
44.0,,married,basic.9y,no,no,no,telephone,jun,,9.0,,,,nonexistent,1.4,,,4959.0,5228.1,no
35.0,admin.,married,high.school,no,no,,cellular,,tue,172.0,2.0,,,nonexistent,-1.8,92893.0,-46.2,1266.0,5099.1,no
,blue-collar,,basic.9y,,,no,cellular,apr,,,2.0,999.0,0.0,,,,,1479.0,5099.1,no
,,married,basic.4y,unknown,,,cellular,aug,,187.0,2.0,999.0,0.0,,1.4,93444.0,,4968.0,,no
,self-employed,married,,,yes,,cellular,,thu,,,,0.0,nonexistent,1.4,93444.0,,4963.0,,no
59.0,,,high.school,,,no,,aug,wed,,,,0.0,,1.4,,-36.1,,5228.1,no
34.0,admin.,,university.degree,unknown,,,,,,,1.0,999.0,,nonexistent,1.4,93444.0,-36.1,4963.0,5228.1,no
37.0,blue-collar,,,,yes,no,cellular,may,tue,696.0,,,,,,,-46.2,,,no
,retired,married,,,no,yes,,jun,mon,,1.0,,0.0,nonexistent,-2.9,92963.0,,,5076.2,no
39.0,,,,no,,no,cellular,nov,,,1.0,999.0,0.0,nonexistent,-0.1,,-42.0,,,no
38.0,,married,,,no,no,telephone,may,wed,192.0,1.0,999.0,0.0,nonexistent,1.1,,-36.4,4858.0,,no
30.0,admin.,single,,,no,no,cellular,may,,,,999.0,0.0,nonexistent,,,,,5099.1,no
,,,university.degree,,,no,cellular,nov,,289.0,,,,nonexistent,-0.1,,,4021.0,,no
40.0,technician,married,university.degree,,yes,no,cellular,,mon,,,,,,,93444.0,-36.1,4965.0,5228.1,no
,,,,,,,cellular,may,,107.0,2.0,999.0,1.0,,,92893.0,,,,no
,,,high.school,no,,,,aug,,105.0,1.0,,0.0,,1.4,,,4964.0,5228.1,no
,,married,university.degree,unknown,,no,telephone,,mon,,,999.0,0.0,nonexistent,,93994.0,,,,no
,,,basic.4y,no,no,,,jun,,296.0,,,0.0,nonexistent,-1.7,94055.0,-39.8,0.702,4991.6,yes
30.0,,single,,no,no,,cellular,may,thu,,1.0,,0.0,,-1.8,,-46.2,1327.0,5099.1,no
,,single,high.school,,no,no,telephone,,fri,70.0,2.0,,0.0,nonexistent,,,-42.7,4957.0,,no
,,,,,,no,,may,,,,999.0,0.0,,-1.8,,-46.2,1334.0,,no
,management,married,university.degree,,yes,,,aug,,130.0,7.0,999.0,,nonexistent,1.4,,,,,no
,,married,,unknown,no,,,,,,,999.0,,nonexistent,1.4,,-36.1,4965.0,5228.1,no
34.0,,,university.degree,unknown,yes,,cellular,aug,thu,414.0,,,,nonexistent,,,-36.1,4964.0,5228.1,no
53.0,retired,divorced,university.degree,no,yes,,,may,wed,,,999.0,1.0,,-1.8,92893.0,-46.2,,,no
,management,divorced,,no,,no,telephone,,,198.0,,,0.0,,1.1,,-36.4,,,no
,,,,,,,cellular,,,,,999.0,0.0,,-2.9,92201.0,,,5076.2,yes
47.0,,,,,,no,,apr,fri,239.0,2.0,,,failure,-1.8,,-47.1,,5099.1,no
31.0,,,,no,,no,,nov,wed,723.0,,999.0,,nonexistent,,93.2,-42.0,,5195.8,no
,,,,,,,,,wed,,,,,,1.4,93918.0,,4962.0,,no
53.0,services,,high.school,,no,no,telephone,,,,,999.0,0.0,,,93994.0,-36.4,,,no
,self-employed,,professional.course,,no,,cellular,,thu,561.0,3.0,,,nonexistent,,,,,,yes
54.0,technician,,professional.course,no,,no,,aug,wed,14.0,,,,nonexistent,1.4,93444.0,,4964.0,5228.1,no
,,married,,no,,,cellular,,,641.0,,,,,,,-36.1,4968.0,,yes
26.0,self-employed,,,no,yes,,cellular,jul,thu,71.0,,,,nonexistent,1.4,,,4963.0,5228.1,no
56.0,,married,,,yes,,telephone,,thu,124.0,,999.0,0.0,nonexistent,,93994.0,-36.4,4.86,5191.0,no
,,married,university.degree,no,no,no,,,,373.0,1.0,,0.0,nonexistent,,93994.0,-36.4,,5191.0,no
,admin.,married,basic.9y,no,no,,telephone,may,wed,145.0,,999.0,0.0,nonexistent,1.1,93994.0,,,,no
49.0,management,divorced,university.degree,,,,cellular,nov,,,5.0,,,,,,-42.0,,5195.8,no
,admin.,married,,no,yes,yes,cellular,,wed,,1.0,,,,-0.1,,,4.12,,no
45.0,,,,unknown,yes,no,,jul,,,1.0,,,nonexistent,1.4,93918.0,-42.7,4962.0,5228.1,no
,services,married,,unknown,,yes,telephone,,,,,,0.0,nonexistent,1.1,,-36.4,4856.0,5191.0,no
41.0,,single,high.school,no,no,,cellular,,tue,,,999.0,,failure,,,,,5195.8,no
30.0,services,,high.school,,,,cellular,may,,,,,0.0,,,,,,5099.1,no
,services,,high.school,no,no,no,,jun,fri,,1.0,,,,,,,4959.0,5228.1,no
41.0,technician,divorced,,no,,,cellular,,,191.0,,,0.0,,,93444.0,-36.1,,,no
,,,university.degree,no,,,,,,,,999.0,0.0,nonexistent,,93444.0,,,,no
,,,,no,yes,yes,cellular,jul,wed,,,999.0,,nonexistent,1.4,,,4962.0,,no
29.0,,,,no,,no,cellular,,fri,,4.0,6.0,,success,-1.1,,-37.5,0.878,4963.6,no
,,,university.degree,,,,,jul,wed,101.0,1.0,999.0,,nonexistent,1.4,,,4963.0,,no
35.0,,,,no,,,,may,,353.0,4.0,,0.0,,1.1,,,4859.0,5191.0,no
,admin.,,university.degree,,,no,cellular,,,261.0,1.0,999.0,0.0,nonexistent,,,-47.1,1445.0,,no
50.0,,married,,unknown,,,telephone,may,,,,,,nonexistent,,,,,,no
,management,,,no,,,,,,,,999.0,0.0,nonexistent,-1.8,,,1291.0,5099.1,no
,,married,high.school,,,,,may,,483.0,2.0,999.0,,,,93994.0,,,5191.0,no
26.0,services,,,,unknown,,cellular,,wed,,,,,,1.4,93918.0,-42.7,,,no
,technician,,professional.course,no,no,no,cellular,jul,,,,,,,1.4,93918.0,,4962.0,5228.1,no
,,married,,,,,cellular,,,,2.0,999.0,0.0,nonexistent,-0.1,93.2,,4153.0,5195.8,no
44.0,,married,university.degree,unknown,yes,,,jun,thu,18.0,2.0,999.0,,,1.4,94465.0,,4866.0,,no
,,married,high.school,unknown,,,cellular,,thu,274.0,,999.0,,,-0.1,93.2,,,,no
35.0,admin.,single,university.degree,,no,no,,jul,,863.0,,,0.0,,1.4,93918.0,-42.7,,5228.1,yes
30.0,services,,high.school,unknown,no,no,telephone,,,48.0,1.0,999.0,,nonexistent,1.1,93994.0,,4859.0,,no
,technician,,,no,yes,,cellular,,,157.0,7.0,3.0,5.0,,-1.1,94199.0,-37.5,,,no
,admin.,,high.school,no,no,no,,may,,,,999.0,,nonexistent,1.1,93994.0,-36.4,4864.0,5191.0,no
29.0,,divorced,high.school,,,,cellular,may,,323.0,1.0,999.0,0.0,nonexistent,-1.8,,,1313.0,,no
46.0,,,high.school,no,no,,telephone,,fri,47.0,,999.0,0.0,,1.4,,-41.8,,5228.1,no
,admin.,,,,no,no,,,thu,,5.0,,0.0,,1.4,93918.0,,4962.0,,no
58.0,,single,university.degree,,no,no,,,,,3.0,,,,,93444.0,-36.1,,,no
43.0,,,university.degree,,yes,,,,wed,,,,,,1.4,93444.0,-36.1,4964.0,,no
38.0,,single,university.degree,,yes,no,cellular,aug,fri,,,999.0,,,,,,4964.0,,no
,,,basic.9y,,,no,,,fri,,4.0,,0.0,nonexistent,,,-41.8,4959.0,,no
48.0,,married,,no,no,,,aug,fri,,,,0.0,nonexistent,1.4,,-36.1,4963.0,5228.1,no
,,divorced,university.degree,no,,no,telephone,jun,,141.0,2.0,,,nonexistent,1.4,,-41.8,4959.0,,no
33.0,,,,,,no,,may,,,,,,nonexistent,,,-36.4,,,no
31.0,blue-collar,,,no,no,,cellular,may,,153.0,,,,,-1.8,92893.0,,,5099.1,no
45.0,self-employed,divorced,university.degree,,,,,,,69.0,,999.0,,,1.4,93918.0,,4961.0,,no
,blue-collar,,,,,,,jul,tue,,4.0,999.0,0.0,nonexistent,1.4,93918.0,,4961.0,5228.1,no
38.0,,married,high.school,,yes,,,may,,224.0,,,,,-1.8,,-46.2,,,no
51.0,retired,married,university.degree,,yes,,,may,tue,,,,0.0,nonexistent,,,-36.4,4857.0,,no
,technician,married,professional.course,unknown,,,,jul,tue,,1.0,999.0,0.0,nonexistent,,,,4961.0,,no
41.0,services,married,,no,yes,yes,cellular,apr,,,,,1.0,,,93075.0,-47.1,1415.0,5099.1,no
32.0,,single,,no,,yes,,jul,,,1.0,,0.0,,,,,4961.0,,no
,,,basic.6y,no,,,cellular,,thu,,1.0,999.0,,,,92893.0,,1266.0,5099.1,no
48.0,admin.,,,no,yes,no,,,,,1.0,999.0,,,1.4,,,,,no
,,,unknown,,yes,no,,aug,,103.0,1.0,,0.0,,,93444.0,,,,no
,technician,,high.school,no,,,,,,83.0,,999.0,,nonexistent,,92201.0,-31.4,0.821,5076.2,no
29.0,,,,,,,cellular,,mon,,,,0.0,,,,-40.8,1266.0,,no
,entrepreneur,,,,,,,,,,2.0,999.0,0.0,,-0.1,93.2,-42.0,4.12,5195.8,no
37.0,,married,university.degree,,yes,,,may,wed,100.0,,999.0,,nonexistent,-1.8,,,,,no
,admin.,married,,,,,,,thu,312.0,2.0,999.0,,nonexistent,-1.8,,-47.1,1435.0,5099.1,no
51.0,housemaid,,,no,yes,,cellular,aug,fri,121.0,1.0,,,,-2.9,,,,,no
31.0,,single,professional.course,no,yes,,cellular,,,176.0,,999.0,0.0,,1.4,93444.0,-36.1,4968.0,5228.1,no
,,,high.school,,yes,no,telephone,,,,,999.0,0.0,nonexistent,,93994.0,-36.4,,5191.0,no
,blue-collar,married,basic.9y,,yes,,,may,tue,50.0,3.0,999.0,0.0,nonexistent,1.1,,-36.4,,,no
,,married,,no,,no,,apr,mon,,4.0,,,,-1.8,,,1405.0,5099.1,no
,blue-collar,,basic.6y,,yes,,,may,,,,999.0,,,1.1,,,4856.0,,no
,blue-collar,,,unknown,,unknown,,,,,,,0.0,nonexistent,,92893.0,,,5099.1,no
41.0,blue-collar,married,,no,,,cellular,may,,174.0,,999.0,,nonexistent,-1.8,92893.0,-46.2,,,no
33.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,,,,2.0,,0.0,nonexistent,,,-36.4,4857.0,,no
45.0,,,professional.course,no,yes,,telephone,jun,,83.0,,999.0,0.0,,1.4,94465.0,-41.8,4959.0,5228.1,no
56.0,admin.,married,,,no,,telephone,may,tue,,6.0,,0.0,,,93994.0,,4856.0,,no
32.0,,married,,no,,no,cellular,nov,,,,999.0,0.0,,,,-42.0,,5195.8,no
,,married,basic.9y,,no,,telephone,,mon,,5.0,,0.0,,,,,4857.0,5191.0,no
30.0,services,,high.school,,,no,,jun,,,5.0,999.0,0.0,nonexistent,1.4,,,,,no
36.0,services,,high.school,unknown,yes,no,,,,,,999.0,,,1.4,94465.0,,4864.0,5228.1,no
46.0,blue-collar,married,,no,no,,,,,,1.0,,0.0,,1.4,93444.0,-36.1,,,no
,,,university.degree,no,yes,no,cellular,may,,1078.0,1.0,999.0,,nonexistent,,,-46.2,,,yes
57.0,admin.,,high.school,,,no,,dec,mon,388.0,1.0,,,,,92713.0,-33.0,,5023.5,no
,,,,,no,,telephone,,fri,230.0,3.0,999.0,,nonexistent,,,,4859.0,5191.0,no
,,,basic.9y,unknown,yes,no,,,,109.0,,,,nonexistent,-1.8,93075.0,,1405.0,5099.1,no
,blue-collar,,,,yes,no,telephone,,,168.0,,999.0,,,,,,,,no
53.0,,,,unknown,no,yes,cellular,jul,,247.0,,999.0,0.0,nonexistent,,,,4968.0,,no
,services,single,,,yes,,,,,714.0,,,,nonexistent,,93918.0,-42.7,4961.0,,yes
,admin.,,university.degree,no,no,,cellular,jul,,281.0,1.0,,0.0,nonexistent,,92469.0,-33.6,1029.0,5076.2,no
,admin.,,,no,,no,cellular,,thu,,,,,nonexistent,,93444.0,,,5228.1,no
,student,single,,,,no,cellular,nov,tue,600.0,2.0,,3.0,failure,-1.1,94767.0,-50.8,,4963.6,no
46.0,technician,divorced,,no,yes,no,cellular,may,mon,431.0,,999.0,0.0,nonexistent,,92893.0,-46.2,,5099.1,yes
,,,basic.9y,,no,no,telephone,jun,thu,,1.0,,0.0,nonexistent,1.4,94465.0,,,5228.1,no
39.0,,married,professional.course,no,no,,,,,225.0,2.0,,0.0,nonexistent,-1.8,93075.0,-47.1,,5099.1,no
,entrepreneur,married,,no,no,,cellular,may,,269.0,5.0,,2.0,,,,-40.0,,5008.7,no
32.0,,,,no,,,,apr,thu,386.0,,,,nonexistent,-1.8,,-47.1,,,no
60.0,,married,,no,,,cellular,,,,4.0,,0.0,,,,-42.7,4963.0,5228.1,yes
,blue-collar,,,unknown,no,,cellular,,,,1.0,3.0,,success,,93369.0,,,,yes
34.0,,married,,no,no,,cellular,,wed,251.0,,999.0,0.0,nonexistent,,92893.0,-46.2,,5099.1,no
32.0,,,,no,no,,,aug,wed,102.0,2.0,999.0,0.0,,,93444.0,,4964.0,,no
,,married,,,,no,telephone,,,,,999.0,,,,,,,,no
,self-employed,married,professional.course,,,,,,,,,,0.0,,1.4,94465.0,,,5228.1,no
,management,,university.degree,unknown,,,telephone,may,,311.0,1.0,999.0,0.0,nonexistent,,93994.0,,4856.0,5191.0,no
,,single,basic.9y,,no,,cellular,jul,mon,53.0,3.0,999.0,0.0,nonexistent,,93918.0,,4962.0,5228.1,no
,entrepreneur,divorced,,,yes,yes,cellular,nov,wed,258.0,,999.0,,,,,,,,no
,,married,basic.9y,,yes,,cellular,jul,thu,75.0,,,0.0,nonexistent,,93918.0,,4963.0,,no
26.0,,,,,no,,,oct,,,1.0,,0.0,nonexistent,-3.4,92431.0,,,,yes
,,,basic.4y,no,no,,cellular,may,,208.0,,,,failure,,,,1327.0,5099.1,no
,,,,unknown,yes,,,may,fri,,1.0,999.0,,,-1.8,,-46.2,1.25,5099.1,no
48.0,management,,university.degree,no,,yes,cellular,,,,,,1.0,,,93.2,-42.0,4021.0,,yes
,admin.,married,university.degree,no,,,,,,340.0,3.0,,0.0,nonexistent,,93918.0,,4961.0,,no
,,,basic.6y,,yes,no,telephone,jun,,,,,,nonexistent,1.4,94465.0,,4958.0,,yes
37.0,,,,no,yes,no,,may,tue,58.0,,,,,,,-46.2,,,no
,blue-collar,married,,no,yes,no,cellular,,wed,187.0,1.0,,1.0,,-0.1,93.2,,4.12,5195.8,no
,,married,,no,yes,no,,,wed,79.0,1.0,,0.0,,,,,4957.0,,no
47.0,,,,no,,no,,,,42.0,24.0,999.0,,,,,,4962.0,5228.1,no
,services,,,no,,no,,,tue,153.0,3.0,999.0,0.0,nonexistent,,94465.0,,,,no
,,married,,,,no,telephone,jun,,,,999.0,0.0,,1.4,,,4947.0,5228.1,no
,services,,university.degree,,,,cellular,sep,,,,,3.0,,,,-37.5,0.884,,yes
,,married,university.degree,unknown,yes,no,,,,424.0,,,0.0,,1.4,93918.0,,4963.0,5228.1,no
,,,university.degree,no,yes,no,,nov,wed,,1.0,999.0,1.0,failure,,93.2,-42.0,4.12,,no
,blue-collar,married,basic.9y,unknown,,no,,jun,,11.0,,999.0,0.0,nonexistent,,94465.0,-41.8,4959.0,5228.1,no
,,,,no,yes,,cellular,aug,,,3.0,,,,1.4,,-36.1,,,no
56.0,,married,basic.4y,,yes,,cellular,,fri,,1.0,999.0,,nonexistent,,,,,5228.1,no
,admin.,single,,no,no,,cellular,,thu,242.0,,999.0,0.0,,,,,,,no
