age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contact,day_of_week,default,education,housing,job,loan,marital,month,poutcome,y
,,,,0.0,1.4,,,,,,,no,,,,no,married,jul,nonexistent,no
,143.0,,,,,,-42.7,,,,thu,,,,,,married,jul,nonexistent,no
51.0,,,,,,,,,,,,,,,,no,,,,no
42.0,,,999.0,0.0,,,-36.4,,,,,unknown,,,,,,may,nonexistent,no
,,,,,-1.8,,-46.2,,,,,,,no,,yes,,,failure,no
44.0,,,,,,,,,,,,no,,,,,married,,failure,no
,,,,,,,-36.1,4962.0,,,,unknown,basic.4y,,housemaid,,,,,no
,109.0,,,0.0,,,,4866.0,,,,,,,,yes,,,nonexistent,no
38.0,257.0,3.0,,,,93444.0,,,,,,,university.degree,,,,,,nonexistent,no
45.0,79.0,,999.0,,1.4,94465.0,-41.8,,5228.1,,,no,,,technician,,married,,,no
,149.0,1.0,999.0,1.0,,,,,,,,,,,,yes,,,failure,no
44.0,,5.0,,,,,,,5191.0,,,,,,,no,,,,no
,,,,,,93.2,,,,cellular,,,,,,,married,nov,nonexistent,no
,,,,,,,,,,cellular,,,basic.9y,,,,,,,no
,,,,,-1.8,93075.0,,,,,,,,,,,,apr,,no
,,3.0,,,,,-36.4,,5191.0,,,,basic.4y,,,,,,nonexistent,no
,102.0,,,0.0,,93994.0,-36.4,4857.0,,,mon,,,,,,,,,no
,,,,,,,-33.0,,,,wed,,,,,,,,,no
,,2.0,4.0,1.0,,,,,5076.2,,,,,,technician,,,aug,success,yes
32.0,,2.0,,,,93.2,,,5195.8,,,,,,,no,married,,,no
54.0,,,,,,,,4962.0,,telephone,thu,,,,,no,,,,no
,194.0,3.0,,0.0,1.1,,,,,,,,basic.9y,,,,,,,no
,,1.0,,,,,,4.96,5228.1,,,,high.school,,,no,,jul,,yes
51.0,147.0,,,,1.4,94465.0,,,,,mon,no,,no,technician,,,,,no
,,,999.0,,,93444.0,,,,,fri,,high.school,,technician,no,,,,no
,,,,,,93994.0,,,,,thu,no,basic.6y,yes,,no,,,,no
,213.0,,,,,,,,,,fri,no,,,,no,,,nonexistent,no
,,1.0,,,,92893.0,-46.2,,,,,,basic.6y,,,,,may,nonexistent,no
,243.0,1.0,999.0,,,,,,5099.1,,,,,,,,,apr,,no
,,,,,,,,,5191.0,,,,,,,,,,,no
,,,,1.0,,93.2,,4191.0,,,,no,,,,,,,failure,no
,,,999.0,,,,,,,telephone,fri,,university.degree,,,,,,,no
,183.0,,,,,93918.0,,,,,,,,,blue-collar,,,jul,,no
,,6.0,,,,,-36.4,,,,,unknown,basic.9y,yes,blue-collar,,,may,nonexistent,no
38.0,,,999.0,,-0.1,93.2,-42.0,,5195.8,,,,professional.course,,,no,,,,no
,373.0,,999.0,0.0,1.4,,,,5228.1,cellular,,,,,,no,,,,no
,,1.0,,,,,,4959.0,5228.1,,,,high.school,,,,,,nonexistent,no
,,,,,,,,1028.0,4963.6,cellular,,no,,,admin.,,,,nonexistent,no
,,,,,,,,4857.0,,telephone,tue,,university.degree,,,no,,may,,no
,342.0,2.0,,,,,-36.1,,,,wed,,,,,,married,aug,,no
,,,999.0,,,94601.0,,,,telephone,,,,no,,yes,,oct,,no
35.0,,,,,,,,,,,,,,yes,technician,,,,,no
46.0,193.0,1.0,,0.0,,,-47.1,,5099.1,cellular,,,unknown,,blue-collar,no,,apr,,no
59.0,,,,0.0,,,,,,telephone,,no,,,,no,,,,no
49.0,192.0,1.0,999.0,0.0,,,-36.4,,,,,,,,,,,,,no
,,,,,,94465.0,-41.8,,5228.1,,,,,no,,,single,jun,nonexistent,no
,141.0,,999.0,,-3.4,92431.0,,0.739,,,,,high.school,,,,married,oct,failure,no
,,,999.0,,,,,,,,wed,,university.degree,no,unemployed,,,,,yes
,,1.0,999.0,,-1.8,,,,,,,no,,yes,,,married,,,no
,34.0,,,1.0,,93.2,-42.0,4076.0,,cellular,,,,,,,,nov,,no
44.0,,3.0,999.0,0.0,,,,4857.0,,,mon,,,,,no,married,may,,no
,194.0,,,,,93918.0,,4963.0,,,,no,,,,,,jul,nonexistent,no
40.0,,1.0,999.0,0.0,,93994.0,,,,telephone,,,,,,no,,,nonexistent,no
,,1.0,999.0,,,93994.0,,,,,,,,no,,,,,nonexistent,no
,,,,1.0,,,-46.2,,,,,,,no,admin.,no,,,,no
50.0,,,999.0,,,,-42.0,,,cellular,,,,,,,,,nonexistent,no
52.0,,7.0,,,,,,,,cellular,,,,yes,housemaid,,,,,no
,,,,0.0,,,,,,,tue,unknown,,,technician,,married,jun,,no
,373.0,1.0,,,,,,,,,,no,professional.course,,,,single,,,yes
32.0,,3.0,999.0,,1.4,93444.0,,4965.0,5228.1,cellular,,,,,,no,,,,no
,79.0,,999.0,,,92893.0,-46.2,,5099.1,,,,,,admin.,,divorced,,,no
,,,,,1.4,,,,,,fri,,high.school,no,services,,,jul,,no
32.0,96.0,3.0,999.0,,-3.4,,,,,,,,basic.4y,,,no,married,,,no
,281.0,,999.0,,,,,1405.0,,,,,,,,yes,,apr,,no
25.0,,,999.0,,,,-42.7,,,,,,,yes,services,,,,,yes
,,,999.0,0.0,1.4,93918.0,,,5228.1,cellular,tue,,,yes,,no,,jul,nonexistent,no
,,1.0,,,,,-36.4,4856.0,,,,no,,,,,,,,no
25.0,,,,,,94465.0,-41.8,,5228.1,,tue,,,no,blue-collar,no,,,,no
,227.0,,,0.0,,93918.0,,4957.0,,,,no,,,,,,,,no
,475.0,,,,-0.1,93.2,,,,,,no,,,blue-collar,,,,nonexistent,no
35.0,44.0,15.0,,,,,,,5191.0,telephone,,,,yes,,,single,may,,no
,,1.0,,,,,,4857.0,,telephone,tue,no,university.degree,no,self-employed,no,,may,,no
,603.0,,999.0,,1.1,,,,,,,unknown,,,,,,,,no
,,1.0,,,,,-36.4,,,telephone,fri,,university.degree,yes,management,,single,,,no
,252.0,,,,,,,4857.0,5191.0,,,,basic.9y,,,,single,,,no
,,,,,,,-41.8,,5228.1,,,,,yes,,,,,,no
,,,,,,,,,,,thu,,,,,no,,jul,,no
48.0,80.0,1.0,,0.0,1.1,,,,,,mon,,university.degree,no,,no,,,nonexistent,no
,96.0,,999.0,,-1.8,,,,,,,,,,,no,,may,failure,no
31.0,,,,0.0,,93.2,,,,cellular,,no,,,services,,,,,no
,1129.0,,,,-1.8,,,,5099.1,cellular,,,high.school,,services,no,,,,yes
45.0,,,,,,93994.0,,4855.0,5191.0,,,,,,,,married,,,no
,409.0,1.0,999.0,,,94199.0,,0.877,,,,no,,,,,,,failure,yes
32.0,245.0,,,,,,,4962.0,,cellular,,,university.degree,,,no,,,,no
,,,,0.0,1.4,,,4962.0,5228.1,cellular,fri,,,,,,,,nonexistent,no
,,1.0,999.0,,,,,,5195.8,telephone,,,university.degree,yes,,,married,,,no
,,1.0,,0.0,,,-41.8,,5228.1,,,,,,technician,,,,,no
,90.0,,999.0,0.0,-2.9,,,,5076.2,cellular,,,,,,,,aug,nonexistent,no
48.0,254.0,5.0,,,,,,,5228.1,cellular,,,,,,,,,nonexistent,no
47.0,431.0,,999.0,0.0,,,-42.7,,,,,,,yes,retired,yes,,,,no
,,,,0.0,1.4,94465.0,,,5228.1,,,no,professional.course,,,,,,,no
,,,999.0,,,,,,5228.1,,,,,,,,,jul,,no
,311.0,,,,,92893.0,,1313.0,,,,,,,technician,,single,may,,no
36.0,,,999.0,0.0,,93075.0,,,5099.1,,fri,,,,,yes,married,,,no
,27.0,2.0,999.0,,,,,4857.0,,,,,high.school,,,,married,,,no
58.0,,,,,,93444.0,,,,cellular,,,,,,,,,nonexistent,no
,118.0,,,,,,,4858.0,,telephone,,,,,,yes,,,,no
,,,,,,,,0.889,,,mon,,,,,no,,,success,yes
,,,999.0,0.0,,,-36.4,4857.0,5191.0,telephone,,,,,,,married,,,no
,250.0,1.0,,,,92963.0,,,5076.2,,,no,basic.9y,,,,,,nonexistent,no
,86.0,,,0.0,-1.8,92893.0,,,,,,,,no,,,,may,,no
25.0,295.0,1.0,7.0,,,92649.0,,,,,,no,,,admin.,yes,,,,yes
,,1.0,,,1.4,,,,,,,,,,,,,,,no
,,,,,,93369.0,,,5008.7,cellular,,,,,unemployed,,,mar,,yes
,,2.0,999.0,,,,-42.7,4968.0,,cellular,,,,no,self-employed,no,,,nonexistent,no
,381.0,3.0,999.0,0.0,,,,,5228.1,telephone,thu,no,,,,,,,,no
,,,,,,,-40.4,,,,,no,,yes,,yes,,oct,nonexistent,no
,,,999.0,,-1.8,,,,5099.1,,,no,,no,student,,,may,,no
,,,999.0,,,,,,,,,,,,,unknown,,aug,nonexistent,no
35.0,,2.0,,0.0,,,-36.1,,,,,no,,,,no,,aug,,no
37.0,178.0,2.0,,,,,-36.1,,,,,,university.degree,,,no,,,,no
,,,,,1.4,,,4968.0,5228.1,,,,high.school,,technician,,,,nonexistent,no
,452.0,1.0,999.0,,1.4,,-42.7,,,telephone,thu,,professional.course,,technician,no,single,,,no
,,,,,1.4,93444.0,-36.1,4965.0,5228.1,,,,,,,,,,,no
,29.0,,999.0,0.0,,,,,5228.1,,,no,professional.course,,technician,,divorced,,,no
,,,,,,,,,,cellular,,,basic.9y,no,blue-collar,no,married,,,no
,11.0,,,0.0,1.1,93994.0,,,,,,no,basic.6y,,,,,may,,no
,,6.0,999.0,0.0,,,-36.1,,,,tue,no,university.degree,no,admin.,no,,,,no
45.0,141.0,,999.0,,,,,,5228.1,,mon,no,,,admin.,,,aug,,no
,,,,0.0,1.4,93918.0,,4962.0,,cellular,,,,,,,,jul,,no
,,1.0,999.0,,,,,,,,,,,no,,,,,,no
47.0,,,,,,,-41.8,,5228.1,telephone,,,professional.course,,self-employed,no,,,nonexistent,no
32.0,366.0,,999.0,0.0,,,-42.0,,,,thu,,,,,no,,,nonexistent,no
,,6.0,999.0,,1.4,,,,,,,,basic.4y,,,,,,,no
50.0,,1.0,999.0,,1.1,93994.0,,,,telephone,,,,,services,no,divorced,,,no
,,,,,,,,,5191.0,,,,,yes,,,,,,no
,143.0,,999.0,0.0,,,,4076.0,,,,no,,no,,no,,nov,nonexistent,no
,,,999.0,0.0,1.1,,-36.4,,,,,,,,,,,may,nonexistent,no
,,5.0,999.0,0.0,1.4,,,,5228.1,,,no,,yes,,,married,jun,nonexistent,no
41.0,,,,,,,-31.4,,,,,,,no,,,,,,no
,88.0,,999.0,,,,-36.1,,,,,,university.degree,,,no,married,,nonexistent,no
52.0,144.0,,,,,,,,5228.1,,,,,,,no,married,aug,,no
37.0,,,,,,,,4962.0,,,,unknown,,,,no,,,nonexistent,no
,206.0,2.0,,0.0,,,-46.2,1299.0,,cellular,,,,,blue-collar,,,may,,no
52.0,,,999.0,,,93918.0,-42.7,,,cellular,,,,,,,,,,no
,,,,,,,,,5099.1,cellular,,,,,,,,,,no
,,4.0,,,,93918.0,,,,cellular,,,basic.4y,no,,,,jul,,no
,143.0,,,0.0,,,,,,,tue,no,,,,,married,,,no
,,,,,,,,4965.0,,,,,,,,,,,nonexistent,yes
,,,,0.0,,,,,,cellular,,no,,no,,,divorced,,,no
,,,999.0,,,93075.0,,,5099.1,,,,,no,,no,,,,no
,,,,0.0,,,,,5228.1,cellular,wed,unknown,basic.4y,unknown,,unknown,,,,no
,,4.0,,,,,-42.7,,5228.1,cellular,mon,no,basic.9y,yes,unemployed,,divorced,,nonexistent,no
,,,,,1.1,,,,5191.0,telephone,thu,unknown,basic.9y,,,,,,,no
,,,,,1.4,,,4.97,,,,,,no,student,no,,,,no
,585.0,,,,-1.8,,,,,cellular,,,high.school,,,no,,,nonexistent,yes
,,,,,-0.1,93798.0,,,,telephone,,no,,,,,,,,yes
,,,,,,,,4968.0,5228.1,telephone,,no,,,,,married,,,no
,,,,,1.4,,,,,,,no,,no,,,,,,no
41.0,9.0,,,,,,,1405.0,5099.1,cellular,,no,,,,,,,,no
,,,,0.0,,,,4968.0,5228.1,,,unknown,high.school,,,,married,,nonexistent,no
,,,,0.0,1.4,94465.0,,4866.0,,,thu,no,,,,,married,,,no
,,,,0.0,,,-36.4,,,,mon,,,no,,,,,nonexistent,no
,238.0,,,,,,,,,,wed,,university.degree,,admin.,,,,,no
,,,,,1.4,93444.0,,4967.0,5228.1,,,no,,,admin.,no,single,aug,nonexistent,no
,,,999.0,,1.4,,-42.7,,,cellular,mon,,unknown,,blue-collar,,,,,no
27.0,,1.0,,,,,,,,,,,university.degree,,self-employed,,single,,nonexistent,yes
,,,,0.0,1.4,,,,,,,no,university.degree,no,,no,,,,no
,181.0,,,,,,,,,,,,,yes,,no,married,may,,no
48.0,,,999.0,,,,,,5228.1,cellular,,,,,blue-collar,,,jul,,no
43.0,174.0,,,,1.1,93994.0,,,5191.0,telephone,tue,,,,services,,,may,nonexistent,no
,165.0,,,,,,,,,,,,,no,admin.,no,,,,no
,,1.0,999.0,1.0,-1.8,93075.0,,,,,thu,,,,,,,,failure,no
,,,999.0,,,,,4968.0,,,,,,,management,,,jul,,no
43.0,,,999.0,1.0,-2.9,,,1.26,,,,,,,,,married,,,no
34.0,,8.0,,,,94465.0,,4959.0,,,wed,,,,,,,jun,nonexistent,yes
34.0,193.0,2.0,999.0,,1.1,93994.0,-36.4,,,telephone,wed,no,,,,,,,,no
,111.0,,999.0,,,,-41.8,4959.0,5228.1,,fri,unknown,,yes,,,,,,no
,,,,,1.1,,,,5191.0,telephone,fri,no,university.degree,no,services,no,single,may,,no
23.0,,,,,,,,,,,,,,yes,,,single,,,no
,,,,0.0,,,,,,,mon,,,,,,,jul,nonexistent,no
32.0,,,,0.0,,,,,,,,no,,,,,married,may,,no
,,,,,,,,,5228.1,cellular,fri,,,,,,single,aug,nonexistent,no
,,,999.0,,-1.7,,,0.898,,cellular,fri,no,,,,,,,,yes
,,1.0,,,,,-36.4,,,telephone,wed,no,basic.9y,,,,divorced,,,no
,9.0,,,,,,,,,,,unknown,,,self-employed,,married,,failure,no
,,,,,-1.8,92893.0,,1299.0,,,,,,no,,,,,nonexistent,no
,,,999.0,0.0,-1.8,93075.0,-47.1,,5099.1,,,,high.school,,,,,,,no
,,,,0.0,,,,,,,fri,,,,,no,,may,,no
,78.0,,,0.0,1.1,,-36.4,,5191.0,,mon,,,,,,,,nonexistent,no
,,,,,-0.1,,-42.0,4191.0,5195.8,,,no,,,,no,,,,yes
38.0,154.0,,,0.0,,,,,5191.0,telephone,,,,yes,admin.,yes,,,,no
,,,,2.0,-1.7,,,,,,,no,,,,,married,,success,yes
,,2.0,999.0,,,,,,,telephone,thu,unknown,,,,,,jun,nonexistent,no
,60.0,,,,1.4,,,,,cellular,,unknown,,yes,technician,,,,,no
,,,,,,,,,,,,,basic.4y,,blue-collar,,,may,,no
,,,,,,,-36.4,,,telephone,,unknown,basic.4y,yes,,,married,,,no
30.0,,4.0,,,,93444.0,,,5228.1,,wed,,university.degree,,,yes,,aug,,no
,150.0,,,0.0,,,,,5228.1,,,,,,,,,aug,,no
,76.0,,999.0,,-0.1,,-42.0,4191.0,,,mon,no,,,,,,,,no
34.0,,,999.0,,,,,,5195.8,,wed,,,,,,,,,no
,,,,0.0,1.1,,-36.4,4859.0,,telephone,wed,unknown,,yes,services,,,may,,no
,65.0,,,,,,,,5228.1,,,,basic.9y,no,,,,jun,,no
,,,,0.0,,,,,,,,,,no,,yes,,jul,,no
,,,999.0,,,,,4963.0,,,,,professional.course,no,,,divorced,,nonexistent,no
,,,999.0,,,,,4962.0,,cellular,,,university.degree,,,,,,,no
46.0,,,999.0,,,,,,,,,unknown,,,management,,,,,no
,,1.0,999.0,,,93.2,-42.0,,,,wed,no,,,,,single,,nonexistent,no
,,,999.0,0.0,1.1,,-36.4,,5191.0,,,,,no,,no,single,may,,no
,562.0,4.0,,0.0,,94215.0,,,,,,,,no,,,,,,yes
46.0,,,,,,,,1299.0,,,mon,,,,,,single,,nonexistent,no
47.0,,1.0,,,,,,,,,,no,,,,,,,,yes
29.0,,,999.0,,,92713.0,,,5023.5,telephone,thu,,basic.4y,no,,,,,,yes
,100.0,,999.0,0.0,1.4,,-36.1,4963.0,,cellular,,,,,,,divorced,,,no
,84.0,,,0.0,,94215.0,-40.3,,,,,,,no,,,,,,no
56.0,,,,,1.1,,,,,telephone,,,,,,,,may,,no
45.0,,,,0.0,1.4,94465.0,,,,telephone,,,,yes,,yes,single,,nonexistent,no
,,,999.0,,-2.9,,-40.8,,5076.2,,thu,no,basic.6y,no,blue-collar,,,jun,,yes
28.0,,,,0.0,,93918.0,,,5228.1,,,no,,,,no,,jul,,no
,617.0,,999.0,0.0,1.1,,-36.4,,,,fri,,,,,no,,may,,yes
,,2.0,,,-0.1,93.2,-42.0,4.12,,cellular,wed,,university.degree,yes,,,,,,no
,352.0,,,,,,-42.0,,5195.8,,,,,,,,,,,no
,220.0,,,,,92843.0,,,,cellular,,no,,,,,,mar,,yes
,,,,,,93075.0,,,,,,,,,,,,,nonexistent,no
,,,,0.0,1.4,,,,,,,,,,services,no,,,,no
,,,,0.0,1.4,,,4965.0,,,mon,,,,,,married,,,no
59.0,,,,,,,,,5228.1,,fri,,,,,,divorced,,,no
,,,,,1.4,94465.0,,,5228.1,,fri,,university.degree,,admin.,,married,jun,,no
,,,,,,,,,,,thu,,,,,,,,nonexistent,no
,,,999.0,,-1.8,93075.0,-47.1,1466.0,5099.1,,,,,,management,,divorced,,,no
,118.0,1.0,,,1.4,,-41.8,,,,,no,basic.4y,no,,,,,nonexistent,no
20.0,,1.0,,,-1.8,,-47.1,1365.0,,cellular,,,high.school,yes,,,,,,yes
,,,999.0,0.0,,,,,,cellular,tue,no,university.degree,,,,,apr,nonexistent,no
33.0,,,,,-1.8,92893.0,,,5099.1,cellular,,,high.school,,,,,,,no
41.0,48.0,,,,,,-46.2,1344.0,,cellular,tue,,,,,no,divorced,,,no
,,,999.0,,,,-42.0,4191.0,,,,,,,,no,single,,,no
31.0,,,,,,93918.0,-42.7,,,,,,high.school,yes,,,,,,no
34.0,,,,,-1.8,92893.0,,,,,,,,,technician,,,,,no
53.0,142.0,,999.0,,,,,,5191.0,telephone,,,,no,,,,,nonexistent,no
39.0,,,,0.0,,93444.0,-36.1,,,,thu,,,yes,admin.,,single,aug,nonexistent,no
,,,,,,93369.0,,0.646,,,mon,,,,,,single,,,no
,,1.0,,0.0,,,,,5017.5,,tue,,university.degree,,,yes,,,nonexistent,yes
,,2.0,,,,93994.0,-36.4,4857.0,,telephone,,no,unknown,,,,,,nonexistent,no
,,2.0,,,,,,4962.0,,telephone,,no,university.degree,,,,,,,no
32.0,,,,,,,,,,telephone,,no,,no,,yes,,nov,,no
,,,999.0,,,92893.0,,,,cellular,,,professional.course,,,,,,,no
31.0,232.0,,999.0,,,,-36.4,4864.0,,telephone,fri,,,no,,,married,may,,no
,428.0,2.0,,,,,,4957.0,,,wed,,basic.9y,no,,,married,,,no
,145.0,,,,1.4,93444.0,,,5228.1,,,,,no,,,,,,no
42.0,,,999.0,,,,-36.4,,5191.0,,wed,unknown,,,admin.,,,,,no
32.0,11.0,1.0,,0.0,,94465.0,,,,,,,,,,,,,nonexistent,no
56.0,52.0,,,0.0,,,,,,cellular,mon,no,university.degree,,management,,,,,no
,296.0,,999.0,,,,,4857.0,,telephone,mon,,,no,,no,,,,no
,,2.0,,,,94465.0,,,,,,,,no,,no,,,,no
,,,,0.0,1.1,,,,,,,no,university.degree,no,admin.,,married,,,no
33.0,,,,0.0,1.4,,,,5228.1,,,no,,,self-employed,no,,,,no
,,2.0,,,-2.9,,,,,,wed,,university.degree,,,no,single,,,no
38.0,89.0,,,,,93444.0,,4965.0,,,,no,,,,no,,,,no
,765.0,,,,-1.8,,,,5099.1,,,no,,,,no,,,nonexistent,no
36.0,,6.0,,,,92893.0,,,,,,no,,,management,,,may,,no
,165.0,,,,,,,4963.0,5228.1,cellular,,,university.degree,no,management,no,,,nonexistent,no
,,,9.0,,-1.1,,-50.8,,,,,,basic.4y,yes,,,,,success,no
,,1.0,999.0,,,93.2,,,,,,no,,,,,,,failure,no
,366.0,,,0.0,,,,,,,,,,yes,,,,,,no
40.0,,,,,,,,1405.0,,cellular,,,,,,,married,apr,,no
,,3.0,999.0,,1.4,,,,5228.1,,,unknown,,,admin.,,single,,,no
,,,999.0,,,,,,5191.0,telephone,,,high.school,,,no,,,,no
52.0,456.0,,,0.0,,,,,,,,,,,,no,married,,,no
52.0,,,999.0,1.0,-1.8,,,,,cellular,,,high.school,,,,married,may,,no
44.0,,15.0,,,,,,4968.0,,cellular,,,,,,,,,nonexistent,no
33.0,,1.0,,,,,,,,telephone,,,,,,,,,,no
32.0,,,10.0,,-1.8,,,1334.0,,cellular,,no,,,,,,,success,no
,,1.0,,,,,,1354.0,,,,,,yes,,no,,may,,no
,,,,,1.4,,,,5228.1,cellular,thu,no,basic.4y,,,,,jul,,no
,23.0,,,,,93075.0,,,,,,,,,,,,apr,,no
,,1.0,,,,,,4857.0,,,,no,university.degree,yes,,,,,nonexistent,no
,,,999.0,,,,-46.2,1.25,5099.1,,,,,,services,,,,,no
,170.0,,,0.0,,,,4963.0,5228.1,,fri,,basic.9y,yes,,,,jul,,no
,,,,,,94465.0,,4962.0,,,,no,,,,no,,,,no
,,,,,,,,4.96,,telephone,mon,,,no,,no,divorced,,,no
,,2.0,999.0,,,,,,,,tue,,,unknown,,,married,,,no
31.0,,,,,,,,,5099.1,cellular,,no,,,technician,yes,,,,yes
,,7.0,,,,92893.0,,,5099.1,telephone,thu,,,,blue-collar,yes,single,,failure,no
58.0,374.0,1.0,999.0,,,,,,,,wed,,basic.4y,yes,,no,,,nonexistent,no
50.0,,,,,,93444.0,-36.1,4966.0,5228.1,cellular,fri,,,,,,married,,,no
,,,,,,,,1299.0,5099.1,,,no,high.school,,,,single,,failure,no
,,,,,,,-36.4,,,,wed,,,,technician,,,,,no
,,8.0,,,,,,,5228.1,,,,,no,unknown,,,,,no
,,,999.0,0.0,-0.1,,,4021.0,,,,no,,,,no,,,,no
36.0,70.0,,999.0,,,,,,5228.1,telephone,,,,no,,,,jun,nonexistent,no
,,,,,,,,,,,,,,,,,single,,nonexistent,no
,,,,,1.4,,,,,cellular,fri,,university.degree,,,,,,,no
,,,,,,,,,,,,,,,,no,married,jun,,no
,409.0,,1.0,,-1.8,,-46.2,1299.0,5099.1,,mon,,,no,,,,may,,no
31.0,825.0,,999.0,,,93918.0,,,,,,no,,,,no,,jul,,no
32.0,,2.0,,,,,,4961.0,,cellular,,,,,,,,,,no
,,7.0,999.0,,,,,,,,,,,no,,,married,,,no
31.0,,,999.0,0.0,,,-42.7,,5228.1,,,,,,blue-collar,,,,,no
32.0,,1.0,,0.0,,,,,,,,,university.degree,,,,,,,yes
,147.0,,,0.0,1.4,,,,,,mon,,basic.9y,yes,,no,,,nonexistent,no
,,,,0.0,1.4,,,,,,,no,,yes,,,,aug,,no
,,,,,-3.4,,,,,cellular,,,,yes,,,,nov,,yes
39.0,,,,,,,,4855.0,,,fri,,,no,,no,,,,no
27.0,,,999.0,,,,,,,telephone,,,,no,,no,,,nonexistent,no
33.0,,5.0,,,,,-41.8,,,,,,,,technician,,divorced,,,no
,532.0,,7.0,,,94199.0,-37.5,,,,,no,,,,,,,success,yes
,,,,,-0.1,93.2,,,,telephone,,,,,,no,divorced,nov,,no
30.0,,,6.0,1.0,,,,0.877,,,,,professional.course,,,,,,,no
,,,,,,,-39.8,0.739,,cellular,,,high.school,,student,,,,,no
,,1.0,,,,,-47.1,,,cellular,,,,,retired,,,,,no
,,,,,,,,,5023.5,,mon,no,,,,,married,dec,,no
26.0,,,999.0,,1.4,,,,,cellular,,,,no,blue-collar,,single,,,no
,130.0,,,0.0,1.1,,,,,,mon,,,,,,,,,no
29.0,,,,,1.4,,,4961.0,,,,,,,blue-collar,no,single,,,no
,,,999.0,,1.1,,,,,,thu,,high.school,,,,,,,no
33.0,,14.0,,,,,-42.7,4963.0,,,,no,high.school,,,,,jul,,no
,108.0,4.0,,0.0,,93444.0,,,5228.1,cellular,,,,,technician,,married,,,no
,,2.0,999.0,0.0,,,,0.715,,,tue,,,no,,,,nov,,no
,246.0,,,1.0,,,-46.2,,5099.1,,wed,,high.school,no,,,,,,no
,,,,,,,-46.2,,5099.1,,,no,,yes,,no,,,nonexistent,no
50.0,,,999.0,0.0,,,,,5195.8,telephone,,,,yes,,,,nov,nonexistent,no
,968.0,,,,,,,,5228.1,telephone,,,,,,,,,,no
,,,,0.0,,,,4.12,,cellular,,,,,management,no,,nov,nonexistent,no
,134.0,,999.0,,,93994.0,,,,,fri,,,no,blue-collar,no,married,,,no
,,,,,,,,0.73,5017.5,,,,,,,,,,,yes
,,,,,,,,,,cellular,,,university.degree,,,,,jul,,no
45.0,114.0,1.0,,,,,,,,,,,,,,,,,,no
,,,999.0,,1.4,94465.0,-41.8,4958.0,5228.1,,,no,high.school,,,,,,,no
34.0,,,,,,,,,,,,,university.degree,,technician,no,,,,no
,,1.0,,,1.4,,,,,,,,,unknown,admin.,,married,,,no
40.0,,,,0.0,1.1,,,4.86,,telephone,,,,,,,,,,no
,,,,,,,-36.4,4856.0,,,,,university.degree,,,,,may,nonexistent,no
,,,,3.0,,94027.0,,,4991.6,cellular,wed,,university.degree,,,yes,,,,yes
,,5.0,,0.0,,92201.0,,,,,,,,,admin.,,,aug,,no
,,,999.0,,1.4,93444.0,,,5228.1,,,,,,,,,,,no
47.0,,2.0,999.0,0.0,1.4,,,4964.0,5228.1,,,,,,,,married,,,no
30.0,,,,,,,,,,cellular,,,basic.6y,,blue-collar,,,jul,,no
,,6.0,,,-1.8,,-47.1,,,,,,,,,unknown,,,,no
43.0,116.0,,999.0,0.0,1.1,,,,,,,,,,,,,,,no
,,,,0.0,1.1,,,,5191.0,telephone,,,,yes,self-employed,no,,,,no
44.0,,1.0,999.0,,1.4,93918.0,-42.7,,,,mon,,,,,yes,,,,no
,,1.0,,,,94465.0,,,5228.1,,mon,no,,,,,,,,no
,247.0,1.0,,0.0,,,,,5099.1,,,,,,,,married,,,no
,419.0,2.0,999.0,,1.1,,-36.4,,,telephone,,,,,admin.,,,may,,no
28.0,,,,,-1.8,,,1334.0,,cellular,,no,professional.course,,technician,,,,failure,yes
,,,999.0,0.0,,93.2,-42.0,4076.0,,,thu,no,,yes,,no,,,,no
,,,999.0,,,,,4963.0,5228.1,,,,unknown,,,,,,,no
49.0,,,999.0,,1.4,93918.0,-42.7,4962.0,5228.1,,thu,,,,,no,,,nonexistent,no
,441.0,1.0,999.0,,,93.2,,4.12,5195.8,cellular,,,basic.4y,,blue-collar,,,nov,nonexistent,no
,718.0,1.0,,,,,,,,,,no,,,admin.,,,,,yes
,209.0,,,,,,,,,,,,high.school,,,,,aug,,no
,,1.0,,,-1.8,,,,,,,,,yes,,,single,may,,no
,,8.0,,,,,,,,telephone,,,basic.4y,,blue-collar,,married,,,no
24.0,282.0,2.0,,0.0,,,,,5191.0,,,,,,blue-collar,no,,may,,no
,,,,,,,,,5099.1,,,no,,,,no,,,,no
,,,,,,,-29.8,0.819,,,tue,,,,admin.,,married,,nonexistent,no
,73.0,,999.0,,,,-49.5,,,,,,,,,,,,,no
,,,,,,,,,5191.0,,,,,,,,,,nonexistent,no
,162.0,,,,,,-47.1,1435.0,5099.1,,,,,,,,single,,,no
,,,,,,,-41.8,,,,,unknown,,,blue-collar,,,,,no
,,,999.0,,,93994.0,,,,,,,basic.9y,no,services,no,single,may,,no
,,,,0.0,,,,4864.0,5228.1,,,,university.degree,,,,,,nonexistent,no
26.0,,,,0.0,,,,,,,,,high.school,,,no,,,,no
,,,,,1.4,93918.0,,,5228.1,,fri,,,,admin.,no,,,nonexistent,no
,,,,,,,,4856.0,,telephone,,no,university.degree,,,,,may,,no
