class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,f,y,g,f,,f,c,,p,e,b,,k,n,,p,w,o,,h,,g
e,k,y,n,t,,,c,b,e,e,?,,s,w,,p,,t,e,w,c,w
p,f,y,,f,,f,c,b,p,e,b,k,k,p,,p,,o,l,h,v,p
e,x,y,y,,a,,,b,k,e,c,s,s,,w,p,w,o,p,k,,m
e,,,y,t,,,c,,p,e,r,s,y,w,w,,w,o,p,k,s,
p,,f,n,,,f,c,,,e,?,k,y,w,,p,w,o,,,v,d
p,x,f,y,f,,,c,b,,,b,k,,b,b,p,w,o,l,h,v,d
e,f,f,,f,,f,w,b,n,,,f,f,w,,p,w,,e,k,s,g
e,,y,n,t,,f,,,w,,b,s,s,w,,,,o,p,,y,d
e,x,s,y,,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
p,k,y,e,f,,f,c,n,b,t,?,k,,w,,,w,o,e,w,,
e,x,s,w,,,f,w,b,h,,e,,s,w,,,w,o,e,n,s,g
p,,f,g,,f,,c,b,h,e,b,k,k,p,p,p,w,o,,,,d
e,x,s,y,t,a,f,c,b,,,c,s,s,w,w,,w,o,,k,n,
e,,f,w,f,n,,w,b,p,e,?,s,,w,w,p,,t,,w,n,
p,f,y,g,,f,f,c,,,e,,k,k,p,p,p,w,o,l,h,v,g
p,x,,w,f,c,f,c,n,p,,,s,s,w,w,p,w,o,p,,v,d
e,x,y,n,,n,,c,b,,e,?,,s,,e,p,w,t,,w,c,w
p,f,,n,f,s,f,c,,,,?,,k,p,,p,w,o,e,w,,
e,f,f,g,t,n,f,,b,u,t,b,s,s,g,,p,w,o,p,k,,d
e,,,r,,n,f,,n,,e,?,,f,,,,w,o,,h,y,
e,,f,g,t,n,f,c,,,t,,s,,,w,p,w,o,p,k,v,d
e,f,,g,,n,,c,,w,t,,s,s,p,g,p,w,o,p,n,v,d
e,f,f,e,,,f,,b,w,t,b,s,s,,p,p,,o,p,k,y,
e,,,y,,l,f,c,,w,,c,s,s,,w,p,w,o,p,,s,m
p,k,s,n,f,,f,c,n,,,?,s,,w,w,p,,o,e,w,v,l
p,x,y,y,f,,,,,g,,b,k,,n,,p,,,l,,v,
e,k,y,,t,n,f,,,w,e,?,s,s,w,e,p,w,,e,,,
e,x,,g,f,n,f,,b,p,e,?,s,k,w,,p,,t,p,w,n,g
e,f,f,g,,n,f,,b,n,,,s,,,,,w,,p,n,y,d
p,k,,e,f,s,,,,b,t,?,,,p,w,p,,o,,,v,d
e,,f,g,f,n,,w,,n,t,,f,s,w,,p,w,o,,k,,g
e,x,y,,,n,,,,u,t,b,,s,,,p,w,o,,n,,d
p,,s,n,f,y,f,c,,b,t,?,,s,,p,,w,o,e,,v,l
e,x,,,f,,,,b,p,,e,f,f,w,w,,w,,e,n,a,
p,,y,y,f,f,f,,b,p,e,b,k,,b,n,p,w,,,h,v,g
p,x,s,e,,y,f,c,n,,,?,s,k,p,w,p,w,o,,w,v,p
e,,f,g,,n,f,c,b,u,t,b,s,s,g,,,,o,,,v,d
p,,s,,t,,,,b,,t,b,f,f,w,,p,,o,,h,,
p,f,y,n,f,y,f,c,n,,t,,k,,w,p,p,,o,e,w,v,l
p,x,,g,f,,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d
p,x,s,e,f,f,f,,n,,t,?,k,s,,p,p,w,o,e,w,v,l
e,x,s,g,f,n,f,w,,p,,e,s,f,w,,,w,,e,,,g
p,,s,e,,y,f,c,n,b,t,,,s,w,,p,,,e,,,l
p,,s,n,f,s,f,c,n,b,t,?,s,s,w,,,w,o,e,w,,
e,x,f,g,t,,f,c,b,w,,b,,s,w,p,,w,o,p,,y,d
e,x,,g,t,n,,c,b,,t,b,s,,p,p,p,w,o,p,,v,
p,,s,,f,s,,,,b,,,s,,,,p,,o,e,,v,p
e,x,y,g,,n,f,,b,,t,,s,,p,g,p,,,,k,v,d
p,k,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,,o,e,w,v,
e,x,y,b,t,,,c,,w,e,?,s,,w,w,,,t,e,w,c,w
e,x,y,,t,n,f,c,b,u,t,b,s,s,p,,,,,p,n,y,d
p,x,y,,f,f,f,c,,g,e,,k,k,b,p,p,w,o,,,,
p,x,y,e,f,y,f,c,n,,t,?,k,k,,,p,w,,e,w,v,
p,,f,g,f,f,f,c,b,g,,b,k,k,b,b,p,w,,l,,y,p
p,,s,n,f,,f,c,n,b,t,?,k,,p,,p,,,,,v,
p,x,y,e,f,,f,c,n,,t,?,s,k,w,w,p,w,o,e,w,v,d
e,x,y,,t,l,f,,b,,e,,s,s,,w,,w,o,p,n,,m
e,x,,g,t,n,f,c,b,,t,b,s,s,,p,,,o,p,n,y,d
e,,f,,f,n,f,w,b,,e,?,k,s,w,w,p,w,t,,w,s,g
p,x,,p,f,,f,c,,n,,b,s,,w,w,p,,o,p,,,d
p,f,s,w,t,p,,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g
e,f,f,n,t,n,,c,b,w,t,b,s,s,p,,,w,o,p,k,v,
p,f,s,b,,,,c,,p,,,,f,w,w,,w,o,,h,v,u
p,x,s,n,,y,f,c,,b,t,?,,,,p,p,w,,e,w,,l
p,,s,e,f,y,,,,b,t,?,,,w,p,p,w,o,e,,,p
e,f,y,e,t,n,f,c,,n,t,b,,,g,,,w,o,p,,,d
e,,,n,f,,a,,,o,,,s,s,,o,p,n,o,p,o,,l
e,f,,e,t,n,,c,,p,,b,,s,p,g,p,,,,,,d
e,x,s,g,,,f,w,,,t,e,,f,w,,p,w,o,e,k,a,g
e,f,s,y,,l,f,w,n,p,t,b,s,s,,w,p,w,o,,,,
e,x,f,,,,f,w,b,n,,e,f,,w,w,p,,o,,k,s,
p,,s,n,f,,,,n,,t,,s,,w,,p,w,,,w,,l
e,x,,e,t,,,c,,,t,,,,p,,p,w,,,,v,d
e,,f,g,f,,,,n,p,e,,,s,,w,p,w,,p,k,,
p,x,f,g,f,f,f,c,b,p,e,b,k,k,b,p,,w,o,l,h,y,
p,,y,y,f,f,f,c,b,h,e,b,,k,,n,,w,o,l,,,
e,,s,n,,n,,w,,h,t,e,f,s,w,,,w,o,,,,g
e,,,y,,,f,c,b,g,,c,,s,,,p,,,p,n,n,m
e,,,g,,n,f,w,b,p,t,e,s,,w,w,p,w,o,,,a,g
e,x,y,e,t,n,f,,b,w,t,b,s,s,p,,p,,o,p,k,v,d
p,,,y,,,f,,b,h,,b,k,k,n,n,p,,o,l,h,,
p,k,y,e,f,f,f,,n,b,t,?,s,,,w,p,w,o,,w,v,p
p,,y,g,f,f,f,c,,p,e,b,k,k,b,p,p,w,,l,,v,p
p,,,g,,f,f,c,,h,,b,,s,,w,p,,,p,h,s,g
e,,y,e,t,n,f,c,b,,t,b,s,s,g,,p,,o,p,,,
e,,f,g,t,n,f,c,,,,,s,s,w,g,p,w,o,p,n,v,d
p,k,s,e,f,y,f,,n,b,t,?,k,k,,w,p,w,o,e,,v,l
p,x,,,f,s,f,,n,b,,?,k,k,w,p,,w,o,e,,v,p
e,b,s,y,t,,f,,b,w,,c,s,,w,w,,w,o,p,n,,
e,,,,f,,f,w,b,h,t,e,f,f,,w,p,w,o,e,,,g
p,f,y,y,f,f,f,c,,p,e,b,k,k,n,p,p,w,o,l,,y,
e,k,s,n,,n,a,c,b,,e,,,s,o,o,p,o,,p,o,c,l
p,x,y,,f,y,,,n,b,,?,s,k,,w,p,w,o,e,w,v,p
e,f,f,e,t,n,f,c,b,,t,b,s,s,p,,p,w,o,p,,v,d
p,x,y,y,f,f,,c,b,p,e,b,k,k,p,n,p,w,o,l,h,,p
e,x,s,w,,,f,w,,p,t,e,s,s,w,,,w,o,e,k,s,g
e,b,y,w,,l,f,c,b,,,c,,s,w,w,p,,,p,,n,m
p,k,y,e,f,y,f,c,n,b,,?,k,,w,w,,w,o,,,v,d
p,k,y,e,f,,,c,n,b,t,?,,k,,,p,w,,e,w,v,
p,k,s,e,f,y,f,c,n,b,t,?,,,p,p,p,w,,e,w,,p
e,,f,,t,n,,c,b,n,t,,,s,g,p,p,w,o,p,,,
e,b,s,y,t,,f,c,,w,,c,s,s,w,w,p,w,o,,,,g
p,,y,n,t,p,f,c,n,w,e,e,,s,w,w,p,w,o,,,s,g
e,x,y,g,,n,f,,,u,t,,s,,w,,p,w,o,p,k,y,d
p,x,,g,,f,f,,b,,,b,k,k,p,,,w,o,,h,,g
e,,f,e,,,f,c,b,u,,,,,p,,p,,,,k,,
p,x,y,y,f,,f,,,g,e,b,k,,n,,,,,l,,v,g
p,f,f,,f,f,,c,b,h,,b,k,,n,p,p,,o,l,h,,
e,,f,n,t,n,f,c,b,n,t,,,,w,w,p,w,o,p,,,
e,f,s,n,,n,a,,b,o,,?,,s,,,,,o,p,o,,l
p,x,,g,f,f,f,c,b,h,e,b,,,p,p,p,w,,l,h,y,p
e,f,f,n,t,,,c,b,,t,b,s,,,g,p,,,p,,,d
p,,,,f,s,f,,n,b,t,?,s,s,,w,p,,o,e,w,,p
p,f,y,g,f,,f,c,b,h,e,b,k,,,,p,,o,l,,,p
p,b,s,p,t,n,,c,,g,e,b,s,,w,w,,w,t,p,r,,m
p,,s,e,f,f,,c,,b,t,?,s,k,,w,p,w,,,w,,
p,x,y,e,f,f,f,c,n,b,t,?,k,,p,p,p,w,o,,,v,p
e,x,y,n,t,,f,c,,e,e,,s,,e,e,p,w,t,e,w,,
e,k,s,n,,n,,,b,n,e,?,,s,o,o,p,n,o,p,o,v,
e,,,w,t,a,f,c,b,k,e,c,s,s,,w,p,w,,,k,n,m
e,x,,,,n,f,,b,,t,b,s,s,p,,p,w,o,p,k,v,d
e,f,y,g,t,n,,,,u,t,b,,s,g,g,p,,o,p,n,y,d
e,f,f,e,,n,,,b,w,t,b,s,s,w,g,,w,o,p,,v,d
p,x,y,g,f,f,f,c,b,p,,b,k,k,n,,p,w,o,l,h,,
e,f,y,n,t,n,f,c,b,w,t,b,s,,,,p,w,o,p,,v,d
p,,s,e,f,f,f,c,n,,t,,k,,,w,p,w,o,e,w,v,l
p,f,s,w,t,p,f,c,,w,e,,s,,w,w,p,w,,p,n,s,g
e,,f,g,t,n,f,,b,p,t,,s,s,w,w,,w,,p,n,y,d
e,f,s,w,f,n,f,w,b,p,t,e,,,w,w,p,w,o,e,n,,g
e,,,n,,n,,c,,o,e,?,s,s,,o,,n,,p,y,c,
p,x,y,,f,f,f,c,b,p,e,b,k,k,n,,p,w,o,l,h,v,g
e,b,y,w,,a,,c,b,g,e,c,,s,w,w,,w,o,p,k,,g
e,f,,,,,f,w,,,,,,s,,w,p,w,o,,,s,g
p,f,y,y,,,f,c,b,p,e,b,k,k,n,,p,w,o,,h,y,d
p,,y,,f,f,f,,n,,t,?,s,k,p,w,p,w,o,e,w,,
e,f,y,,,,f,,,,t,b,s,s,p,w,p,w,o,,k,,d
p,f,,g,f,f,f,,b,,,b,k,k,n,p,p,,o,l,,v,d
e,f,s,,t,n,f,c,,w,e,,s,s,e,w,p,w,t,e,w,c,
e,,y,e,t,,,,b,,t,b,s,s,,w,p,,o,,,v,d
e,,y,u,f,n,f,,n,u,e,?,s,f,,w,,w,o,f,h,v,
e,f,f,,t,,,c,b,n,,b,,,,g,p,w,o,p,k,v,
e,f,s,,,n,f,w,b,p,,e,f,f,w,,p,,o,e,k,s,g
p,f,s,g,,f,f,,b,,,b,f,s,,w,p,w,,p,h,,g
e,,,y,t,,f,,b,,e,c,s,s,w,,,w,,p,n,n,g
p,f,,,f,,,c,,b,t,,,s,p,p,,,o,e,w,v,p
e,x,,e,,n,,c,b,,t,,,s,w,w,p,,,,k,,d
p,f,f,y,f,f,f,,b,,e,,k,,b,b,,w,,,h,,p
p,k,,n,f,,,c,,b,t,?,,s,w,p,p,w,o,e,w,v,p
e,,,b,t,n,f,c,b,,,?,s,s,w,e,p,,t,e,w,,w
p,,y,n,f,f,f,c,n,,,?,s,k,p,w,,w,o,,w,v,d
e,x,f,g,t,n,f,c,b,n,t,,,s,p,w,p,w,o,p,,,d
e,x,y,e,t,n,f,,b,u,t,,s,,p,w,p,,o,,,v,d
p,x,f,y,f,f,,c,,p,e,b,k,k,n,p,,w,o,l,h,,d
e,,f,g,t,n,,,,,t,b,,s,g,p,p,w,,,,,d
e,,s,,t,,f,c,,w,e,,s,s,e,w,p,,t,e,,c,w
p,f,y,y,f,,,c,b,,,b,k,,p,,p,w,o,l,h,v,
p,,y,e,,s,f,,n,b,,,s,,,,p,w,o,,w,v,p
p,,y,,f,f,,c,b,h,e,b,k,,b,n,p,,o,l,h,v,g
e,f,,n,,n,f,c,b,p,,,s,,w,p,p,w,,p,,y,d
e,,,w,t,,f,,b,g,,c,s,s,w,,p,w,,p,n,,m
e,x,y,,t,n,,,,w,e,,s,s,w,,,w,,p,w,,p
p,x,,,f,f,f,c,,g,e,b,,k,b,p,p,w,o,l,h,y,
p,x,y,n,,,f,c,n,b,,?,k,s,,p,p,w,o,e,w,,p
p,,s,n,,s,f,c,n,,,,,s,p,p,p,w,o,,,v,
e,f,y,n,t,n,f,c,b,p,,,,s,w,g,p,w,o,,k,y,d
p,x,f,,,,f,c,b,g,,b,k,k,b,b,,w,,l,h,v,
p,,y,,t,p,f,,n,w,,e,s,,w,,p,w,o,p,,s,g
e,b,s,n,,n,f,c,b,,e,,y,y,,n,p,w,t,p,w,y,d
e,f,s,w,f,n,f,w,b,,t,e,f,s,w,,p,w,o,e,n,a,
e,,y,n,,n,,,b,,t,,s,s,,w,,,,p,,v,d
e,x,,e,t,n,,c,b,u,,b,s,,,p,,w,o,p,n,,d
e,k,s,w,f,n,f,w,b,p,e,,,k,w,w,,w,,p,,s,g
e,x,s,y,t,,,,b,n,,c,s,,w,w,p,w,o,p,k,,m
p,,s,,f,s,,c,,b,t,,k,,p,p,p,w,o,e,w,,l
e,f,f,n,t,,f,c,,w,,,s,,w,,,,o,p,k,v,d
p,,y,,f,s,,,n,,,?,k,s,p,p,p,,o,e,w,v,p
p,k,y,,f,y,f,c,,,,?,,k,,w,,w,o,,,v,l
e,f,,b,,,f,c,b,e,e,?,s,s,e,e,p,,t,e,,c,w
e,,f,e,t,n,f,c,,p,,b,s,s,g,p,p,w,,p,k,,
p,x,,n,f,s,f,c,n,b,,?,k,s,,p,p,w,o,,w,v,
e,f,,n,f,n,f,,b,,,,f,s,,w,p,,o,e,n,a,g
p,,y,g,f,,,,b,,e,,,,,n,p,w,o,l,,v,p
p,x,y,g,f,,,,b,g,,,,k,p,b,,,o,,h,,g
p,x,y,n,f,s,f,c,n,b,t,,k,,,p,,,o,e,w,v,l
e,b,,,f,n,a,c,b,y,e,?,s,s,,o,p,o,o,p,b,,l
p,x,f,,f,f,,c,b,,,b,k,,p,,,w,,,h,v,g
e,k,,w,f,,f,w,,,,?,s,k,w,,p,w,t,,w,,
p,f,y,g,f,f,,,b,p,e,b,k,k,n,,p,,o,l,h,y,g
e,,,,,,f,c,,w,,,,s,g,,,w,,p,k,y,d
p,,y,g,f,f,f,,,g,e,,,k,p,,p,w,,,h,v,
p,x,y,g,,f,f,c,b,h,,b,k,k,b,p,p,w,o,,h,,g
p,k,y,,,s,f,c,n,b,,?,k,s,p,p,p,w,o,e,,v,p
e,,s,g,f,,f,w,b,h,t,,,f,w,,p,w,o,,,a,g
p,x,y,,,,f,,,,,?,s,,w,,p,w,o,,,v,p
e,,,g,,,,,,n,t,b,s,,p,g,p,w,,p,k,y,d
p,x,,y,f,f,f,c,,p,e,,,k,p,,p,w,o,l,h,y,d
e,x,,u,f,n,f,c,n,u,e,?,s,f,,,p,w,o,f,,v,d
e,x,y,,t,,,c,,u,t,b,s,,p,,p,w,o,p,n,y,d
e,,,n,t,n,,,b,,t,b,s,s,g,,,w,o,p,n,,d
p,f,,g,,f,,,b,g,,b,,k,,n,,,,l,,v,p
e,f,,n,,l,f,c,,p,e,r,s,y,w,w,p,w,o,p,,,g
e,x,y,g,,n,,,,u,t,b,s,s,p,p,p,w,,p,k,,d
e,k,y,p,t,,f,,b,e,,?,s,s,e,e,p,w,t,e,w,c,
e,,,y,t,a,f,w,n,,t,,,s,w,w,p,w,o,p,n,v,
e,x,s,g,f,,,,b,p,,e,s,,w,w,p,w,,e,k,a,g
p,x,s,n,f,y,,c,n,b,,?,k,s,,,p,,,e,,v,d
p,,y,e,,f,,c,,b,,?,s,k,w,p,p,w,o,,w,v,
p,,s,e,,y,,c,,b,t,,k,k,,p,p,w,o,,w,v,d
p,,y,e,f,s,f,,n,,t,?,k,k,p,p,p,w,o,e,w,v,
p,x,,n,f,y,,,n,,t,?,s,k,,w,p,w,o,,w,v,d
e,f,y,,t,n,f,c,,w,,?,,s,,,,,t,,w,c,w
e,f,y,n,,n,,c,,,t,b,s,,g,p,,,o,p,k,y,
e,b,,,,a,f,,b,n,e,,s,,w,w,p,,o,,n,n,
e,x,s,w,t,,f,w,n,,t,b,s,s,w,w,,w,,p,,v,d
e,f,,,,n,,,,n,t,b,s,s,,,,,,p,k,,d
p,f,s,w,t,,f,,,,t,b,f,s,,,,w,,p,h,,u
e,x,f,,,,f,w,,p,,?,s,,,,p,w,t,p,,s,g
p,,s,,f,y,f,c,n,b,,,s,,w,,p,w,o,,w,v,d
e,,f,e,t,n,,c,,p,t,b,s,,p,,p,w,o,p,n,,d
p,f,s,n,f,y,f,c,n,b,t,?,k,k,p,p,,w,o,,w,,
p,x,f,g,f,c,f,,n,,,b,,s,w,,p,w,o,p,n,s,d
p,k,,e,,,f,c,n,,t,?,s,k,w,w,p,,o,e,,,
p,,,g,f,,,c,n,,e,,s,s,w,,,,o,p,,v,d
p,f,f,,f,,,c,b,g,e,b,,k,n,,,w,o,l,,v,p
p,x,,b,,f,f,c,b,w,t,b,f,,w,w,p,,o,p,h,s,
p,f,s,n,,p,f,c,,p,e,e,s,,,w,,w,o,,n,v,
e,f,y,n,t,a,f,c,b,,,r,,y,w,w,,,,,,y,g
p,,f,y,f,f,f,c,b,p,e,b,k,k,p,n,,w,o,l,h,,p
p,f,y,,,,,c,b,g,e,b,k,k,b,,p,,o,,,y,
e,f,f,y,,,f,w,n,n,t,,s,s,w,w,p,w,o,p,u,v,
p,f,y,g,f,,f,c,b,,e,,,k,b,,p,w,o,l,,y,p
e,x,,,,n,f,c,b,n,,b,s,,w,,p,,,p,n,y,
p,,s,,,f,f,c,n,,t,?,s,s,w,p,p,w,,e,w,v,
e,k,,n,f,n,a,c,b,o,e,,s,s,o,o,,,o,p,,v,l
e,,,w,f,n,f,w,b,g,e,,s,k,,w,p,w,t,,,s,g
e,x,f,w,,n,f,w,b,h,t,,f,,w,w,p,,o,e,k,s,g
e,x,f,,,,,w,b,h,t,e,s,s,,w,p,w,,,k,a,
e,k,,,t,n,f,c,b,,e,,s,,w,e,p,w,t,,w,c,w
e,,s,n,f,n,,c,b,o,e,,s,s,o,o,p,n,o,p,y,v,l
p,x,y,,,p,,c,n,p,e,e,s,s,w,w,p,,,p,,s,
e,,,n,t,,,,,w,,b,s,s,g,g,p,w,o,p,k,,d
p,k,s,e,,y,f,,n,,t,,,,p,w,p,w,o,e,,v,
e,x,s,,f,,a,,b,,e,?,s,s,o,o,p,n,o,p,o,v,l
e,x,f,n,,n,f,,b,n,t,e,,f,w,,p,w,,e,n,,g
p,k,s,,f,f,f,,n,,t,?,k,,p,w,p,w,o,e,,v,p
p,x,y,n,f,,,c,,,t,?,k,s,p,w,p,w,,e,w,v,
e,x,s,,f,n,f,,b,k,,e,f,,w,w,,w,,,,,g
p,,,e,f,f,f,,,,t,?,k,k,w,p,,w,o,,w,,l
p,k,s,e,f,f,f,c,n,,,?,k,s,p,w,p,,,e,w,v,
e,f,y,p,t,n,f,c,,w,e,,s,,w,,p,w,,,w,,
p,f,,n,,f,,c,n,,t,?,,,w,w,p,,o,e,,,l
p,x,y,n,,y,,c,,,,?,,k,w,p,,w,o,e,w,v,
e,x,y,g,,n,f,c,b,w,,b,s,s,g,p,,w,o,p,,y,d
e,,s,w,,n,,w,b,p,e,?,s,k,w,w,p,,t,p,,,g
e,,,g,,n,f,c,,,t,,s,,w,p,p,w,o,,k,,d
p,,s,,f,s,,c,,b,t,?,k,k,,p,,w,,,w,,
p,f,,,t,f,f,,,p,t,b,s,f,w,,p,w,o,p,h,v,g
p,x,,n,f,s,f,,,b,t,,k,s,w,,p,w,,,w,v,d
e,f,y,,t,n,f,c,b,,t,b,s,s,,w,p,w,o,,k,v,d
e,,f,e,,n,f,c,,n,t,b,s,s,g,p,,w,,p,k,,d
p,,y,e,f,f,f,c,,b,,?,k,k,,p,p,,o,,w,v,
p,x,y,g,f,,f,c,b,,e,b,k,k,p,n,p,w,o,l,h,,g
p,f,,n,f,y,,,n,b,t,?,s,s,p,p,,w,o,e,w,v,d
e,f,,e,t,,f,,b,,t,b,s,s,w,g,p,w,o,,n,v,
e,b,s,y,,,f,c,b,g,e,c,s,,w,w,,w,o,p,k,n,
e,b,,,t,l,f,c,b,k,,,s,s,w,w,p,w,,p,n,s,
p,x,y,y,f,,,c,b,g,,b,,k,b,b,p,w,,,h,y,p
e,f,s,b,t,n,f,c,,w,e,,s,s,w,w,,,t,e,,c,w
p,k,s,n,f,f,f,,n,b,t,?,s,k,,w,p,,o,,w,,p
e,f,f,,,n,f,,,u,,b,,s,,p,p,w,o,p,k,y,d
p,f,y,,,n,f,c,n,,e,,k,y,w,n,p,,,e,,,
e,f,s,w,,n,f,,b,n,,e,,s,w,w,,w,o,,k,s,g
p,x,s,g,,f,f,c,,,,b,,f,,w,p,w,o,p,h,s,g
e,f,y,g,t,,,,,,t,b,,s,g,g,p,w,o,p,,y,d
e,x,,p,,,f,,b,e,e,,,s,e,,,,t,e,w,,w
p,x,,y,,,f,c,b,,,,k,,b,p,p,w,o,l,h,,
e,x,,e,t,n,,,b,p,,,s,s,,p,,w,,p,,,d
e,f,y,,t,,f,c,b,,t,b,s,s,w,w,,w,o,,n,,
p,f,s,,t,n,,c,b,,,b,s,s,w,w,,w,t,p,,v,
p,f,s,e,f,f,,c,n,b,t,,,s,p,p,p,w,,e,w,,l
p,f,,e,,y,,,,b,,?,,k,,p,,,o,,w,v,l
e,b,,g,f,,,,,w,e,,,k,,w,p,w,,,w,n,
e,x,y,,t,,f,,,w,,b,s,s,g,w,p,,o,p,k,y,
e,b,,w,,l,f,c,,g,,c,s,s,w,w,p,w,o,,k,s,
e,x,y,,,,f,c,b,n,t,,,,w,w,p,,o,p,k,y,d
p,f,y,,f,,,c,n,b,t,?,,k,p,w,p,w,o,e,w,v,d
e,,f,,t,,,c,,w,t,b,s,,w,g,,w,o,p,k,,d
e,x,,n,,,f,,b,,t,e,,,w,w,p,w,o,e,k,s,g
p,,s,e,,f,f,c,n,b,,,k,s,w,p,,,,e,w,,d
p,f,,,f,y,f,c,n,,t,,k,,w,w,,,o,e,w,v,
p,f,s,,f,,,c,n,,t,?,,,,p,p,w,,e,w,v,l
e,x,f,,f,n,f,c,,n,e,e,s,s,w,w,p,,,,n,,u
e,f,f,,t,,f,c,b,,,b,s,,w,,p,,o,p,k,y,d
e,b,y,,t,l,,c,,w,,c,,s,w,w,p,,,,k,n,g
e,,s,,t,a,f,,b,n,e,,s,,w,w,,w,o,p,n,,g
p,f,f,g,f,f,f,,,g,e,b,k,k,b,p,p,w,o,,h,y,
p,x,,n,f,,,c,n,,t,?,k,k,w,p,,w,o,,w,v,
e,x,s,y,t,,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m
p,x,y,,f,y,,,n,b,t,,s,,p,p,p,w,,,,,p
p,x,f,y,f,f,f,c,b,,e,b,k,k,,p,p,w,o,l,h,,p
p,,f,,f,f,f,,,g,e,b,k,k,b,b,,,o,l,h,v,g
p,f,,y,f,f,f,,b,g,,,k,k,p,,,w,o,l,h,v,
e,s,f,g,f,n,f,,,,e,,,s,,,p,w,,,n,v,
p,x,s,,,y,f,c,n,b,t,?,k,k,,,p,,o,e,,v,l
e,x,f,n,t,,f,c,,p,t,b,,s,w,g,,w,o,p,,y,d
e,f,y,,,n,f,c,b,w,t,b,s,,,w,,,o,p,k,v,
e,,y,w,,,,c,b,,e,,s,,w,,p,w,o,p,k,,
e,x,,,t,,f,,b,,,,s,,w,,,,o,,n,y,
p,,,w,,,f,c,n,p,,,s,s,,w,p,,o,p,n,v,g
e,,s,n,,,f,w,,,t,e,s,,w,w,p,w,o,,,a,g
p,k,s,,,,f,c,n,b,t,,k,s,p,,,w,,e,,,p
p,f,y,n,f,f,,c,n,,,?,,k,,,,w,,e,w,v,l
p,,y,g,,,f,c,b,p,e,b,,,b,n,p,w,o,l,h,y,d
p,k,,e,,,f,c,,,,,k,s,w,p,p,w,o,e,w,,
e,x,,n,f,n,,,b,h,t,,s,s,,w,,w,o,,,a,g
p,,,w,,f,,,,h,,b,,s,,,p,w,o,p,,,u
p,k,y,n,f,,,,n,,t,?,s,,p,,p,,o,e,w,v,
p,x,f,,f,f,,c,b,h,,b,k,,b,,p,w,o,l,h,,d
p,,,e,f,f,f,,n,,,,,k,,,p,,o,e,w,v,p
p,f,y,w,t,p,f,,n,,e,,s,,w,w,p,w,,,n,v,g
e,,y,n,t,a,,c,b,n,,r,s,y,w,,p,,o,,n,s,
e,x,f,,,n,f,,,w,,,s,s,,,,w,,,,v,d
e,x,f,n,t,,f,c,b,p,,,,s,p,p,p,,o,p,n,y,d
e,x,,y,t,a,f,c,b,k,e,c,s,s,w,,p,w,o,p,k,s,g
p,f,y,g,,f,f,c,,,,b,k,,n,,p,w,o,l,h,,d
e,,f,,t,n,f,,b,u,t,b,s,s,p,w,p,w,,,k,y,
p,x,,,f,f,f,c,b,h,e,b,,,p,p,,w,o,l,h,,p
p,f,s,e,f,,f,c,,b,t,?,,k,w,,p,w,o,e,,,d
p,,y,n,,s,f,,n,b,t,,,k,w,p,,w,o,e,w,v,
e,x,s,w,,,,c,b,k,,c,s,s,,w,,w,o,p,k,n,m
p,f,y,n,f,,f,c,n,,t,?,,s,w,p,,w,o,e,w,,l
e,x,y,n,t,,,c,b,,t,b,,s,w,,p,w,o,p,,v,
p,f,f,,f,,f,c,,,e,,,k,,,,w,o,,h,v,d
e,x,f,n,f,n,f,w,b,k,t,e,,s,w,w,p,,o,e,k,a,
p,,,,f,,f,,n,b,t,?,k,k,w,,p,w,,e,w,,
p,,y,w,t,p,f,c,n,n,,e,s,,w,w,p,w,o,p,k,s,
p,,,,f,c,f,c,,,,b,s,s,,w,p,w,o,p,n,,d
p,x,s,e,,s,f,c,n,b,t,?,,,p,p,,w,o,e,w,v,
p,f,,g,,f,f,c,b,g,e,b,,k,,b,p,,,l,,y,
e,,f,,f,,f,w,b,w,,,,,,w,p,w,,p,w,s,g
e,x,,n,f,n,a,c,,,e,?,,s,o,,p,o,o,p,b,v,
p,f,f,y,,f,f,c,b,,,b,,k,b,,p,,,,,v,d
e,x,f,,t,,,c,,w,t,b,,s,p,,p,w,o,p,,v,d
p,x,,g,f,f,f,c,b,h,,,k,k,,,,w,o,l,h,v,p
p,f,y,,,,,c,,b,t,?,,k,p,w,,w,,e,w,v,d
e,x,y,e,t,,f,,b,w,t,,s,,g,g,,w,o,p,n,,d
e,x,f,n,t,n,f,,b,w,t,b,s,,,w,p,w,o,p,k,y,
e,x,,y,,,f,c,b,p,e,,s,y,w,,p,,o,p,,y,
p,,,,f,y,f,c,n,b,,,s,s,p,p,p,w,o,e,,,p
p,f,f,g,f,f,,c,b,p,e,,k,k,n,,p,,o,l,,v,
