LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
160000.0,,,,,,,,0.0,,0.0,,78013.0,,,19928.0,,,,1000.0,,1000.0,1000.0,0
120000.0,1.0,3.0,2.0,50.0,,,,2.0,,,118506.0,,,122242.0,,,,,1609.0,5000.0,,5000.0,0
,,,1.0,,,0.0,,0.0,,,234304.0,229519.0,,234928.0,160765.0,,,,9260.0,,5475.0,5520.0,0
50000.0,,,,27.0,,,,0.0,0.0,,,,,,,,,1200.0,,,0.0,,1
260000.0,2.0,,2.0,,-1.0,,0.0,,,,,,67107.0,28081.0,12767.0,4200.0,3008.0,2005.0,,,2200.0,1000.0,0
60000.0,2.0,1.0,,,2.0,,0.0,0.0,,,,19625.0,,,23005.0,,,,1664.0,,,900.0,1
200000.0,2.0,5.0,3.0,40.0,0.0,,0.0,,0.0,,,211608.0,197824.0,,,3480.0,7263.0,,9117.0,,,1998.0,0
,,,1.0,,2.0,2.0,,,2.0,-2.0,2500.0,2500.0,2500.0,2500.0,0.0,,0.0,0.0,,0.0,,0.0,1
,2.0,,,24.0,,,,,2.0,0.0,35225.0,,36606.0,,37296.0,,,1600.0,,0.0,,1500.0,1
450000.0,,1.0,,52.0,,,,,,,,393535.0,,,,138389.0,15000.0,,20101.0,7000.0,5750.0,10000.0,0
200000.0,1.0,1.0,,,-1.0,,-2.0,-2.0,-1.0,,3253.0,3969.0,-8.0,,4255.0,2010.0,4005.0,326.0,2323.0,4264.0,2028.0,,0
140000.0,,,2.0,23.0,0.0,0.0,,,0.0,0.0,,,20729.0,15583.0,,7365.0,4000.0,5000.0,,0.0,147.0,,0
,1.0,1.0,,,,-1.0,-1.0,,-1.0,-1.0,1832.0,1074.0,1002.0,711.0,420.0,,1074.0,,711.0,420.0,1572.0,0.0,0
,2.0,,1.0,37.0,,0.0,,,0.0,,,,86905.0,,79842.0,,8000.0,,,3000.0,,17000.0,0
,1.0,,1.0,,1.0,2.0,0.0,,,0.0,,45727.0,45515.0,,4220.0,,0.0,,,,,,0
230000.0,,2.0,,34.0,-2.0,,-2.0,-2.0,-2.0,,0.0,0.0,615.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0
,2.0,2.0,,31.0,2.0,2.0,0.0,,,,17606.0,,,19325.0,20855.0,,0.0,,,,,1000.0,0
210000.0,,3.0,,47.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,,,,,,8967.0,3623.0,10362.0,8751.0,,8967.0,,1
,,,,,-1.0,,-1.0,-1.0,,0.0,3316.0,,6186.0,,7173.0,,3446.0,6186.0,6695.0,4000.0,955.0,2401.0,0
400000.0,2.0,,,,0.0,,2.0,,0.0,0.0,,,126819.0,104430.0,,,10700.0,3.0,3050.0,,3200.0,2800.0,0
,2.0,2.0,2.0,24.0,0.0,,0.0,,0.0,,,,50934.0,,8390.0,48679.0,,,1137.0,799.0,41933.0,1943.0,1
210000.0,,2.0,2.0,41.0,-2.0,,,-2.0,,,0.0,,0.0,,0.0,0.0,8333.0,0.0,,0.0,,,0
,,,2.0,,,0.0,,,0.0,0.0,32781.0,31702.0,,18948.0,18830.0,19358.0,1489.0,1326.0,642.0,2000.0,,1000.0,1
180000.0,2.0,1.0,,28.0,,,0.0,0.0,0.0,,20098.0,,,,,,3000.0,,,,0.0,550.0,0
20000.0,,,2.0,,,,0.0,-2.0,,-2.0,,10400.0,,,0.0,,1400.0,,,,0.0,0.0,0
50000.0,1.0,,,59.0,0.0,0.0,,0.0,,,50739.0,50142.0,,,16853.0,18401.0,1500.0,,,1000.0,2000.0,,0
50000.0,,,2.0,,2.0,,2.0,,,0.0,22578.0,,23046.0,23314.0,23801.0,24354.0,1800.0,,950.0,862.0,,,0
,2.0,3.0,,,2.0,0.0,0.0,,0.0,0.0,70963.0,,70850.0,70823.0,,70828.0,,2615.0,,3000.0,,3000.0,1
,2.0,,1.0,,,0.0,,0.0,,,,44626.0,40928.0,,29156.0,,2126.0,2104.0,990.0,1200.0,1654.0,,0
,2.0,,,,,2.0,,0.0,,2.0,,,,,3547.0,221.0,0.0,1000.0,500.0,1000.0,0.0,1000.0,0
,1.0,1.0,,27.0,,,,,2.0,,,,27176.0,,29099.0,31601.0,5000.0,8000.0,,,,3000.0,1
10000.0,2.0,3.0,,36.0,0.0,0.0,,0.0,,0.0,,6157.0,7172.0,8048.0,8318.0,8679.0,,,1000.0,,,,0
210000.0,2.0,1.0,2.0,,-1.0,,,-1.0,2.0,-1.0,27371.0,871.0,,,,1666.0,,871.0,2042.0,,,316.0,0
210000.0,,2.0,,,-1.0,,,,,-1.0,4206.0,,,,626.0,626.0,3980.0,7509.0,,0.0,626.0,,0
,2.0,,1.0,,,-2.0,,-1.0,,,-49.0,,-1027.0,,,,0.0,0.0,,0.0,1500.0,0.0,1
,1.0,,2.0,59.0,0.0,,0.0,0.0,0.0,,28372.0,29152.0,,29593.0,27952.0,0.0,,,788.0,,,,0
360000.0,,1.0,2.0,30.0,,-1.0,-1.0,-2.0,,,0.0,,0.0,,0.0,0.0,2500.0,,,,0.0,,0
100000.0,,,,25.0,0.0,,,,,,49199.0,48285.0,390.0,,,390.0,1000.0,,390.0,,,390.0,0
230000.0,2.0,,2.0,,-1.0,,,,,-2.0,900.0,1945.0,0.0,,0.0,,1945.0,0.0,0.0,,0.0,1720.0,0
,,,,27.0,-1.0,-1.0,,,,-1.0,,,1307.0,,,,2000.0,2500.0,,4100.0,,5000.0,0
240000.0,1.0,,,,0.0,0.0,2.0,,0.0,,45971.0,49321.0,48370.0,49660.0,53090.0,,,,2000.0,4000.0,,2000.0,0
,,,2.0,36.0,0.0,,,,,0.0,,,,275361.0,268871.0,256974.0,21041.0,1514.0,9122.0,9518.0,9209.0,10213.0,0
360000.0,2.0,,,27.0,,0.0,,,,,,,,,,,20000.0,,19355.0,,10000.0,,0
,1.0,3.0,1.0,,0.0,,,,-1.0,-1.0,,,,,0.0,,1000.0,390.0,,,,,1
30000.0,,1.0,,,0.0,,,,0.0,0.0,2880.0,,2280.0,248.0,,-150.0,,,,0.0,0.0,0.0,1
,2.0,,1.0,,,,0.0,0.0,,0.0,84963.0,83958.0,84906.0,85690.0,,87996.0,,,,3158.0,4704.0,,0
,2.0,,,,0.0,0.0,0.0,0.0,0.0,,12118.0,,,7061.0,,,2000.0,1114.0,1493.0,20000.0,1000.0,700.0,0
,,,1.0,47.0,0.0,,,,0.0,,,69475.0,69651.0,68255.0,,,3209.0,2913.0,2435.0,2300.0,,,0
,,,2.0,,,,,,-2.0,-2.0,,,,,,,0.0,0.0,0.0,,0.0,,0
140000.0,,3.0,2.0,,,,,0.0,0.0,0.0,,,,,,68070.0,3000.0,,2000.0,,,3000.0,1
,,3.0,,,,,-1.0,-1.0,-1.0,,,,8833.0,,14239.0,9562.0,,8840.0,9954.0,,9584.0,26023.0,0
,2.0,,2.0,53.0,-2.0,,-2.0,,,,-200.0,-200.0,,0.0,,0.0,,0.0,,,0.0,,0
200000.0,,2.0,1.0,28.0,,,-1.0,-1.0,-1.0,-1.0,,2658.0,150.0,,2853.0,,2658.0,,,2853.0,,,0
100000.0,,2.0,,40.0,-1.0,-1.0,,0.0,-1.0,-1.0,,326.0,652.0,,326.0,326.0,,652.0,,,326.0,652.0,0
,2.0,,2.0,41.0,-1.0,,-1.0,-1.0,,-1.0,,,980.0,,2473.0,,6891.0,,4059.0,,,,0
,2.0,2.0,,31.0,,,-2.0,-2.0,-2.0,,6015.0,,2760.0,,7680.0,,,26058.0,3474.0,,7860.0,9333.0,1
,,,1.0,,,,,,,,,,,7402.0,,11351.0,,3038.0,3007.0,5005.0,2056.0,2826.0,0
,2.0,1.0,,42.0,0.0,,0.0,0.0,0.0,0.0,,357516.0,,307974.0,,289763.0,15917.0,,1000.0,,,,1
,,1.0,1.0,,0.0,0.0,,,0.0,,47603.0,,,60607.0,,20412.0,,3003.0,,,,,0
60000.0,2.0,,2.0,,,,,0.0,,0.0,,41935.0,30077.0,30246.0,30257.0,29768.0,2000.0,,2300.0,2000.0,3000.0,,0
,,,2.0,,0.0,,0.0,0.0,,,79461.0,75952.0,,79494.0,,,3000.0,3000.0,4000.0,,,4000.0,0
20000.0,,2.0,,27.0,0.0,,0.0,,,,16679.0,14921.0,,,,5775.0,,2360.0,500.0,1000.0,,2000.0,0
20000.0,2.0,,2.0,,,0.0,,,0.0,,,,,18845.0,,,1415.0,3600.0,,700.0,,,0
490000.0,,2.0,1.0,30.0,,0.0,0.0,0.0,0.0,0.0,,,201666.0,205798.0,,,,,7306.0,,6429.0,,0
,2.0,,2.0,,0.0,,,,0.0,0.0,225931.0,229787.0,,,145825.0,140249.0,,8182.0,6576.0,,5095.0,5172.0,0
,,,,28.0,0.0,,,,0.0,0.0,29195.0,,31250.0,31962.0,,,3650.0,0.0,,,,1221.0,0
420000.0,1.0,,2.0,,,,0.0,,-1.0,-1.0,,,,14966.0,5676.0,,,3000.0,,5676.0,,4192.0,0
,1.0,,1.0,48.0,,,,,,,23424.0,,,23241.0,,,,3000.0,,5000.0,0.0,,0
100000.0,1.0,,,36.0,,,0.0,0.0,0.0,2.0,,,,,49192.0,51391.0,,,3120.0,6218.0,,,0
410000.0,,1.0,,28.0,0.0,0.0,,0.0,,,82735.0,,,,68703.0,,10000.0,6000.0,4000.0,5000.0,,3000.0,0
,,,2.0,31.0,-1.0,,2.0,,-1.0,-1.0,8748.0,,2272.0,6040.0,,1200.0,,,6080.0,6688.0,,0.0,0
,,2.0,0.0,37.0,0.0,0.0,0.0,,,0.0,,38433.0,38870.0,,,28021.0,35888.0,,891.0,1000.0,1098.0,,0
200000.0,1.0,,2.0,32.0,,,,0.0,0.0,,270160.0,275565.0,282023.0,,,271381.0,11000.0,12003.0,,,,11004.0,0
,2.0,6.0,,,0.0,0.0,,,0.0,0.0,198595.0,194734.0,190447.0,187224.0,183641.0,,7003.0,,7000.0,6510.0,,6001.0,0
,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,203979.0,204712.0,,152992.0,,7500.0,8000.0,,6000.0,5200.0,5000.0,0
,,,,,-1.0,,-1.0,-1.0,-1.0,,6297.0,,17038.0,5169.0,,2328.0,,,,14008.0,,,0
,,,1.0,,,,0.0,0.0,,,,21887.0,,,4950.0,4661.0,,1241.0,,2025.0,,,1
,,1.0,,,,2.0,2.0,2.0,,2.0,,,,72487.0,73591.0,,,,,2900.0,2900.0,,1
50000.0,2.0,,,31.0,,,0.0,0.0,0.0,,,50724.0,,19703.0,19345.0,20106.0,,,,,,844.0,0
,2.0,,,28.0,,0.0,0.0,,-1.0,,,,0.0,150.0,,,2000.0,,,,106155.0,,0
,,1.0,,33.0,0.0,,,,,,5602.0,48329.0,,31219.0,,,48329.0,2287.0,1500.0,4962.0,815.0,,0
,1.0,1.0,,,0.0,,,0.0,,,,7032.0,14244.0,,16161.0,11106.0,,12500.0,3000.0,4000.0,2000.0,2000.0,0
100000.0,,2.0,1.0,,,,,,-2.0,-2.0,28428.0,29753.0,,0.0,,,,1900.0,,,,,0
210000.0,1.0,1.0,1.0,,-1.0,-1.0,,-1.0,,-1.0,2827.0,,4412.0,,,4075.0,3527.0,4425.0,,3588.0,,,0
,,1.0,,37.0,,,0.0,0.0,0.0,0.0,,57589.0,,44396.0,,,2050.0,15000.0,,,,,0
,,,1.0,,,,,-2.0,-2.0,-2.0,,,,22048.0,20926.0,13187.0,80191.0,37417.0,,20926.0,13337.0,,0
200000.0,,1.0,1.0,,0.0,0.0,0.0,,,0.0,156683.0,,,,150829.0,,,,,,7026.0,,0
30000.0,,1.0,,,,0.0,,0.0,0.0,0.0,,26088.0,27032.0,26723.0,23143.0,,,,,,1204.0,,1
200000.0,2.0,2.0,2.0,35.0,-1.0,-1.0,,,,-2.0,1709.0,,,0.0,,,2400.0,675.0,0.0,,0.0,,0
130000.0,2.0,5.0,2.0,27.0,0.0,0.0,,,0.0,,,107599.0,,,114472.0,117556.0,4000.0,,,4200.0,,5000.0,0
300000.0,1.0,2.0,2.0,,-2.0,,,-2.0,-2.0,-2.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,1
,2.0,,2.0,38.0,,,-2.0,,,,0.0,780.0,,0.0,,,780.0,0.0,0.0,0.0,0.0,,1
200000.0,,,,36.0,,-1.0,-1.0,,,-1.0,473.0,,5122.0,,,,4528.0,5122.0,0.0,,,,1
280000.0,2.0,2.0,,,0.0,0.0,,0.0,,,66749.0,,,,,,3001.0,,,2420.0,,2326.0,0
340000.0,,,2.0,,,0.0,0.0,0.0,,0.0,,167331.0,,104501.0,102700.0,,,,8015.0,,15000.0,,0
,,1.0,,,,-2.0,,-2.0,,-2.0,203.0,,,,-10.0,,,667.0,,,,,0
200000.0,1.0,2.0,2.0,,0.0,,,,,2.0,13124.0,11774.0,6328.0,,,,,6336.0,10.0,,39.0,1087.0,0
,,,2.0,,,0.0,0.0,0.0,,0.0,,,,,,57497.0,,,5000.0,6000.0,10000.0,,0
110000.0,1.0,,2.0,51.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,2500.0,,1800.0,2000.0,,,0
,1.0,,1.0,55.0,,2.0,,,-1.0,-1.0,,,,,2150.0,,0.0,,1000.0,2150.0,,,0
140000.0,,2.0,,40.0,,0.0,0.0,0.0,0.0,0.0,,,,41202.0,,36335.0,5148.0,3216.0,,3000.0,,,0
140000.0,1.0,,,,,0.0,0.0,0.0,,0.0,31367.0,,,20989.0,17125.0,,,10018.0,2009.0,,,,0
200000.0,2.0,,2.0,,,-2.0,,,-2.0,-2.0,,,,0.0,0.0,,,,,,0.0,,1
200000.0,,,1.0,,,,0.0,0.0,0.0,-1.0,,,44974.0,,,,30000.0,,2000.0,,16332.0,15833.0,0
470000.0,1.0,2.0,1.0,,,,,,,,,,,,,125866.0,6600.0,,5100.0,4726.0,4555.0,4375.0,0
430000.0,2.0,,,37.0,0.0,0.0,,,,0.0,17800.0,18175.0,,11073.0,,,,2000.0,1030.0,2350.0,,1150.0,0
20000.0,2.0,,,,0.0,0.0,,0.0,0.0,0.0,18650.0,15456.0,16504.0,,,,1300.0,1300.0,,,,,0
310000.0,2.0,2.0,,,-2.0,-2.0,-2.0,,0.0,,100648.0,-2000.0,3500.0,159028.0,162372.0,,,6000.0,,,5921.0,6130.0,0
50000.0,,1.0,2.0,28.0,,0.0,,,,,,,,,,,,5000.0,5000.0,,,0.0,0
130000.0,2.0,,1.0,30.0,,,0.0,,-1.0,-1.0,,10264.0,,,,0.0,,,3990.0,3000.0,0.0,,0
400000.0,,,,,,-1.0,-1.0,,,,3716.0,,,743.0,516.0,200.0,,273.0,,,,422.0,0
,,3.0,,41.0,0.0,0.0,,,0.0,0.0,32581.0,,33481.0,33683.0,34227.0,,2000.0,,1138.0,1806.0,1383.0,,0
,2.0,,1.0,40.0,-2.0,-2.0,,,,-2.0,14472.0,,0.0,,0.0,,,0.0,,0.0,,,0
,2.0,,,,,,,0.0,-2.0,,170379.0,,,,0.0,0.0,6600.0,,,,,0.0,0
,,,2.0,30.0,,,-1.0,-2.0,,-2.0,,,0.0,0.0,0.0,0.0,,,,,,0.0,1
,1.0,,2.0,,,,,,0.0,0.0,7816.0,7542.0,8561.0,,,,,1149.0,1159.0,349.0,,,0
20000.0,2.0,2.0,,26.0,,0.0,0.0,0.0,2.0,0.0,17679.0,16720.0,,,18804.0,,,1277.0,,0.0,1000.0,,1
,1.0,3.0,2.0,,2.0,,2.0,,,2.0,3983.0,4764.0,,,,8019.0,1000.0,1000.0,,,,,1
,2.0,,,23.0,,,3.0,3.0,,0.0,5699.0,,8164.0,7889.0,7614.0,,,,,,500.0,900.0,1
160000.0,,2.0,2.0,,,,-1.0,-2.0,,-2.0,0.0,418.0,,0.0,,0.0,418.0,0.0,,0.0,0.0,,1
100000.0,,2.0,2.0,,,,,0.0,,0.0,,44843.0,,,,46799.0,,,,1696.0,1685.0,,0
,,,1.0,,-1.0,,,,,,,1879.0,,617.0,,0.0,,,617.0,3.0,,0.0,0
140000.0,,2.0,,35.0,1.0,2.0,,,0.0,,148305.0,141907.0,,,,112318.0,,7000.0,3923.0,4000.0,4100.0,,0
370000.0,,2.0,,,,,,0.0,,,201666.0,,192231.0,,191019.0,,7094.0,8500.0,,6500.0,,7000.0,0
,2.0,1.0,,,,0.0,,,-1.0,,9582.0,6803.0,7198.0,,,,1818.0,,7023.0,,,,0
,,,1.0,,1.0,,,-2.0,,-1.0,0.0,0.0,,,0.0,,0.0,0.0,,,,0.0,0
,2.0,,,,0.0,,0.0,,,0.0,263796.0,268765.0,,,,,11320.0,,7600.0,,,,0
,1.0,1.0,2.0,30.0,0.0,,,,0.0,,333930.0,,,295747.0,,,,,15000.0,10000.0,,12000.0,0
,,2.0,2.0,,,,0.0,0.0,,,,,28183.0,,27062.0,28703.0,2000.0,2000.0,1400.0,2000.0,,2500.0,0
,1.0,2.0,,,,,,,,,,,,,,,2500.0,800.0,,1000.0,800.0,6720.0,0
50000.0,,,,,0.0,0.0,0.0,0.0,,,,13743.0,14777.0,,10777.0,,1600.0,1605.0,2000.0,,,,1
,,,1.0,45.0,,,,,,,,5015.0,,531.0,9766.0,10042.0,,,,9354.0,438.0,200.0,0
,1.0,,1.0,,,0.0,,,,,61454.0,61808.0,62290.0,,,17643.0,,,1336.0,2232.0,,348.0,1
120000.0,1.0,,,,0.0,0.0,0.0,0.0,,,,53862.0,,45373.0,,,2058.0,,10000.0,,1704.0,1920.0,0
30000.0,1.0,2.0,,26.0,,,2.0,,,0.0,31305.0,,30789.0,29504.0,,29695.0,0.0,,0.0,,1078.0,1243.0,1
,2.0,,,,,0.0,,0.0,2.0,2.0,8476.0,9677.0,10715.0,,12709.0,,,,3000.0,0.0,,,0
,2.0,,,23.0,,0.0,0.0,0.0,,0.0,,46403.0,38343.0,32214.0,17292.0,,,2046.0,,,,,0
240000.0,1.0,,,55.0,1.0,4.0,,2.0,2.0,2.0,,,,95475.0,,98699.0,,,,3600.0,3800.0,,1
,,2.0,2.0,,0.0,-1.0,-1.0,,-1.0,-1.0,10700.0,,900.0,704.0,,150.0,,,1094.0,2420.0,150.0,,0
,1.0,1.0,,,0.0,0.0,0.0,0.0,,0.0,,,,222336.0,,130672.0,,100448.0,7015.0,,,4000.0,0
360000.0,2.0,2.0,,38.0,0.0,,0.0,0.0,,,,,43956.0,44972.0,,,,,,1642.0,,1709.0,0
80000.0,,1.0,2.0,,0.0,0.0,0.0,,,0.0,16936.0,17963.0,18976.0,19660.0,20343.0,21003.0,1303.0,1316.0,,,,933.0,1
,,3.0,0.0,37.0,,,-2.0,,,-2.0,,3087.0,5210.0,,,,3087.0,5215.0,,4785.0,1968.0,0.0,0
40000.0,2.0,,,,,0.0,0.0,2.0,,,37539.0,,41217.0,,39135.0,37235.0,,,,,3000.0,,1
30000.0,2.0,,,,,,,,0.0,0.0,22236.0,,24583.0,,,25791.0,1696.0,,,,929.0,,0
,,,1.0,,-2.0,-1.0,2.0,,,-2.0,0.0,,,2754.0,17557.0,1144.0,1541.0,4.0,,17557.0,1144.0,,0
,2.0,2.0,2.0,26.0,0.0,,,0.0,,,,,263847.0,,,,9800.0,9800.0,,,7532.0,,0
,,,,25.0,,,-2.0,-2.0,,,,1347.0,3969.0,,3569.0,,1377.0,4122.0,,,,,0
50000.0,1.0,3.0,,35.0,,0.0,0.0,0.0,,,,39891.0,41945.0,44064.0,45182.0,,2000.0,2381.0,,1500.0,,0.0,0
,,2.0,1.0,,0.0,0.0,0.0,2.0,0.0,,271305.0,268368.0,,,245234.0,243238.0,,20303.0,,,,,0
90000.0,,2.0,1.0,,0.0,0.0,,0.0,0.0,,,,,27132.0,,37900.0,,6000.0,5000.0,,,2000.0,0
,1.0,,2.0,31.0,0.0,0.0,,0.0,3.0,2.0,50244.0,,,58245.0,,55691.0,1835.0,,,,0.0,,0
,2.0,,,40.0,,,,,,,,,0.0,0.0,,660.0,,,,,,,0
30000.0,2.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,20523.0,,22535.0,,11400.0,3000.0,3102.0,3008.0,,,0.0,0
230000.0,,,,,-2.0,,,,,-2.0,,4106.0,2562.0,,394.0,,,,6286.0,394.0,,3129.0,0
280000.0,,,2.0,35.0,-1.0,2.0,2.0,-1.0,,,199.0,199.0,,,536.0,982.0,0.0,,,,982.0,601.0,0
,,,2.0,32.0,-2.0,-2.0,,,,,,-2.0,-2.0,499.0,,1248.0,,,,285.0,,99.0,0
,2.0,,,38.0,,-1.0,,-1.0,,-1.0,,710.0,,,,640.0,710.0,,,0.0,640.0,0.0,0
200000.0,,1.0,1.0,42.0,,-1.0,2.0,,,-1.0,796.0,770.0,770.0,5259.0,1329.0,,,,,,2280.0,,0
,,2.0,1.0,,,0.0,0.0,0.0,,,75113.0,,,,22260.0,,,2202.0,,1500.0,1500.0,,0
240000.0,2.0,,2.0,,-1.0,-1.0,-1.0,,,,2638.0,,2276.0,1486.0,1776.0,,,2276.0,1486.0,,2308.0,,1
,2.0,,2.0,,2.0,0.0,0.0,0.0,0.0,,61245.0,109943.0,,,213831.0,,50016.0,,10071.0,,8018.0,8809.0,1
360000.0,2.0,,1.0,,-1.0,-1.0,,,-1.0,-1.0,10000.0,17444.0,17165.0,10000.0,,10000.0,,,10000.0,10000.0,10000.0,0.0,0
40000.0,2.0,,,,,,2.0,2.0,2.0,2.0,,24326.0,,,,,,,,,,0.0,1
110000.0,,,1.0,,2.0,,2.0,2.0,2.0,2.0,,91999.0,,94376.0,,98072.0,8500.0,2200.0,5000.0,,3400.0,4000.0,1
330000.0,2.0,,2.0,,,,,0.0,0.0,,203.0,,39927.0,53430.0,44798.0,,1503.0,40003.0,15000.0,0.0,,,0
10000.0,,,1.0,30.0,,,0.0,3.0,2.0,0.0,,8315.0,11267.0,10626.0,10160.0,,1141.0,,0.0,,,,1
100000.0,,1.0,,,,0.0,0.0,,0.0,,,99895.0,,,,,5341.0,,1777.0,2000.0,,,0
,,2.0,,,,-2.0,-2.0,,-2.0,,1094.0,,,,,,,3056.0,,825.0,,,0
,,,,,,0.0,,2.0,,0.0,,27675.0,,30647.0,,,,3391.0,949.0,0.0,,,0
,2.0,2.0,,,-1.0,,-2.0,-2.0,,,,0.0,,0.0,,,,,0.0,0.0,,0.0,0
,1.0,,,29.0,,-1.0,-1.0,0.0,0.0,-1.0,500.0,,,28146.0,0.0,,715.0,26854.0,,,2000.0,,0
500000.0,2.0,1.0,,,,,,,,-1.0,,,,42935.0,,2532.0,,,,,,5717.0,1
,1.0,3.0,0.0,51.0,-1.0,-1.0,,,0.0,,3556.0,,,,1036.0,4430.0,,,2529.0,0.0,4430.0,,0
50000.0,,,2.0,56.0,,2.0,0.0,,,,,,42652.0,9965.0,,9951.0,52.0,2176.0,,,,1000.0,0
50000.0,,3.0,,,3.0,,2.0,7.0,,,,2400.0,2400.0,2400.0,2400.0,2400.0,,0.0,,0.0,,0.0,1
,,,1.0,,0.0,0.0,0.0,,0.0,2.0,,,,,79361.0,77373.0,3700.0,,,,,,1
150000.0,,2.0,2.0,27.0,,0.0,0.0,,,,,138107.0,,49677.0,,,,,,,,3500.0,0
320000.0,,,2.0,31.0,-2.0,-2.0,,,-2.0,,1345.0,5458.0,,3826.0,,,,9579.0,,,3865.0,300.0,0
,2.0,1.0,,,-1.0,-1.0,,-1.0,,,,1120.0,5707.0,2021.0,,,,,2041.0,,,,0
,2.0,,,35.0,,,-2.0,-2.0,,,,0.0,0.0,,0.0,,,,,,0.0,,0
,,3.0,,,5.0,4.0,3.0,,,-2.0,,20537.0,,,18767.0,18767.0,,0.0,,0.0,,0.0,0
,2.0,,2.0,25.0,,-2.0,,-1.0,0.0,-1.0,,7940.0,9855.0,,24583.0,,0.0,,,,7354.0,9694.0,0
60000.0,,,,24.0,0.0,,0.0,0.0,,,58819.0,59810.0,,30627.0,30203.0,28648.0,3000.0,1768.0,,1000.0,1500.0,,0
,,,,33.0,,2.0,,-1.0,,-2.0,,917.0,0.0,2038.0,0.0,0.0,,0.0,2038.0,0.0,,,0
,,,1.0,,0.0,0.0,,0.0,0.0,0.0,,,,80966.0,,,,3130.0,3107.0,,3134.0,,0
,2.0,3.0,,42.0,,,,,,,1554.0,,1408.0,1800.0,819.0,886.0,1345.0,,,,,2415.0,0
230000.0,,1.0,1.0,35.0,,,,-2.0,-2.0,,,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0
200000.0,1.0,,,,,,,0.0,,0.0,,,162374.0,154234.0,,,10265.0,6061.0,7048.0,5016.0,,5136.0,0
,1.0,3.0,1.0,53.0,0.0,0.0,,,0.0,0.0,41674.0,,,14638.0,,,,1612.0,652.0,,3000.0,,0
360000.0,1.0,2.0,,,,,,-1.0,-1.0,-1.0,,,,,,,,,,,,,0
,,2.0,,27.0,0.0,0.0,0.0,0.0,0.0,,,38614.0,,,38935.0,40187.0,,2000.0,,1500.0,1900.0,1400.0,0
180000.0,,,2.0,,,,,,-2.0,,168318.0,127111.0,74197.0,-19.0,,142176.0,,,0.0,0.0,,5100.0,0
360000.0,,,,,,,,0.0,,,,,129978.0,150637.0,,132118.0,,,,25000.0,,,0
370000.0,,,2.0,,-2.0,-2.0,-2.0,-2.0,,,20108.0,,,,,,,12939.0,,,27337.0,14146.0,0
30000.0,2.0,2.0,,,,2.0,,2.0,,2.0,30954.0,,29856.0,30584.0,,29334.0,,0.0,,0.0,2400.0,0.0,0
190000.0,2.0,1.0,,43.0,-2.0,-2.0,-2.0,,-2.0,-2.0,,4873.0,3468.0,,,148120.0,,3472.0,27403.0,0.0,148120.0,6546.0,0
,,,,36.0,,0.0,0.0,,,0.0,66470.0,,76561.0,,,,2000.0,,,22000.0,1200.0,0.0,0
,1.0,,,31.0,0.0,0.0,0.0,,,,,35674.0,34979.0,,2166.0,765.0,,,510.0,,,,0
20000.0,,2.0,2.0,,1.0,,,,,0.0,0.0,,10067.0,,10400.0,,,10200.0,540.0,600.0,1000.0,,0
,,1.0,2.0,,-1.0,-1.0,,,0.0,0.0,165.0,,,446.0,165.0,0.0,145.0,0.0,631.0,,0.0,165.0,0
250000.0,1.0,,,35.0,-1.0,-1.0,-1.0,,-1.0,,29363.0,,27548.0,1800.0,11942.0,,,27548.0,,,,0.0,0
,,,,29.0,,0.0,0.0,0.0,0.0,0.0,,92071.0,,22806.0,,29707.0,,,,,,10009.0,1
,2.0,,2.0,,,,,,-1.0,,1709.0,,,,,,14674.0,771.0,,10965.0,1488.0,,0
,2.0,3.0,1.0,,0.0,,,,0.0,,97886.0,,,,61733.0,,3003.0,2823.0,,1732.0,,,0
,1.0,,,54.0,,,0.0,,0.0,,105365.0,,,94119.0,,,5030.0,,,,,,1
210000.0,,,1.0,,,-2.0,,-2.0,,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,1
220000.0,1.0,1.0,,47.0,,,,,0.0,0.0,,,,169593.0,,,,7536.0,6231.0,,13500.0,,0
100000.0,,,1.0,49.0,0.0,,,,0.0,,5532.0,5325.0,,,,3723.0,,5423.0,29628.0,,,,0
,2.0,,1.0,33.0,,0.0,,,0.0,0.0,,,,22345.0,,,3000.0,1386.0,1625.0,,3000.0,,0
50000.0,,2.0,1.0,,,2.0,2.0,2.0,2.0,2.0,,45470.0,46424.0,,,,2000.0,2000.0,0.0,,,1800.0,1
20000.0,,2.0,,31.0,,0.0,,0.0,,,18490.0,25404.0,19789.0,19985.0,19676.0,,,,1000.0,494.0,,,0
