LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,SEX,default payment next month
10000.0,,,6728.0,7865.0,,,,,,,,0.0,,,,,0.0,0.0,,,,,0
,,,,,,,18216.0,,,,,18307.0,524.0,,1.0,-2.0,,,,,,,0
,30.0,,,75036.0,,75708.0,,3350.0,,5500.0,,,,,2.0,,,,,,,2.0,1
,,,,,,,26870.0,,,,,2100.0,,,1.0,1.0,,2.0,,,2.0,,0
,,,,78109.0,,,82859.0,,4000.0,,,,,,,,2.0,,,0.0,,,0
,,45106.0,,18122.0,,,,81690.0,,,,28050.0,,1.0,,-2.0,,,,,,,1
,,326.0,326.0,,,326.0,,326.0,326.0,,,,,,,,,-2.0,,,-2.0,,0
,,,,,,,,0.0,0.0,,,0.0,3000.0,2.0,,1.0,4.0,,,3.0,,,0
30000.0,,,,48376.0,26013.0,27089.0,,,,,1500.0,,2280.0,,,,,,,0.0,,,0
,50.0,,,2520.0,,,,,,,,,2784.0,3.0,,,,,,,-2.0,,0
,,,,,39361.0,,35890.0,,0.0,,,,5000.0,2.0,,,,,2.0,2.0,,,1
,,,,76767.0,75393.0,,,,,,,,,,,7.0,,,,3.0,,,1
,37.0,213581.0,197238.0,,,,,,,8000.0,,,,,2.0,0.0,,,0.0,,0.0,,0
,,8766.0,8481.0,,15096.0,,,0.0,5000.0,,0.0,,,,1.0,,,,,2.0,,1.0,1
420000.0,,,,,,,,,,,5900.0,,,2.0,2.0,0.0,,,,0.0,0.0,,0
50000.0,,581.0,,,,581.0,581.0,581.0,581.0,581.0,,,,,,,,,,,-1.0,1.0,0
50000.0,,49882.0,,,,,,,,,,,1120.0,,1.0,,,0.0,,0.0,,2.0,1
,,,,,7000.0,,,,,7000.0,,,0.0,1.0,,-1.0,-1.0,-1.0,-1.0,,,,0
230000.0,58.0,0.0,,3000.0,,,,0.0,,,,,,3.0,,,,,-1.0,-1.0,,,0
,,,45978.0,,,23304.0,6586.0,,,,,,1998.0,2.0,2.0,0.0,,2.0,,0.0,,,0
,28.0,,,,,,,,,,4700.0,4486.0,4871.0,,,,,,0.0,,,,0
,,,696.0,1210.0,,,1255.0,,,,1594.0,,,,2.0,,,,,,,,0
30000.0,23.0,27186.0,,,29305.0,29408.0,28699.0,,,0.0,,,,,,0.0,,,,,,,1
,,28788.0,,,,2202.0,,,1000.0,,2202.0,,,2.0,,,,0.0,-1.0,,-1.0,2.0,0
,,,,,,,,,6085.0,12534.0,,,,,,,2.0,,,,,,0
,,,,,12846.0,4548.0,,5121.0,,,22.0,,,,,,,,0.0,,,2.0,0
30000.0,,,,10903.0,,,10343.0,0.0,1149.0,,348.0,359.0,,3.0,1.0,,,2.0,2.0,,0.0,,0
140000.0,,,64498.0,,58650.0,,,5000.0,3000.0,,3000.0,,,,,,0.0,,,0.0,0.0,,0
,,,,,,,,,6998.0,,8054.0,,,,,-2.0,,,,,,,1
,24.0,,,2657.0,1416.0,,1229.0,1855.0,,,,,3831.0,,,-1.0,,,,,-1.0,,0
,,212323.0,216844.0,220004.0,18715.0,,18693.0,,,1285.0,,,542.0,2.0,2.0,,0.0,,,,,,0
,,,201269.0,,192803.0,161324.0,,7154.0,,7520.0,,,,,,,0.0,0.0,0.0,0.0,,,0
,,,,,,8142.0,,12556.0,,,,9590.0,,2.0,,,,,,,,1.0,0
,,,,46887.0,,,,,8538.0,0.0,8810.0,,,,,,2.0,,,0.0,,,0
,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,-2.0,,-2.0,-2.0,,1
50000.0,31.0,,,,,,,,,,,956.0,1000.0,,,,0.0,,,,,,0
,31.0,,,1230.0,24531.0,,22683.0,,,,,479.0,,,2.0,,,,,,,,0
,44.0,6826.0,,,,38051.0,576.0,3924.0,,43676.0,,,2389.0,,,-1.0,-1.0,,,,,1.0,1
,,49732.0,,,,,,,2000.0,,,,,2.0,2.0,,,0.0,0.0,0.0,0.0,1.0,0
340000.0,30.0,,,,,,,,,,983.0,,,,,,,,,0.0,-1.0,,0
,,,,,22345.0,,10551.0,,,,,,5088.0,2.0,,,,,,,,,0
,,390.0,390.0,,,,,,,,,,,,1.0,,,,-1.0,-1.0,,,0
360000.0,,0.0,208.0,2489.0,,0.0,,208.0,,,0.0,,,,,,,,,,,2.0,1
,22.0,,,,50021.0,,,1760.0,1888.0,,,,,,2.0,,,,0.0,,0.0,,1
,24.0,17447.0,,,,,,,,704.0,,912.0,1069.0,,,,,,,,,,0
130000.0,,,16624.0,18932.0,,3403.0,,,3000.0,,,,,1.0,,,,0.0,,,,,0
,,,,12987.0,13699.0,,,,,,,,711.0,2.0,,1.0,,2.0,,,,,0
,,,,390.0,,,390.0,,,,780.0,0.0,390.0,,,-1.0,,,-1.0,-1.0,,1.0,1
,,,,45781.0,,,,3810.0,0.0,,,,4459.0,2.0,,0.0,,,,,0.0,,1
,,,,,,,,,5000.0,,49920.0,,,,,0.0,,,,,,,0
180000.0,,,,1832.0,,,,,,,500.0,,9268.0,,,,,-1.0,,,-1.0,1.0,0
,28.0,,,,12931.0,,1589.0,,,14010.0,,,691.0,,,,,,-1.0,,,,0
290000.0,,8909.0,,,445.0,,,,972.0,455.0,,,10919.0,,,,-2.0,,,,,,0
120000.0,29.0,118303.0,,,,79966.0,,,3400.0,,,,,,,,0.0,,,,,,1
120000.0,27.0,,880.0,880.0,,880.0,1030.0,,,,,,880.0,,,,,,,,-1.0,1.0,0
,,,,,,,5792.0,,,,4842.0,3000.0,,,,,,,0.0,,,2.0,1
,,,,1207.0,,,,1207.0,,,1207.0,,,,,,-1.0,,-1.0,-1.0,-1.0,,0
,,,,,,,0.0,,0.0,,,,,,,,0.0,,-2.0,-2.0,-2.0,,0
230000.0,,,10468.0,,,,20158.0,,2000.0,,,10100.0,,2.0,,0.0,,0.0,,,0.0,2.0,0
,,,,,,,,,,,,14000.0,,,,,2.0,,,,0.0,1.0,0
,,520.0,,,,,,,,0.0,0.0,,,,,,,,-2.0,-2.0,,,0
260000.0,,238601.0,,,,,,,,,,,,2.0,,,,,,,,,1
,,,,,118712.0,,21269.0,14226.0,,,,425.0,,,,-1.0,,,,,,1.0,0
,25.0,69816.0,71257.0,,,,,2600.0,,,,2900.0,,,,0.0,,,0.0,,,,0
,,,,,,7944.0,,,3130.0,,,0.0,,,1.0,,0.0,,,0.0,,,0
,45.0,,,,780.0,,390.0,390.0,3889.0,780.0,,,390.0,,,-1.0,,,,,-1.0,,0
170000.0,27.0,,,,14000.0,124208.0,122955.0,,,,124208.0,5000.0,,,,,,,0.0,-1.0,,2.0,0
,,,,,,29870.0,,3577.0,,0.0,,1515.0,862.0,,2.0,0.0,,,,,,,0
,,22399.0,25859.0,,,16299.0,18547.0,5000.0,,,,,,,,,,,0.0,,0.0,2.0,0
280000.0,44.0,230931.0,,197003.0,,,177340.0,,,,5555.0,,,,1.0,,0.0,,0.0,0.0,,,0
,,,328323.0,,274957.0,,262570.0,,13014.0,,12000.0,,,2.0,,0.0,,,,,,,0
,,-10.0,,7726.0,,,0.0,,,14529.0,1283.0,0.0,,3.0,,,,,,,,2.0,0
,47.0,,836.0,,-824.0,-3830.0,-4220.0,,,,,,5000.0,,,-2.0,,,,,,,0
,,22599.0,,,,0.0,,,0.0,,,,105660.0,,,,,0.0,,-2.0,,,0
,44.0,,,,,,,,,,,,0.0,3.0,2.0,,0.0,0.0,,,-2.0,,1
,,360.0,,,,510.0,,360.0,,,,,,,,-1.0,,,,,-1.0,,0
,,52109.0,,,,,2802.0,1565.0,,1200.0,6206.0,,310.0,,1.0,0.0,,0.0,0.0,,0.0,2.0,0
,,,,,98712.0,,,,,,4000.0,,,,2.0,,,,,0.0,,2.0,1
,26.0,4745.0,5865.0,,,,,,6091.0,5537.0,,,2785.0,1.0,,,-1.0,-1.0,-1.0,-1.0,,,0
,,,109889.0,84897.0,,84388.0,,3600.0,,,3100.0,,,,,0.0,,,0.0,,0.0,,0
,,,2911.0,,,,3874.0,2911.0,,,,3874.0,3201.0,,,,,,-2.0,-2.0,-2.0,,0
,58.0,,1188.0,,,,,,2078.0,,828.0,,,,,,,,-2.0,-2.0,,,0
,,,16196.0,,20234.0,,19897.0,,,3000.0,,,,2.0,,0.0,0.0,,,,,2.0,0
,35.0,,6023.0,7053.0,5909.0,3287.0,,,,500.0,,,,,1.0,,,,0.0,,,1.0,1
,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,3.0,,,,-2.0,,,,,0
,32.0,,32649.0,,,,,3000.0,1000.0,,,,,,,,,,,,,,0
,51.0,,0.0,,0.0,,,,,,,0.0,0.0,1.0,,-2.0,,-2.0,,,,,0
390000.0,,,144656.0,,99008.0,,,,,,2741.0,,,2.0,,,,0.0,,,,,0
20000.0,,,,,,,,,2000.0,0.0,1055.0,,,,1.0,,,,2.0,,,,0
240000.0,35.0,,,186613.0,,,,8522.0,9100.0,8244.0,,,,,1.0,,0.0,,0.0,,,,1
480000.0,,,550102.0,475386.0,,,,,,17134.0,400046.0,17003.0,,,,0.0,,,,-1.0,0.0,,0
,,,23150.0,,,19049.0,,,,,,,1000.0,,,,,,,,0.0,,0
,,,396.0,396.0,396.0,,,396.0,396.0,,,396.0,,,1.0,,,,-1.0,,,,0
,,,87606.0,82218.0,,,,,,,127.0,10015.0,,,,,0.0,0.0,,,,,0
250000.0,,,,,,3987.0,,,,,,,,,1.0,-2.0,,,,0.0,,,0
,,4908.0,,0.0,,,,0.0,0.0,,,,,,,,-1.0,,,0.0,,,0
,,,78122.0,,117859.0,,,,,,,,,,2.0,,,,,,0.0,2.0,0
,,27896.0,,,,27956.0,,,,,1022.0,,,,,,,,,,,2.0,0
,,3995.0,,,,,0.0,,,0.0,,,,,,,,-1.0,,,-1.0,2.0,0
,35.0,,,15831.0,16884.0,18070.0,,0.0,2100.0,,,2000.0,,,1.0,,2.0,,,0.0,,,1
,,,,,28604.0,,58428.0,,,1987.0,,,,,2.0,,0.0,,,,,,1
,,,,,,-367.0,,,,,0.0,,,,,0.0,-1.0,,-1.0,-2.0,-2.0,,0
,28.0,84879.0,,38512.0,,,11146.0,,,,2000.0,11146.0,,,,,,,,0.0,-1.0,,0
,,76538.0,,,,51191.0,,,2200.0,,2000.0,,,,1.0,0.0,,0.0,0.0,,,,0
120000.0,,2468.0,,506.0,2097.0,,,7890.0,506.0,,,,,,,,,-2.0,-2.0,,,,0
360000.0,47.0,,,0.0,,0.0,,2500.0,,,0.0,,,2.0,1.0,,,,,-2.0,-2.0,,0
,,10089.0,38936.0,,4858.0,,,,8069.0,,,,7678.0,,2.0,0.0,-1.0,,-1.0,,,,0
,,,,14697.0,,,,4534.0,14697.0,,2141.0,,,,,,,-1.0,,,-1.0,,0
,32.0,,,19281.0,18674.0,21361.0,,,,,3000.0,,0.0,,,,,,,2.0,,,1
300000.0,30.0,131957.0,134790.0,,138886.0,,,,,,,,,3.0,,,,2.0,,,,,0
,50.0,0.0,,,,,0.0,,,,1265.0,,,,,,-2.0,,,,-1.0,2.0,1
300000.0,,2892.0,,,2595.0,,,,,2600.0,2110.0,20984.0,,,,,,,,-1.0,,,0
230000.0,,,,,6337.0,,,,,,,2132.0,,,,,,,,-2.0,,,0
,,,,11107.0,1210.0,,,,,1210.0,0.0,,,,2.0,,,,,-1.0,,,0
,36.0,,,,38600.0,19541.0,,300.0,5222.0,,,5200.0,,3.0,,,2.0,,0.0,,,2.0,1
200000.0,,98426.0,,,,,,,,,,,4000.0,3.0,,,,0.0,0.0,,,2.0,0
,,,,,8745.0,,,0.0,,8745.0,,0.0,1664.0,,,,2.0,,-1.0,,,,0
,24.0,,26994.0,28331.0,,,,,,1605.0,,,,2.0,,0.0,,0.0,,0.0,,2.0,0
,21.0,,,,,,0.0,1500.0,0.0,0.0,,,,2.0,,,,,,,,,0
,44.0,,,1156.0,,3367.0,,1156.0,,,,,,,2.0,,,,,,,,0
,48.0,,,,,,923.0,,,,,,0.0,,,,-2.0,,-2.0,-2.0,,2.0,0
150000.0,38.0,,,,,,,0.0,,0.0,,,,1.0,,1.0,,-2.0,,,-2.0,2.0,1
,26.0,29322.0,,,,,23796.0,3000.0,,,1500.0,,,1.0,,,0.0,0.0,0.0,0.0,,,1
,,,,,2700.0,1350.0,,0.0,,2700.0,0.0,,,,,,,,-1.0,,,2.0,0
,,,,,7729.0,,9887.0,,4000.0,,2000.0,,,,2.0,,0.0,0.0,0.0,,,2.0,0
20000.0,,,,,11631.0,,,,,1000.0,2000.0,,,1.0,2.0,,,,0.0,,,1.0,0
,22.0,61094.0,61260.0,55730.0,,,,,,,1500.0,,,,,0.0,0.0,,,,,,0
,,,,39234.0,,,360.0,,,3000.0,360.0,,,2.0,,0.0,,,,,,,0
200000.0,44.0,,,,,-40.0,-40.0,,0.0,,0.0,,,,,,-2.0,,,-2.0,,,0
,,,,,,,17303.0,,2000.0,,,,,,,-1.0,0.0,,0.0,0.0,,,0
130000.0,,,,,,,83234.0,,,,,,,,,,,,0.0,,0.0,2.0,0
360000.0,,,114746.0,115304.0,,,113504.0,,,4000.0,,,,,2.0,,,0.0,,0.0,,,0
400000.0,,,,,134967.0,,,,26245.0,135000.0,53000.0,163837.0,,,,-1.0,,,,-1.0,,,0
,,,,,,19246.0,18872.0,,11890.0,,668.0,,,2.0,2.0,,0.0,0.0,,,0.0,,1
,,,0.0,,,,8273.0,,,,,,,2.0,1.0,,,,,,,2.0,0
180000.0,,651.0,1883.0,651.0,,1000.0,,1883.0,,2688.0,,,,,,,,,-1.0,,,,0
,,,,,,,,,,,,,,,,2.0,,,,,,,1
,,,48922.0,,,,,,,1846.0,,,,,,,,0.0,0.0,,0.0,,0
,,,50301.0,,,,54197.0,,2000.0,2500.0,,1968.0,2000.0,,,,,,,,0.0,,0
370000.0,,,90345.0,37554.0,7628.0,,,5000.0,,2000.0,,,3600.0,,2.0,,,,,,,,0
,41.0,,,19302.0,,,,,,1311.0,,725.0,,,,0.0,0.0,,0.0,0.0,,,0
,,,,,,10067.0,,,683.0,8560.0,,,,,1.0,,-1.0,,,,,,0
,,,,,,240119.0,,,,,8765.0,9643.0,9035.0,,,0.0,,,,,,,0
,,,5056.0,2441.0,,,,,,,,,,,,-1.0,,,,-1.0,,2.0,0
,,,,,,3164.0,5700.0,,,4394.0,,5700.0,,,2.0,,,,-1.0,-1.0,,,1
,27.0,,,,,,,,,1105.0,1499.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0
50000.0,,,46006.0,,,2678.0,,,,,,,273.0,,,2.0,0.0,0.0,,,,,1
,,,,,,,,,,,,12929.0,8000.0,,2.0,,-1.0,,,,-1.0,,0
80000.0,,28491.0,,,23141.0,,,,1500.0,,,1000.0,,,2.0,,,,,0.0,,,0
,,,,,,,,1000.0,,,,,,2.0,2.0,,,,0.0,2.0,,2.0,0
,,,,,,,16308.0,1300.0,2100.0,1000.0,,,1000.0,,,,,,,0.0,,,1
10000.0,22.0,,,,,,,4000.0,0.0,,,,,,,,,,,,,,0
,53.0,,,19112.0,,,,,,1382.0,0.0,3000.0,,2.0,,,0.0,2.0,,2.0,,1.0,1
,,81793.0,84360.0,89215.0,,,,,,5000.0,,,,2.0,,0.0,,,,,0.0,2.0,0
,,792.0,,,,,4738.0,264.0,,0.0,,4746.0,,,,-1.0,-1.0,3.0,2.0,,-1.0,1.0,0
,,,,,,,,,,0.0,,,,,2.0,,-1.0,,,,,,0
30000.0,,2208.0,7808.0,,,,,7006.0,0.0,,,,,,,,,,,,2.0,,0
480000.0,,,,471639.0,,,,,20010.0,,,,162510.0,,,,,,,0.0,0.0,,1
,,20251.0,,,,,20130.0,,,,,1600.0,,,,,,,0.0,0.0,0.0,,1
,,,,,,,,2000.0,,,,,0.0,,2.0,,,,2.0,0.0,,,1
260000.0,,,,,,,3635.0,1579.0,,,,,,,,-1.0,,-1.0,,,,,0
,,,,,,,49452.0,55047.0,,2124.0,5000.0,5500.0,4000.0,,,,,,,0.0,,2.0,0
,48.0,,,89757.0,,,,,,,,,,2.0,1.0,,0.0,,0.0,,,,0
60000.0,,,28004.0,31688.0,,,,1456.0,4140.0,,,,,,1.0,0.0,0.0,,,-1.0,,2.0,1
,41.0,390.0,,0.0,,,,780.0,,944.0,,0.0,0.0,,,,,,-1.0,,,,0
,25.0,,,141555.0,,,,,,,,,,,,-1.0,,,,0.0,,,0
,42.0,,,,18608.0,19604.0,,,2000.0,,,,1600.0,,,,0.0,,,,2.0,2.0,1
30000.0,,528.0,,10773.0,,3091.0,,,10773.0,916.0,,,,,,,,,,-1.0,-1.0,2.0,0
30000.0,53.0,18663.0,,,,,18654.0,,1500.0,,,,,,,1.0,3.0,2.0,,2.0,,,1
70000.0,,,8361.0,,,,,1500.0,,,,,,,,,,0.0,,,,,1
,,,,,,115433.0,,,5881.0,,,,5000.0,,,,,,,,,1.0,0
,,118801.0,,,82168.0,,,3530.0,,2818.0,,,,,,,,,0.0,,,,0
,,,,,,,8042.0,,,1060.0,,,,,1.0,,,,,,2.0,,1
,35.0,,,27458.0,,28556.0,,,,,,,,,,,,,,,,,0
,,,,,7175.0,1942.0,,,3181.0,,,,,,2.0,,0.0,0.0,0.0,-1.0,-1.0,,0
,24.0,86342.0,,,91608.0,,,0.0,,,,5100.0,,,,2.0,,0.0,,,,2.0,1
150000.0,30.0,12516.0,,,4357.0,0.0,0.0,5568.0,,4357.0,,,,1.0,2.0,,,,,,-2.0,2.0,0
,28.0,,173034.0,,,134321.0,,,,,,,,1.0,,0.0,0.0,,,,,,0
,,,43526.0,46628.0,45578.0,,,,3805.0,,,1719.0,1728.0,,2.0,,,,,,,,0
,54.0,,,,37613.0,,,55.0,,1316.0,,1531.0,,2.0,,,2.0,,,0.0,,1.0,0
50000.0,,1876.0,,429.0,,1170.0,,,,,,,,,,-1.0,,,,,,,1
,,,,,,,,,1800.0,1088.0,1200.0,,,,,,,0.0,,,0.0,,0
,,322849.0,,,,87192.0,,,15000.0,,,,0.0,,,,,,,,,,0
,,9934.0,,1394.0,,566.0,,,1000.0,200.0,,,,1.0,,0.0,0.0,,,,,,0
,41.0,316.0,,,571.0,7711.0,,,316.0,,7711.0,571.0,,,1.0,,-1.0,,-1.0,-1.0,-1.0,,0
,,,18006.0,4815.0,,49264.0,,,,,,,,,2.0,-1.0,,,,-1.0,-1.0,,0
,41.0,78700.0,,,82890.0,,86252.0,,,3200.0,,,,1.0,1.0,,,,,,,2.0,1
,,,,0.0,,,,0.0,,,0.0,0.0,0.0,2.0,,1.0,,,,,-2.0,,0
,,198768.0,,191142.0,,19380.0,,,,,79380.0,,,,,0.0,,,-1.0,-1.0,-1.0,,0
,49.0,,0.0,0.0,,,,0.0,0.0,,,,,2.0,,,-2.0,,-2.0,,,,1
,32.0,,,,,,,3000.0,2871.0,,,,3771.0,,,0.0,0.0,0.0,,,,1.0,1
,,,,,,13692.0,,,,,,,,2.0,,,2.0,2.0,2.0,,,,0
,,15928.0,,20035.0,,,16378.0,,2000.0,,,723.0,,1.0,,0.0,,,,,,,0
50000.0,24.0,,49045.0,45506.0,,,,,1900.0,,,,1000.0,1.0,,,,,,0.0,0.0,,0
40000.0,,,,,,,0.0,,,,1143.0,,,,,,,,-2.0,-2.0,,,0
,,,,,34653.0,,29605.0,,,,,,,,,,,0.0,,,0.0,,1
190000.0,30.0,6544.0,18191.0,,,,2589.0,,,,31465.0,,,,,,-1.0,-1.0,,-1.0,,,0
,,,652.0,,,,326.0,0.0,,,,,326.0,,,,2.0,,,,,,0
,,,10000.0,,,,,1000.0,2277.0,1132.0,,,,,,,,,,,,,0
400000.0,,,,1290.0,1319.0,694.0,,,1290.0,29.0,,3.0,,2.0,1.0,,,,,,0.0,,0
,,,,211233.0,,,27540.0,,,,4191.0,,,5.0,,2.0,,,,0.0,,,0
,,97549.0,102864.0,,70352.0,68186.0,68538.0,,,,2700.0,,,,2.0,0.0,,,,0.0,,,1
,,1264.0,6894.0,2917.0,,,2784.0,,,,,,,3.0,,,,,,-1.0,-1.0,,0
,,0.0,,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,1.0,1
,32.0,,,,13764.0,5290.0,924.0,,,,,924.0,,2.0,,,,2.0,,,,,0
,,32000.0,,,20916.0,9695.0,,,,20916.0,9695.0,,,1.0,,,-2.0,-2.0,,,-2.0,,0
180000.0,,,90251.0,,,,20856.0,,,1000.0,,1000.0,,,,0.0,,0.0,,,,,0
,,14889.0,929.0,,,,,929.0,,,11286.0,5766.0,16520.0,4.0,,,,-2.0,,,,,0
,,,,34491.0,,,2383.0,,,,200.0,5637.0,,1.0,,,,,,,,,0
,30.0,375.0,,,,,,,375.0,750.0,,,399.0,,,,,,,,,1.0,1
,,,,,,,,,,4447.0,,0.0,528.0,,,,-1.0,,,,,,0
,,,,,34156.0,33360.0,,,2210.0,,1000.0,,,2.0,,,2.0,,,2.0,,1.0,1
,,,,,,898.0,,,,,898.0,,748.0,1.0,1.0,,,,,,,,0
,,60672.0,,,59384.0,60861.0,,2741.0,,2300.0,,,,,,,0.0,,,0.0,,2.0,0
80000.0,52.0,27308.0,29536.0,,30946.0,,,,,0.0,,,0.0,3.0,,0.0,0.0,,2.0,,0.0,,0
,,,,,,,,,,,4000.0,6070.0,,,2.0,,,0.0,0.0,,,,0
,,,-5.0,,,500.0,,,0.0,1017.0,500.0,,,,1.0,-2.0,,,,,,1.0,0
,,,,,71681.0,73375.0,,,2600.0,,2850.0,2800.0,,,1.0,,,,,,,,1
,,,,,,74590.0,,,,,5000.0,,,,,0.0,,,0.0,0.0,,,0
160000.0,,,135.0,,,,,,,,0.0,,,,,,,,,,,,0
,,42442.0,3336.0,,6091.0,24641.0,,3336.0,,6091.0,,30000.0,,2.0,,,,,,-1.0,0.0,,0
50000.0,,51449.0,,,81308.0,41463.0,40045.0,1700.0,,,,,,,3.0,,,,,,0.0,,1
,,11806.0,,,,20007.0,,10000.0,,,,,,,,-1.0,0.0,0.0,,,,2.0,0
250000.0,40.0,,,,,,1190.0,,2000.0,,,0.0,,,,0.0,,,,,0.0,,0
,,,7309.0,17120.0,,,18893.0,,,1301.0,662.0,700.0,1000.0,2.0,,,,,0.0,,0.0,,0
150000.0,41.0,,316.0,316.0,,,,,,316.0,,,,,,-1.0,,,,,-1.0,2.0,0
,38.0,189567.0,,,192213.0,,,,,,,,,,1.0,,,,,0.0,0.0,,0
,,,,,62670.0,10408.0,,,,2806.0,,562.0,,,,2.0,,,,,,,1
,,,,,,,,,,,512.0,,165305.0,,,,,,,,-1.0,,0
,,,,,,,,,150.0,0.0,650.0,,,,,,2.0,,,,,,1
,30.0,,,3139.0,,6170.0,,,,5428.0,,0.0,0.0,,,,2.0,,,,,2.0,0
,37.0,3094.0,,,,546.0,,,1188.0,,,,,,,,-1.0,,-1.0,-1.0,,1.0,0
,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,0.0,,,,-2.0,,0
,,,1620.0,334.0,,,43505.0,,337.0,,,,,,,,-1.0,,,-1.0,-1.0,,0
,26.0,,,,,,,,,,,,0.0,,,,,7.0,7.0,,,,1
30000.0,,,0.0,,,,,,,,,,0.0,5.0,2.0,,0.0,,-2.0,-2.0,,,0
,,,,,,18705.0,,,1162.0,2184.0,,,,,1.0,,,,,,,,0
,,1399.0,,1404.0,,,,1519.0,,,,,,1.0,,-2.0,,,,,,,0
,,1880.0,,1650.0,,3379.0,,,,3176.0,,,,2.0,,,,,,,,,0
210000.0,46.0,,41986.0,,,,,,,,,586.0,19777.0,,1.0,-1.0,,,,,,,0
200000.0,35.0,,138994.0,,,,,5000.0,6000.0,,,6000.0,6000.0,,,,,,,,,,0
,,19812.0,,,,,20150.0,,,,,,,3.0,,,,0.0,,,,,0
,,,,0.0,,0.0,,,,,0.0,,,2.0,,,,,,,,,0
,,120844.0,,,129249.0,,,,,,5000.0,,5000.0,,2.0,,0.0,,,,,,1
130000.0,,,,0.0,0.0,,0.0,,,0.0,,0.0,,,2.0,0.0,,,-2.0,,-2.0,,0
,,10198.0,28773.0,,,,,,,,,,,,2.0,,,,,0.0,-2.0,,0
,,,,73744.0,,73025.0,,,5012.0,,3007.0,3110.0,,,,,,,,0.0,,,0
,22.0,12476.0,14951.0,,16471.0,,,,,,,,,,,,,,2.0,,,,0
,46.0,451.0,268.0,,,,,,,,734.0,,,,,-1.0,,,,,,,1
,41.0,,,,,,1686.0,,1306.0,,,0.0,,,,,,,-1.0,-1.0,2.0,2.0,0
,,,,,0.0,474.0,,0.0,0.0,0.0,,,,,,,,-2.0,,-2.0,,,0
,,60219.0,,,,83049.0,16775.0,22694.0,,67000.0,36545.0,,0.0,,,0.0,0.0,,-1.0,0.0,0.0,,0
,,60514.0,,,,15135.0,,,,6538.0,4167.0,,7521.0,,2.0,0.0,,,,,-1.0,2.0,0
480000.0,38.0,384150.0,,,,289379.0,,,16000.0,,,11000.0,,,,,,0.0,,,,,0
50000.0,,,46937.0,,,46644.0,,2700.0,,,,3890.0,,2.0,,,0.0,0.0,,,2.0,,0
,,,,,17542.0,,18023.0,,,800.0,,,,,2.0,3.0,,,,,2.0,1.0,1
150000.0,27.0,,,,,,,3029.0,,,,,,3.0,,,,,,0.0,,,0
360000.0,33.0,,,,,390.0,-200.0,,,,,,,,,,-2.0,,,,-2.0,,0
,45.0,,,,,,20191.0,,5000.0,,,,642.0,2.0,2.0,0.0,,,2.0,,0.0,,0
240000.0,28.0,,,3428.0,,4590.0,9675.0,,,,,9675.0,,,,-1.0,,,,-1.0,-1.0,,0
,,,,,23459.0,,21281.0,,,,,,1008.0,,2.0,0.0,,,,0.0,0.0,,0
500000.0,,37443.0,,,22707.0,23495.0,,,28832.0,22784.0,,,,,1.0,,-1.0,,,,,1.0,0
,,77416.0,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,1
500000.0,,,,,,,,,,5178.0,,,,,,0.0,,,,,,2.0,1
,27.0,,,42025.0,41067.0,,42695.0,,8825.0,0.0,,,,,2.0,,,,3.0,,2.0,2.0,0
80000.0,,,,,76835.0,,,,2000.0,0.0,0.0,,,,,0.0,,,,0.0,,,0
,,28218.0,,30428.0,,29357.0,29955.0,,3600.0,,,,,2.0,,,,0.0,,,,,0
400000.0,,,1084.0,3884.0,,,,,,,,0.0,56677.0,1.0,,,,-2.0,,-2.0,-2.0,,0
180000.0,,,3182.0,780.0,,0.0,,,,0.0,0.0,,,2.0,,,,-2.0,,,,1.0,1
,43.0,399.0,,,,,51482.0,508.0,,,,,,2.0,,,-1.0,,,,,,0
,,,7699.0,,10213.0,,,1020.0,9479.0,,,1832.0,,2.0,2.0,,,,0.0,,0.0,,0
,47.0,,19971.0,,,8037.0,,,,,8037.0,,,3.0,,,,,-1.0,,,,0
10000.0,,,,,9517.0,,,1668.0,,,,,,2.0,,,,,0.0,,0.0,,0
90000.0,29.0,,,,,,,,1115.0,,500.0,,,2.0,,,,0.0,0.0,,,,0
110000.0,,,88694.0,,,,,3530.0,,,,,,3.0,,,,0.0,0.0,,,,0
,,,,,40642.0,39689.0,,,0.0,,,,,,,,,2.0,,,,,1
,,5855.0,,8037.0,,,,1122.0,,,,,0.0,,,0.0,0.0,,,,,1.0,0
70000.0,,39449.0,,,,,,,,1200.0,2590.0,0.0,,,,0.0,,,,,,,0
,,,2640.0,,9630.0,,3940.0,,30403.0,,,,9589.0,,2.0,,-1.0,-1.0,,,,,0
,39.0,,0.0,,,,,0.0,,,,,280.0,,,,-1.0,,-1.0,-1.0,,,0
