age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
32.0,,,,no,no,no,cellular,jun,,197.0,1.0,999.0,1.0,failure,,,-39.8,0.754,4991.6,no
37.0,blue-collar,single,high.school,no,no,no,telephone,may,mon,,,999.0,0.0,,,93994.0,-36.4,4857.0,5191.0,no
,technician,married,professional.course,no,,,,,,,,999.0,0.0,nonexistent,-1.8,92893.0,-46.2,1354.0,5099.1,yes
44.0,blue-collar,,basic.4y,unknown,no,,cellular,may,,361.0,3.0,999.0,,nonexistent,-1.8,92893.0,,1313.0,5099.1,no
67.0,,,basic.4y,no,no,no,telephone,nov,fri,341.0,4.0,,1.0,,-3.4,92649.0,,,5017.5,no
55.0,unemployed,,university.degree,no,no,no,cellular,may,thu,190.0,2.0,999.0,,,,92893.0,-46.2,,5099.1,no
,technician,married,professional.course,no,yes,,cellular,may,fri,,1.0,,1.0,failure,,,-46.2,,,no
39.0,blue-collar,,basic.9y,no,no,no,cellular,,tue,,,999.0,,nonexistent,,92893.0,-46.2,1344.0,5099.1,no
38.0,,,unknown,unknown,unknown,,,may,tue,81.0,,999.0,0.0,,,,-36.4,4856.0,5191.0,no
49.0,,married,university.degree,no,yes,no,telephone,may,,142.0,,,0.0,nonexistent,1.1,,,,5191.0,no
,,,basic.6y,unknown,yes,no,,,fri,92.0,,999.0,,nonexistent,,93918.0,-42.7,4962.0,,no
29.0,blue-collar,,basic.9y,no,,yes,,may,thu,419.0,,999.0,1.0,failure,-1.8,,-46.2,1266.0,5099.1,no
31.0,,single,unknown,no,no,no,telephone,may,,735.0,,999.0,0.0,nonexistent,1.1,,-36.4,4.86,5191.0,no
33.0,self-employed,,university.degree,,yes,yes,cellular,nov,fri,,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4021.0,5195.8,no
,self-employed,divorced,,no,,no,cellular,,wed,,,999.0,,nonexistent,-1.8,,-47.1,,,no
57.0,admin.,,high.school,,yes,no,cellular,nov,mon,169.0,1.0,,3.0,,,92649.0,-30.1,0.715,5017.5,yes
,admin.,,university.degree,no,,,telephone,,thu,1059.0,2.0,999.0,0.0,nonexistent,1.1,93994.0,-36.4,,,yes
52.0,services,married,university.degree,no,no,,,jun,mon,119.0,1.0,,,nonexistent,1.4,,,4.96,,no
,,married,unknown,no,no,no,,nov,,324.0,1.0,999.0,1.0,failure,-0.1,93.2,-42.0,4191.0,,no
39.0,blue-collar,single,,no,no,,cellular,,tue,205.0,,,0.0,nonexistent,,92893.0,-46.2,1344.0,5099.1,no
18.0,student,single,basic.4y,,yes,,cellular,apr,,184.0,,999.0,,,-1.8,93075.0,-47.1,1365.0,5099.1,no
29.0,admin.,single,,,,no,cellular,jul,fri,,2.0,999.0,,nonexistent,1.4,,-42.7,,5228.1,no
39.0,management,married,university.degree,,no,no,cellular,aug,fri,,1.0,999.0,,nonexistent,1.4,,-36.1,4966.0,5228.1,no
50.0,services,married,basic.9y,no,yes,yes,telephone,may,tue,,1.0,999.0,0.0,,1.1,93994.0,,4857.0,5191.0,no
57.0,technician,married,,unknown,no,no,cellular,,,199.0,,999.0,0.0,,1.4,93444.0,-36.1,4964.0,,no
56.0,self-employed,married,university.degree,,,,telephone,jun,thu,,,,0.0,nonexistent,,92963.0,-40.8,1235.0,5076.2,no
37.0,blue-collar,,,no,,,cellular,nov,,,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4153.0,5195.8,no
35.0,technician,single,basic.9y,no,no,no,,,wed,178.0,1.0,999.0,,failure,,93.2,-42.0,4.12,5195.8,no
45.0,,married,basic.6y,,yes,no,cellular,,mon,132.0,2.0,,0.0,nonexistent,-1.8,93075.0,-47.1,1405.0,5099.1,no
47.0,,married,,no,,no,,,mon,,3.0,999.0,,,,93994.0,-36.4,4857.0,5191.0,no
42.0,admin.,,university.degree,no,,no,cellular,may,tue,,1.0,,1.0,failure,-1.8,92893.0,-46.2,1266.0,,no
40.0,services,married,,no,yes,yes,telephone,may,fri,141.0,,,0.0,nonexistent,,93994.0,,4864.0,5191.0,no
49.0,admin.,married,basic.6y,unknown,,no,,apr,thu,349.0,3.0,999.0,0.0,,-1.8,,-47.1,,5099.1,no
23.0,management,,university.degree,,no,,cellular,jul,thu,795.0,1.0,999.0,,nonexistent,,,-42.7,,5228.1,yes
32.0,blue-collar,married,,unknown,,no,cellular,,thu,317.0,1.0,999.0,0.0,nonexistent,,93918.0,,4958.0,5228.1,no
55.0,entrepreneur,married,,unknown,,no,,jul,fri,,,,0.0,,,,,4963.0,,no
19.0,student,single,,no,,,,,,491.0,1.0,,,nonexistent,-1.8,,,1259.0,5099.1,yes
39.0,,married,basic.4y,unknown,yes,,telephone,jun,thu,26.0,1.0,999.0,,,1.4,94465.0,-41.8,4961.0,5228.1,no
45.0,,,,,,no,telephone,jul,,,3.0,,0.0,,1.4,,-42.7,4962.0,5228.1,no
30.0,,,high.school,no,,,cellular,,wed,1426.0,3.0,999.0,,nonexistent,,,-42.7,4962.0,5228.1,yes
40.0,entrepreneur,married,basic.6y,,,,cellular,jun,wed,837.0,1.0,999.0,0.0,,-2.9,92963.0,,1.26,5076.2,yes
47.0,technician,single,professional.course,,no,,telephone,,,148.0,,999.0,,nonexistent,,,,4856.0,5191.0,no
,blue-collar,,basic.4y,no,yes,no,cellular,,thu,374.0,3.0,999.0,0.0,nonexistent,1.4,93918.0,-42.7,,,no
26.0,management,single,,no,yes,no,telephone,,wed,184.0,1.0,999.0,0.0,,1.4,94465.0,-41.8,4864.0,5228.1,no
,management,married,university.degree,no,,no,,nov,thu,104.0,1.0,999.0,0.0,,,93.2,,,,no
42.0,,,,,yes,no,cellular,jul,thu,,1.0,999.0,0.0,nonexistent,1.4,93918.0,,4958.0,,no
29.0,,,,no,yes,yes,cellular,aug,,626.0,,999.0,0.0,nonexistent,1.4,93444.0,-36.1,4967.0,5228.1,no
59.0,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,186.0,1.0,999.0,,nonexistent,1.4,93444.0,-36.1,,,no
,blue-collar,,basic.9y,,no,,,jul,mon,145.0,3.0,999.0,0.0,nonexistent,1.4,93918.0,-42.7,4.96,5228.1,no
39.0,blue-collar,,basic.6y,no,yes,,cellular,jul,mon,167.0,,999.0,,,1.4,93918.0,-42.7,4.96,,no
43.0,admin.,married,high.school,no,no,no,telephone,,tue,,2.0,,0.0,nonexistent,1.1,93994.0,-36.4,,5191.0,no
28.0,,,professional.course,no,,,telephone,may,wed,119.0,1.0,999.0,0.0,nonexistent,1.1,93994.0,-36.4,,,no
41.0,,,professional.course,no,no,no,cellular,,mon,,2.0,,,nonexistent,1.4,,-36.1,,5228.1,no
33.0,admin.,single,university.degree,,,no,cellular,aug,wed,116.0,2.0,999.0,0.0,nonexistent,,93444.0,-36.1,,5228.1,no
52.0,,,,no,yes,no,telephone,may,fri,258.0,3.0,999.0,,,-1.8,92893.0,-46.2,1.25,5099.1,no
39.0,management,,,no,,no,telephone,may,thu,364.0,,,0.0,nonexistent,1.1,93994.0,,,5191.0,no
58.0,,married,,no,no,no,,,tue,165.0,,999.0,0.0,nonexistent,1.4,93918.0,-42.7,4961.0,5228.1,no
42.0,,,,,yes,,cellular,,tue,586.0,2.0,999.0,0.0,nonexistent,-0.1,93.2,,,5195.8,no
,technician,divorced,high.school,no,yes,,cellular,,thu,,,999.0,0.0,nonexistent,,93918.0,-42.7,,5228.1,no
41.0,blue-collar,married,,,,no,telephone,,mon,120.0,1.0,999.0,,,1.1,93994.0,-36.4,,,no
,admin.,single,,unknown,yes,no,cellular,aug,tue,82.0,3.0,,0.0,,1.4,93444.0,-36.1,4963.0,5228.1,no
,,divorced,high.school,no,yes,no,telephone,may,tue,90.0,1.0,,0.0,nonexistent,,93994.0,-36.4,4856.0,5191.0,no
,,single,high.school,no,,no,telephone,jun,wed,984.0,2.0,,0.0,,1.4,94465.0,-41.8,4864.0,,yes
,,,basic.9y,unknown,yes,,telephone,,mon,1353.0,2.0,5.0,1.0,success,,93075.0,-47.1,1466.0,5099.1,yes
64.0,admin.,,high.school,no,no,no,cellular,,,368.0,1.0,999.0,0.0,nonexistent,-1.7,,-40.3,0.884,4991.6,yes
34.0,technician,married,professional.course,no,yes,no,cellular,,,93.0,1.0,999.0,0.0,nonexistent,-1.8,92843.0,-50.0,,5099.1,no
30.0,blue-collar,married,,no,no,,telephone,,mon,122.0,4.0,999.0,0.0,,,93994.0,-36.4,,5191.0,no
63.0,,divorced,,no,yes,,cellular,jul,thu,146.0,1.0,999.0,,failure,-2.9,92469.0,-33.6,1072.0,5076.2,no
35.0,self-employed,married,,no,no,,telephone,,,293.0,,999.0,0.0,,1.1,,-36.4,,,no
43.0,blue-collar,married,basic.4y,unknown,no,yes,,may,mon,18.0,,999.0,,,1.1,93994.0,-36.4,4858.0,5191.0,no
45.0,retired,married,,no,yes,no,cellular,aug,wed,,1.0,,,,1.4,,-36.1,4967.0,5228.1,no
,,single,university.degree,no,,no,,may,wed,340.0,2.0,,1.0,,-1.8,,,,5099.1,no
35.0,blue-collar,married,,,,no,telephone,,thu,182.0,1.0,999.0,0.0,nonexistent,,93994.0,-36.4,4.86,5191.0,no
49.0,services,married,basic.4y,no,,no,cellular,aug,thu,575.0,2.0,999.0,0.0,nonexistent,1.4,93444.0,-36.1,,5228.1,no
34.0,technician,divorced,unknown,no,yes,,,jul,thu,46.0,21.0,999.0,0.0,nonexistent,1.4,93918.0,,4968.0,5228.1,no
31.0,admin.,single,university.degree,no,no,no,cellular,apr,mon,164.0,6.0,999.0,0.0,,-1.8,,-47.1,1405.0,5099.1,no
,management,,basic.9y,no,,,cellular,,,329.0,2.0,999.0,0.0,nonexistent,-0.1,,,,5195.8,no
,services,married,basic.9y,,no,no,telephone,jun,fri,,,,0.0,nonexistent,,,-41.8,4947.0,,no
63.0,retired,married,,no,yes,no,cellular,,fri,,1.0,3.0,,success,-1.1,,,,4963.6,yes
48.0,services,married,high.school,unknown,unknown,unknown,,may,tue,152.0,,,,,,,-36.4,,5191.0,no
36.0,,,university.degree,no,yes,no,cellular,jul,thu,59.0,3.0,,0.0,nonexistent,,,,4958.0,,no
,blue-collar,,,no,yes,,,,thu,,1.0,10.0,1.0,,,92893.0,-46.2,,5099.1,yes
42.0,admin.,married,,no,yes,no,cellular,may,mon,230.0,6.0,999.0,0.0,nonexistent,-1.8,92893.0,-46.2,1354.0,,no
30.0,,married,university.degree,no,,no,,may,tue,,4.0,,0.0,nonexistent,1.1,,-36.4,,5191.0,no
37.0,entrepreneur,married,university.degree,no,no,no,cellular,nov,wed,184.0,4.0,999.0,0.0,,,93.2,-42.0,4.12,5195.8,no
49.0,blue-collar,married,basic.4y,no,,no,,aug,thu,158.0,1.0,,,nonexistent,,93444.0,-36.1,4964.0,5228.1,no
42.0,admin.,married,university.degree,no,no,,cellular,aug,,21.0,,,0.0,nonexistent,,93444.0,,4967.0,,no
39.0,technician,single,professional.course,no,no,no,cellular,,,143.0,1.0,999.0,1.0,failure,-1.8,92893.0,-46.2,,5099.1,no
57.0,self-employed,single,high.school,unknown,no,no,telephone,may,wed,139.0,1.0,999.0,0.0,,1.1,,-36.4,4856.0,,no
41.0,admin.,,university.degree,no,yes,yes,,,thu,,5.0,999.0,0.0,nonexistent,,,-42.7,,5228.1,no
36.0,technician,married,professional.course,no,no,no,cellular,,,94.0,1.0,999.0,,,1.4,93444.0,-36.1,4966.0,,no
,admin.,single,university.degree,no,yes,yes,cellular,,tue,,1.0,,0.0,nonexistent,-3.4,92379.0,-29.8,0.819,5017.5,no
42.0,admin.,single,basic.9y,unknown,,,telephone,,thu,,7.0,999.0,,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,no
,services,divorced,basic.4y,unknown,yes,yes,,,thu,217.0,,,,,1.1,,-36.4,4.86,5191.0,no
50.0,blue-collar,single,,,no,no,,jun,,108.0,1.0,999.0,0.0,nonexistent,1.4,94465.0,,,5228.1,no
,services,married,professional.course,no,,no,,jul,mon,19.0,,999.0,0.0,nonexistent,,,-42.7,4962.0,5228.1,no
,management,,high.school,no,,yes,cellular,jul,tue,103.0,,999.0,0.0,nonexistent,,93918.0,,4961.0,5228.1,no
48.0,,,,,yes,,,nov,,162.0,2.0,999.0,0.0,nonexistent,-0.1,,-42.0,4021.0,5195.8,no
,,,university.degree,no,yes,no,cellular,aug,fri,436.0,4.0,999.0,,nonexistent,1.4,,-36.1,4964.0,,no
,entrepreneur,married,university.degree,no,yes,,cellular,nov,mon,165.0,1.0,999.0,0.0,nonexistent,,93.2,,4191.0,,no
32.0,technician,married,,no,,no,cellular,aug,thu,151.0,2.0,999.0,0.0,nonexistent,1.4,93444.0,,4962.0,5228.1,no
,blue-collar,married,,,no,no,cellular,may,mon,248.0,,999.0,0.0,nonexistent,-1.8,92893.0,,1244.0,5099.1,no
53.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,thu,504.0,2.0,999.0,,nonexistent,1.4,93444.0,-36.1,4968.0,5228.1,no
48.0,,married,professional.course,no,,yes,cellular,may,mon,,4.0,999.0,,failure,-1.8,,-46.2,,5099.1,no
48.0,blue-collar,married,basic.4y,no,,,cellular,may,wed,109.0,1.0,12.0,1.0,success,,92893.0,-46.2,1334.0,,no
47.0,blue-collar,married,basic.6y,no,yes,,cellular,aug,,,2.0,999.0,0.0,nonexistent,1.4,93444.0,,,5228.1,no
25.0,,,basic.9y,unknown,no,,telephone,jun,mon,,4.0,999.0,,nonexistent,1.4,94465.0,,,5228.1,no
51.0,housemaid,married,high.school,no,no,no,cellular,,fri,28.0,4.0,999.0,0.0,nonexistent,-0.1,,-42.0,4021.0,5195.8,no
43.0,blue-collar,married,basic.9y,unknown,,no,cellular,,,75.0,3.0,999.0,0.0,nonexistent,,93918.0,-42.7,4.96,5228.1,no
,,married,high.school,no,yes,no,cellular,may,,424.0,1.0,,0.0,,-1.8,92893.0,-46.2,1313.0,,no
33.0,technician,divorced,,no,,no,cellular,,,70.0,1.0,999.0,0.0,nonexistent,,,-42.0,4153.0,,no
,blue-collar,single,,no,no,no,cellular,,thu,,,999.0,,,,,-42.7,,,no
46.0,,married,high.school,no,yes,no,cellular,may,tue,675.0,1.0,999.0,,nonexistent,-1.8,,,1344.0,,no
33.0,,single,,no,yes,no,cellular,jul,fri,,1.0,,0.0,,1.4,93918.0,-42.7,4957.0,,no
53.0,technician,divorced,professional.course,unknown,no,,telephone,,,,2.0,999.0,0.0,nonexistent,1.1,,-36.4,4857.0,5191.0,no
,admin.,,university.degree,no,no,yes,,,,129.0,4.0,,0.0,nonexistent,,94465.0,,4865.0,5228.1,no
44.0,management,married,high.school,unknown,no,,,,,292.0,,,0.0,nonexistent,1.4,93918.0,,4962.0,,no
29.0,self-employed,married,unknown,no,no,no,cellular,jul,tue,,,999.0,,nonexistent,,,,,5228.1,no
34.0,,single,basic.9y,no,,no,telephone,may,thu,,2.0,999.0,0.0,,1.1,,-36.4,4.86,,no
,blue-collar,married,basic.4y,,,,cellular,aug,,,3.0,999.0,0.0,nonexistent,1.4,93444.0,-36.1,4963.0,5228.1,no
26.0,,single,basic.9y,no,no,no,telephone,jun,fri,114.0,3.0,999.0,0.0,,1.4,94465.0,-41.8,,,no
39.0,blue-collar,,basic.9y,,no,no,telephone,,thu,193.0,,999.0,,nonexistent,,93994.0,-36.4,4855.0,5191.0,no
,services,divorced,unknown,no,yes,,cellular,aug,tue,,2.0,,1.0,failure,-1.7,94027.0,-38.3,,4991.6,yes
57.0,admin.,married,,,,,cellular,aug,tue,149.0,,999.0,,,,,,0.883,5076.2,yes
32.0,,married,professional.course,,,no,,may,,278.0,,999.0,0.0,nonexistent,1.1,93994.0,,4864.0,,no
40.0,services,married,,,,no,cellular,apr,,78.0,,999.0,0.0,nonexistent,,,,1405.0,5099.1,no
,management,married,university.degree,,yes,no,,jul,,292.0,1.0,,,,-1.7,,,,,yes
46.0,,divorced,university.degree,no,,no,,may,fri,897.0,1.0,999.0,0.0,,1.1,,-36.4,,,yes
30.0,,single,high.school,no,no,no,,may,,75.0,1.0,,,failure,,92893.0,,1299.0,,no
,admin.,married,basic.9y,,no,,,may,,,2.0,,,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,no
32.0,blue-collar,married,,unknown,no,,telephone,may,mon,,2.0,999.0,0.0,nonexistent,1.1,93994.0,,4857.0,,no
24.0,management,,,,no,no,telephone,jul,wed,127.0,11.0,999.0,0.0,nonexistent,1.4,93918.0,,4957.0,5228.1,no
34.0,technician,single,high.school,no,yes,,telephone,jul,fri,106.0,,,,nonexistent,1.4,93918.0,-42.7,4959.0,5228.1,no
,entrepreneur,married,university.degree,,no,no,telephone,may,thu,146.0,,,0.0,,,93994.0,-36.4,,,no
46.0,technician,,professional.course,,,no,telephone,may,mon,148.0,,999.0,,,1.1,93994.0,-36.4,4857.0,5191.0,no
,admin.,married,university.degree,,,no,cellular,aug,,124.0,2.0,,,nonexistent,1.4,,,,5228.1,no
,technician,,basic.9y,no,,,,may,mon,,5.0,,0.0,nonexistent,,92893.0,-46.2,1244.0,5099.1,no
53.0,blue-collar,married,professional.course,,yes,,cellular,nov,,212.0,3.0,999.0,0.0,nonexistent,-0.1,93.2,,4191.0,5195.8,no
22.0,unemployed,single,high.school,no,,no,,jul,thu,60.0,,999.0,0.0,nonexistent,,93918.0,,4968.0,,no
29.0,,single,,no,no,no,cellular,aug,wed,95.0,1.0,999.0,0.0,nonexistent,1.4,93444.0,,,5228.1,no
38.0,housemaid,,basic.6y,unknown,no,no,,,wed,,2.0,999.0,0.0,nonexistent,,93.2,,4.12,5195.8,no
,management,married,university.degree,,no,no,,may,,,,999.0,0.0,nonexistent,-1.8,92893.0,-46.2,,5099.1,no
37.0,technician,single,professional.course,,no,no,telephone,may,,322.0,1.0,999.0,,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,no
,,married,high.school,,yes,,,,,794.0,,999.0,0.0,nonexistent,1.4,93918.0,-42.7,,5228.1,yes
44.0,technician,,,,no,no,cellular,,mon,73.0,2.0,,0.0,nonexistent,,93918.0,-42.7,,5228.1,no
25.0,blue-collar,single,basic.9y,no,no,yes,cellular,jul,fri,667.0,,,0.0,nonexistent,,,-40.3,0.79,,yes
41.0,,divorced,high.school,no,,,cellular,apr,fri,471.0,,,0.0,nonexistent,,,-47.1,1405.0,,no
33.0,technician,,,,yes,no,cellular,nov,,,7.0,999.0,0.0,nonexistent,-0.1,93.2,,,5195.8,no
,,single,high.school,no,yes,,telephone,jul,,130.0,2.0,999.0,0.0,,,93918.0,-42.7,,,no
44.0,blue-collar,married,basic.6y,no,no,no,cellular,apr,,400.0,1.0,999.0,0.0,nonexistent,-1.8,93075.0,-47.1,1405.0,5099.1,no
,technician,single,professional.course,no,,yes,,aug,thu,84.0,,,,,1.4,93444.0,-36.1,,5228.1,no
,,,basic.9y,no,yes,,,may,tue,,,999.0,,failure,-1.8,,,1291.0,5099.1,no
,entrepreneur,,university.degree,,no,,telephone,may,thu,9.0,5.0,,,failure,,92893.0,,1266.0,5099.1,no
55.0,admin.,married,high.school,,,,,may,wed,133.0,4.0,999.0,0.0,,,93994.0,-36.4,,,no
,,,professional.course,no,no,no,,may,thu,644.0,1.0,999.0,0.0,nonexistent,1.1,93994.0,-36.4,4.86,5191.0,no
44.0,management,married,,no,yes,no,cellular,aug,,247.0,,999.0,0.0,,-2.9,92201.0,,0.825,,no
36.0,,married,university.degree,no,,yes,cellular,may,mon,305.0,1.0,,0.0,,-1.8,92893.0,-46.2,1264.0,5099.1,no
59.0,blue-collar,married,basic.6y,unknown,no,no,cellular,,mon,106.0,10.0,999.0,0.0,nonexistent,,,-42.7,,5228.1,no
,,single,,,yes,no,cellular,jul,,77.0,,999.0,0.0,nonexistent,,,,4958.0,,no
29.0,,,,no,,,,may,tue,,1.0,,0.0,nonexistent,-1.8,92893.0,-46.2,,5099.1,no
29.0,blue-collar,single,basic.4y,,yes,,cellular,may,,206.0,1.0,999.0,,,,92893.0,,1313.0,5099.1,no
,,married,basic.6y,unknown,no,no,cellular,jul,tue,31.0,3.0,,0.0,nonexistent,,,-42.7,,,no
35.0,admin.,married,,no,yes,no,cellular,may,,,3.0,999.0,,nonexistent,-1.8,92893.0,,1266.0,5099.1,no
43.0,services,single,university.degree,no,yes,,cellular,apr,mon,178.0,4.0,,,nonexistent,-1.8,93075.0,-47.1,1405.0,,no
43.0,management,married,university.degree,no,,no,cellular,apr,mon,818.0,,999.0,1.0,failure,-1.8,93075.0,-47.1,1405.0,,no
33.0,,single,university.degree,no,no,no,telephone,,mon,14.0,,999.0,0.0,,1.1,93994.0,-36.4,4857.0,5191.0,no
60.0,,married,,unknown,no,,,may,fri,409.0,3.0,999.0,0.0,,1.1,,,4855.0,5191.0,no
39.0,technician,married,professional.course,no,,,cellular,may,thu,31.0,2.0,,,failure,-1.8,92893.0,-46.2,,5099.1,no
,self-employed,,high.school,no,yes,no,telephone,,tue,103.0,1.0,999.0,,nonexistent,1.1,93994.0,,4857.0,5191.0,no
47.0,technician,divorced,professional.course,no,,,cellular,apr,thu,,2.0,,0.0,nonexistent,-1.8,,-47.1,,5099.1,no
,,single,professional.course,,no,,,jul,tue,,,999.0,0.0,nonexistent,1.4,93918.0,-42.7,4961.0,5228.1,yes
44.0,blue-collar,married,,unknown,no,no,,apr,thu,361.0,1.0,999.0,0.0,nonexistent,-1.8,93075.0,-47.1,1483.0,5099.1,no
30.0,technician,single,professional.course,no,no,no,,may,,79.0,4.0,,,,,92893.0,,1354.0,5099.1,no
,technician,single,university.degree,no,yes,no,telephone,may,fri,417.0,6.0,,0.0,nonexistent,,93994.0,-36.4,,5191.0,no
38.0,unemployed,divorced,,unknown,yes,no,cellular,may,,,3.0,,,nonexistent,-1.8,92893.0,-46.2,1327.0,5099.1,no
25.0,blue-collar,single,basic.9y,,no,no,cellular,may,,,2.0,999.0,,failure,-1.8,92893.0,,1.25,5099.1,no
31.0,admin.,,university.degree,no,yes,no,cellular,nov,tue,,1.0,999.0,0.0,nonexistent,-0.1,,-42.0,4153.0,,no
33.0,technician,married,professional.course,no,yes,no,cellular,,,,2.0,,0.0,,,92431.0,,,5017.5,yes
39.0,entrepreneur,married,high.school,,,,telephone,may,fri,229.0,3.0,999.0,0.0,nonexistent,1.1,,-36.4,4864.0,,no
,entrepreneur,divorced,,no,,no,telephone,may,mon,,,999.0,0.0,nonexistent,,,-36.4,4857.0,,no
46.0,,married,,,no,,,aug,tue,515.0,9.0,,0.0,nonexistent,1.4,93444.0,,,,no
45.0,,,basic.9y,no,yes,,telephone,jul,tue,80.0,1.0,999.0,0.0,nonexistent,1.4,,-42.7,4955.0,5228.1,no
,management,married,,no,yes,yes,telephone,jun,fri,87.0,1.0,999.0,,nonexistent,1.4,94465.0,,4959.0,,no
48.0,admin.,married,university.degree,unknown,no,,cellular,nov,fri,,9.0,,0.0,nonexistent,,93.2,,4021.0,,no
52.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,,152.0,,999.0,0.0,,1.4,93444.0,-36.1,4968.0,5228.1,no
,management,divorced,university.degree,no,yes,yes,cellular,apr,thu,126.0,,999.0,0.0,nonexistent,-1.8,93749.0,,0.64,,no
34.0,,,,no,,,,,,313.0,,999.0,0.0,nonexistent,1.4,93444.0,-36.1,4964.0,5228.1,no
30.0,,,,no,no,,cellular,jul,tue,163.0,1.0,999.0,0.0,,1.4,93918.0,,,5228.1,no
36.0,admin.,single,university.degree,,,no,telephone,,,42.0,1.0,999.0,0.0,nonexistent,,,-42.0,,5195.8,no
,management,single,,no,no,no,,mar,thu,139.0,1.0,999.0,,,,92843.0,-50.0,,,yes
27.0,technician,married,professional.course,,,no,telephone,jul,thu,,1.0,999.0,0.0,,1.4,93918.0,,4963.0,5228.1,no
38.0,blue-collar,married,basic.9y,unknown,yes,,telephone,,,41.0,,999.0,,,1.4,94465.0,-41.8,,5228.1,no
59.0,,married,,no,yes,no,,aug,fri,,,999.0,0.0,,,93444.0,-36.1,4963.0,,no
54.0,,,university.degree,no,yes,no,,,wed,42.0,,,0.0,nonexistent,,92963.0,,,5076.2,no
30.0,,married,professional.course,no,no,no,telephone,,,758.0,,,0.0,,1.4,,-41.8,4865.0,5228.1,no
34.0,services,single,high.school,no,no,no,telephone,nov,mon,62.0,,999.0,1.0,failure,-0.1,,,4191.0,,no
42.0,blue-collar,married,basic.9y,,,,cellular,jul,,57.0,,999.0,0.0,nonexistent,,,-42.7,4963.0,5228.1,no
,,,high.school,,no,,cellular,jul,,262.0,1.0,999.0,0.0,nonexistent,,93918.0,-42.7,,,no
33.0,,,basic.9y,no,,,,may,,16.0,10.0,,,nonexistent,,93994.0,,4856.0,5191.0,no
34.0,admin.,married,university.degree,no,,,cellular,nov,wed,,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,,5195.8,no
30.0,,,university.degree,no,yes,no,cellular,nov,wed,489.0,3.0,,0.0,,-0.1,93.2,-42.0,,,yes
29.0,blue-collar,single,,no,,no,telephone,may,,298.0,5.0,999.0,,,1.1,93994.0,,4857.0,5191.0,no
,technician,married,professional.course,,,no,cellular,apr,fri,372.0,1.0,999.0,0.0,nonexistent,-1.8,,,,5099.1,no
49.0,services,married,high.school,no,,,telephone,may,fri,344.0,,,,,,93994.0,-36.4,4855.0,5191.0,no
47.0,technician,married,professional.course,,yes,no,,jun,fri,63.0,,999.0,1.0,failure,-2.9,92963.0,-40.8,,,no
,admin.,single,high.school,no,,,cellular,mar,fri,342.0,1.0,999.0,,nonexistent,-1.8,92843.0,-50.0,1531.0,,yes
32.0,,married,high.school,,,no,telephone,,mon,232.0,,999.0,0.0,,1.1,,-36.4,,5191.0,no
,blue-collar,married,basic.9y,unknown,,no,cellular,jul,,280.0,4.0,,,,,,,4963.0,5228.1,no
,management,,university.degree,no,no,no,cellular,sep,tue,679.0,,,,success,-3.4,92379.0,-29.8,,5017.5,yes
35.0,blue-collar,married,basic.9y,unknown,no,,telephone,may,,170.0,,,0.0,,1.1,93994.0,-36.4,4855.0,5191.0,no
51.0,management,married,high.school,no,,,telephone,,wed,99.0,,999.0,0.0,nonexistent,1.4,94465.0,-41.8,4962.0,5228.1,no
36.0,services,,high.school,,yes,,telephone,may,tue,128.0,,,0.0,nonexistent,,93994.0,-36.4,4857.0,,no
31.0,blue-collar,single,basic.6y,unknown,no,,,,,,3.0,999.0,0.0,nonexistent,-1.8,92893.0,-46.2,,,no
,services,,high.school,,,,cellular,nov,thu,,2.0,,0.0,nonexistent,-0.1,93.2,-42.0,4076.0,5195.8,no
,,,professional.course,,no,no,telephone,jun,mon,66.0,6.0,999.0,,nonexistent,1.4,,-41.8,4865.0,5228.1,no
43.0,,,,no,no,no,telephone,jun,thu,,2.0,,,nonexistent,,,-41.8,4961.0,5228.1,no
32.0,services,single,university.degree,no,yes,,,nov,,,2.0,999.0,,nonexistent,-0.1,93.2,-42.0,4.12,,no
53.0,admin.,,university.degree,,yes,no,cellular,apr,,158.0,2.0,6.0,,success,,,-47.1,,,yes
67.0,retired,,professional.course,,yes,no,cellular,,,,,,,,-1.8,93075.0,,1415.0,5099.1,yes
39.0,,married,university.degree,no,yes,no,cellular,nov,tue,305.0,,999.0,0.0,nonexistent,-0.1,,,4153.0,,no
50.0,admin.,married,university.degree,,yes,no,,nov,fri,73.0,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4021.0,,no
44.0,,married,professional.course,no,yes,,,nov,tue,75.0,1.0,999.0,,nonexistent,,93.2,,4153.0,5195.8,no
27.0,admin.,married,high.school,,no,no,,may,thu,643.0,,999.0,0.0,,-1.8,92893.0,-46.2,1327.0,,no
